,RLB-67107,RLB-67864,RLB-66928,RLB-68725,RLB-68723,RLB-68531,RLB-68532,RLB-68742,RLB-69490,RLB-69368,RLB-68888,RLB-96407,RLB-64875,RLB-69422,RLB-67013,RLB-67768
6000,25.95915049061958,25.313228555571243,24.862557266862364,25.421208119282863,25.566458499563836,25.953106846258947,25.98699490203784,25.32946385439364,26.121317838278166,26.268852542903886,25.671967558505685,25.60176371014428,25.60866666908542,25.262529087028703,25.860439270657206,25.4767200328095
6001,25.82052193888467,25.06601210135096,24.588905471229754,25.20182962710243,25.361077976898407,25.796919717215403,25.85568210182716,25.087820788345127,26.00285392929249,26.17907970367066,25.48414429503829,25.39682357235207,25.417310564085643,24.99862554131659,25.705524556760928,25.271002041829384
6002,25.667955180317445,24.79815059253491,24.292783226876097,24.963448673130983,25.137096945708553,25.62572952676453,25.710967900913893,24.825835594089682,25.87204301194905,26.079080098570753,25.27936872120807,25.17383511542529,25.208240728324583,24.713204065247986,25.535869356636304,25.047147384104058
6003,25.499871926243173,24.5070131480937,23.971171596201962,24.70369020345372,24.892290217306922,25.437820238612087,25.551341013254778,24.540927450868622,25.72751524401006,25.967754530752607,25.055594014017462,24.93059351723782,24.979353492869908,24.403483066944233,25.349746203018025,24.802906875039806
6004,25.336582070562287,24.22385873163306,23.656381977326138,24.44970530435393,24.654969072424308,25.255653331635724,25.39617784624342,24.263550589960975,25.587474713988108,25.860547583751167,24.83679791554447,24.69332885934725,24.756859708322317,24.103149327314945,25.16764077834823,24.563431117318956
6005,25.17707025742352,23.949793480285926,23.351825354760777,24.202699993188773,24.424732041824555,25.07810696785041,25.24446008240018,23.994849872040167,25.450616830927896,25.75581925079898,24.623348192637472,24.462495547567094,24.540435024798402,23.813290057118948,24.98944748753417,24.329915363164012
6006,25.069001116008472,23.774460669186716,23.150298967005014,24.039845684394013,24.27943325958653,24.956060730355684,25.13854594348787,23.823410309666937,25.36077783931889,25.68572115011811,24.471959733824782,24.309801667960727,24.39163415033524,23.634231159697457,24.8648925978001,24.165247818850027
6007,25.159905596393777,23.977082550828136,23.409777622863995,24.2223087359758,24.444743215976995,25.044842078606344,25.217064287701202,24.025035967593563,25.433558531454754,25.726956056564582,24.595277966868313,24.464874446750787,24.525775852046486,23.852591551712266,24.96613239639985,24.31900610180533
6008,25.93740566895014,24.789509457772436,24.274518911103623,25.046987248918636,25.23135233974827,25.772505641311525,25.989996657559907,24.83987213423506,26.0,26.0,25.379758715406055,25.263270590954832,25.296660627298557,24.66263883467051,25.75883815096143,25.131412035267477
6009,26.0,25.31479442915457,24.788933713275988,25.50266844318699,25.692950907063423,26.0,26.0,25.345380086481544,26.0,26.0,25.78683336590152,25.716181301491908,25.711153838771548,25.227350856808926,26.0,25.547540797615408
