Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;9477909.28;0.00;619771.45;0;0;0;0;0;13385.05;0.00;0.00
739920.00;7323222.86;0.00;559793.57;0;0;0;0;0;10449.39;0.00;0.00
816700.00;6348500.61;0.00;619771.45;0;0;0;0;0;9236.84;0.00;0.00
796780.00;4798522.40;0.00;599778.82;0;0;0;0;0;7155.75;0.00;0.00
819920.00;3063205.61;0.00;619771.45;0;0;0;0;0;4882.00;0.00;0.00
787580.00;1891175.73;-1679249.58;599778.82;0;0;0;0;0;3301.90;0.00;857.19
820840.00;1313133.90;-1884495.14;619771.45;0;0;0;0;0;2562.18;0.00;961.96
821760.00;1177459.69;-1227955.18;619771.45;0;0;0;0;0;2382.33;0.00;626.82
788500.00;2225186.03;-199036.53;599778.82;0;0;0;0;0;3744.65;0.00;101.60
821760.00;4256768.89;0.00;619771.45;0;0;0;0;0;6464.13;0.00;0.00
793560.00;6272487.10;0.00;599778.82;0;0;0;0;0;9109.58;0.00;0.00
813940.00;8424133.94;0.00;619771.45;0;0;0;0;0;11988.21;0.00;0.00
