Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
501840.00;7265528.18;0.00;489677.47;0;0;0;0;0;10279.97;0.00;0.00
452800.00;5665269.77;0.00;442289.33;0;0;0;0;0;8095.92;0.00;0.00
501840.00;4931050.02;0.00;489677.47;0;0;0;0;0;7185.48;0.00;0.00
490400.00;3787293.16;0.00;473881.42;0;0;0;0;0;5648.43;0.00;0.00
505520.00;2497817.87;0.00;489677.47;0;0;0;0;0;3960.09;0.00;0.00
494080.00;1550658.46;-1355068.39;473881.42;0;0;0;0;0;2683.64;0.00;691.71
501840.00;1076766.93;-1495273.71;489677.47;0;0;0;0;0;2076.41;0.00;763.28
498160.00;965511.71;-930851.52;489677.47;0;0;0;0;0;1928.94;0.00;475.16
490400.00;1806196.69;-155828.05;473881.42;0;0;0;0;0;3022.37;0.00;79.54
498160.00;3336800.20;0.00;489677.47;0;0;0;0;0;5072.21;0.00;0.00
486720.00;4846758.79;0.00;473881.42;0;0;0;0;0;7052.81;0.00;0.00
512880.00;6465067.62;0.00;489677.47;0;0;0;0;0;9218.91;0.00;0.00
