Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;6009199.01;0.00;314977.70;0;0;0;0;0;8383.06;0.00;0.00
739920.00;4657577.28;0.00;284495.99;0;0;0;0;0;6551.00;0.00;0.00
816700.00;4078678.10;0.00;314977.70;0;0;0;0;0;5824.04;0.00;0.00
796780.00;3190499.40;0.00;304817.13;0;0;0;0;0;4633.24;0.00;0.00
819920.00;2076539.71;0.00;314977.70;0;0;0;0;0;3170.09;0.00;0.00
787580.00;1273919.41;-1591204.55;304817.13;0;0;0;0;0;2092.70;0.00;812.25
820840.00;884279.11;-1735333.45;314977.70;0;0;0;0;0;1589.68;0.00;885.82
821760.00;792928.43;-1254269.74;314977.70;0;0;0;0;0;1468.59;0.00;640.26
788500.00;1501930.33;-370630.55;304817.13;0;0;0;0;0;2394.95;0.00;189.19
821760.00;2713511.58;0.00;314977.70;0;0;0;0;0;4014.43;0.00;0.00
793560.00;3926942.77;0.00;304817.13;0;0;0;0;0;5609.44;0.00;0.00
813940.00;5318339.64;0.00;314977.70;0;0;0;0;0;7467.28;0.00;0.00
