Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;8230894.13;0.00;606484.48;0;0;0;0;0;11714.45;0.00;0.00
739920.00;6325421.48;0.00;547792.44;0;0;0;0;0;9110.83;0.00;0.00
816700.00;5484239.50;0.00;606484.48;0;0;0;0;0;8073.60;0.00;0.00
796780.00;4276763.73;0.00;586920.47;0;0;0;0;0;6447.09;0.00;0.00
819920.00;2872838.25;0.00;606484.48;0;0;0;0;0;4612.04;0.00;0.00
787580.00;1786870.39;-1884811.35;586920.47;0;0;0;0;0;3146.59;0.00;962.12
820840.00;1240794.26;-2040251.54;606484.48;0;0;0;0;0;2448.67;0.00;1041.47
821760.00;1112591.26;-1434484.62;606484.48;0;0;0;0;0;2278.73;0.00;732.25
788500.00;2069706.73;-316734.84;586920.47;0;0;0;0;0;3521.51;0.00;161.68
821760.00;3662636.66;0.00;606484.48;0;0;0;0;0;5658.96;0.00;0.00
793560.00;5401673.07;0.00;586920.47;0;0;0;0;0;7938.22;0.00;0.00
813940.00;7332700.83;0.00;606484.48;0;0;0;0;0;10523.84;0.00;0.00
