Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;5892838.00;0.00;314595.45;0;0;0;0;0;8228.31;0.00;0.00
739920.00;4541502.46;0.00;284150.73;0;0;0;0;0;6396.68;0.00;0.00
816700.00;3984396.02;0.00;314595.45;0;0;0;0;0;5698.56;0.00;0.00
796780.00;3121486.66;0.00;304447.21;0;0;0;0;0;4541.27;0.00;0.00
819920.00;2030764.02;0.00;314595.45;0;0;0;0;0;3108.91;0.00;0.00
787580.00;1245186.18;-1539098.76;304447.21;0;0;0;0;0;2054.13;0.00;785.65
820840.00;864324.16;-1673897.31;314595.45;0;0;0;0;0;1562.72;0.00;854.46
821760.00;775035.63;-1228653.27;314595.45;0;0;0;0;0;1444.37;0.00;627.18
788500.00;1467375.85;-371780.82;304447.21;0;0;0;0;0;2348.65;0.00;189.78
821760.00;2644072.21;0.00;314595.45;0;0;0;0;0;3921.88;0.00;0.00
793560.00;3835755.30;0.00;304447.21;0;0;0;0;0;5488.07;0.00;0.00
813940.00;5217316.50;0.00;314595.45;0;0;0;0;0;7332.86;0.00;0.00
