Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;9753829.06;0.00;592028.61;0;0;0;0;0;13714.02;0.00;0.00
739920.00;7428653.45;0.00;534735.52;0;0;0;0;0;10555.92;0.00;0.00
816700.00;6378533.83;0.00;592028.61;0;0;0;0;0;9239.88;0.00;0.00
796780.00;4862945.05;0.00;572930.91;0;0;0;0;0;7205.56;0.00;0.00
819920.00;3096303.81;0.00;592028.61;0;0;0;0;0;4889.09;0.00;0.00
787580.00;1901449.93;-1798821.62;572930.91;0;0;0;0;0;3279.93;0.00;918.23
820840.00;1320118.86;-2004313.92;592028.61;0;0;0;0;0;2534.66;0.00;1023.12
821760.00;1183730.94;-1364050.65;592028.61;0;0;0;0;0;2353.87;0.00;696.30
788500.00;2244929.38;-286508.87;572930.91;0;0;0;0;0;3735.23;0.00;146.25
821760.00;4269439.75;0.00;592028.61;0;0;0;0;0;6444.15;0.00;0.00
793560.00;6424204.09;0.00;572930.91;0;0;0;0;0;9275.10;0.00;0.00
813940.00;8703860.88;0.00;592028.61;0;0;0;0;0;12322.23;0.00;0.00
