Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
0.00;1816284.46;0.00;106130.46;0;0;0;0;0;2548.27;0.00;0.00
0.00;1328035.27;0.00;95859.77;0;0;0;0;0;1887.45;0.00;0.00
0.00;1106939.59;0.00;106130.46;0;0;0;0;0;1607.99;0.00;0.00
0.00;786611.94;0.00;102706.90;0;0;0;0;0;1178.84;0.00;0.00
0.00;490963.63;0.00;106130.46;0;0;0;0;0;791.48;0.00;0.00
0.00;299571.23;-455322.63;102706.90;0;0;0;0;0;533.24;0.00;232.42
0.00;207865.95;-479512.48;106130.46;0;0;0;0;0;416.22;0.00;244.77
0.00;186408.83;-328485.07;106130.46;0;0;0;0;0;387.78;0.00;167.68
0.00;369675.17;-53268.09;102706.90;0;0;0;0;0;626.17;0.00;27.19
0.00;783489.97;0.00;106130.46;0;0;0;0;0;1179.24;0.00;0.00
0.00;1220689.19;0.00;102706.90;0;0;0;0;0;1754.24;0.00;0.00
0.00;1657751.55;0.00;106130.46;0;0;0;0;0;2338.13;0.00;0.00
