Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
820840.00;5361874.61;0.00;300564.03;0;0;0;0;0;7505.88;0.00;0.00
739920.00;4126390.22;0.00;271477.19;0;0;0;0;0;5829.62;0.00;0.00
816700.00;3586723.67;0.00;300564.03;0;0;0;0;0;5152.82;0.00;0.00
796780.00;2809912.98;0.00;290868.42;0;0;0;0;0;4110.26;0.00;0.00
819920.00;1825285.31;0.00;300564.03;0;0;0;0;0;2817.93;0.00;0.00
787580.00;1120133.55;-1530322.22;290868.42;0;0;0;0;0;1870.36;0.00;781.17
820840.00;777505.64;-1663335.56;300564.03;0;0;0;0;0;1429.04;0.00;849.07
821760.00;697189.90;-1225794.39;300564.03;0;0;0;0;0;1322.58;0.00;625.72
788500.00;1319949.76;-380602.51;290868.42;0;0;0;0;0;2135.23;0.00;194.28
821760.00;2381650.26;0.00;300564.03;0;0;0;0;0;3555.43;0.00;0.00
793560.00;3478334.65;0.00;290868.42;0;0;0;0;0;4996.29;0.00;0.00
813940.00;4732243.24;0.00;300564.03;0;0;0;0;0;6671.27;0.00;0.00
