Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
501840.00;7348662.34;0.00;276345.49;0;0;0;0;0;10107.38;0.00;0.00
452800.00;5637312.26;0.00;249602.38;0;0;0;0;0;7803.44;0.00;0.00
501840.00;4907331.73;0.00;276345.49;0;0;0;0;0;6871.26;0.00;0.00
490400.00;3842596.24;0.00;267431.12;0;0;0;0;0;5448.07;0.00;0.00
505520.00;2472093.56;0.00;276345.49;0;0;0;0;0;3643.21;0.00;0.00
494080.00;1501773.33;-1554587.13;267431.12;0;0;0;0;0;2345.18;0.00;793.56
501840.00;1042093.14;-1654308.53;276345.49;0;0;0;0;0;1747.67;0.00;844.46
498160.00;934452.46;-1141611.79;276345.49;0;0;0;0;0;1604.98;0.00;582.75
490400.00;1793990.79;-330767.52;267431.12;0;0;0;0;0;2732.53;0.00;168.84
498160.00;3340362.61;0.00;276345.49;0;0;0;0;0;4794.15;0.00;0.00
486720.00;4907400.10;0.00;267431.12;0;0;0;0;0;6859.53;0.00;0.00
512880.00;6510062.53;0.00;276345.49;0;0;0;0;0;8995.77;0.00;0.00
