Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
2379720.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
2149840.00;0.00;0.00;60964.89;0;0;0;0;0;0.00;23.48;0.00
2379260.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
2297420.00;0.00;0.00;65319.52;0;0;0;0;0;0.00;25.16;0.00
2375120.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
2291900.00;0.00;-2576358.49;65319.52;0;0;0;0;0;0.00;25.16;1315.13
2379720.00;0.00;-2675698.19;67496.84;0;0;0;0;0;0.00;25.99;1365.84
2384320.00;0.00;-2680982.19;67496.84;0;0;0;0;0;0.00;25.99;1368.54
2296500.00;0.00;-2581642.48;65319.52;0;0;0;0;0;0.00;25.16;1317.83
2384320.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
2301560.00;0.00;0.00;65319.52;0;0;0;0;0;0.00;25.16;0.00
2365460.00;0.00;0.00;67496.84;0;0;0;0;0;0.00;25.99;0.00
