Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
43550040.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
39352080.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
43541300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
41953380.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
43395480.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
41781340.00;0.00;-47164104.99;65319.52;0;0;0;0;0;86.58;0.00;24075.45
43550040.00;0.00;-49194240.23;67496.84;0;0;0;0;0;89.47;0.00;25111.76
43704600.00;0.00;-49380453.43;67496.84;0;0;0;0;0;89.47;0.00;25206.82
41935900.00;0.00;-47350275.41;65319.52;0;0;0;0;0;86.58;0.00;24170.49
43704600.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
42099200.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
43077620.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
