Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
12845480.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
11601360.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
12833980.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12406700.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
12818800.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12357020.00;0.00;-13944021.33;65319.52;0;0;0;0;0;86.58;0.00;7117.88
12845480.00;0.00;-14506998.33;67496.84;0;0;0;0;0;89.47;0.00;7405.26
12872160.00;0.00;-14541165.38;67496.84;0;0;0;0;0;89.47;0.00;7422.70
12383700.00;0.00;-13978183.09;65319.52;0;0;0;0;0;86.58;0.00;7135.32
12872160.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12421880.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
12753940.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
