Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
13376300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12089120.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
13379980.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12882840.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
13330760.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12844660.00;0.00;-14505828.33;65319.52;0;0;0;0;0;86.58;0.00;7404.67
13376300.00;0.00;-15117850.02;67496.84;0;0;0;0;0;89.47;0.00;7717.08
13421840.00;0.00;-15173518.51;67496.84;0;0;0;0;0;89.47;0.00;7745.50
12890200.00;0.00;-14561495.71;65319.52;0;0;0;0;0;86.58;0.00;7433.08
13421840.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12932060.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
13243360.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
