Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
15491300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
13999680.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
15497280.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
14934140.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
15450820.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
14905620.00;0.00;-16778189.69;65319.52;0;0;0;0;0;86.58;0.00;8564.62
15491300.00;0.00;-17445972.49;67496.84;0;0;0;0;0;89.47;0.00;8905.50
15531780.00;0.00;-17496621.29;67496.84;0;0;0;0;0;89.47;0.00;8931.35
14946100.00;0.00;-16828838.48;65319.52;0;0;0;0;0;86.58;0.00;8590.47
15531780.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
14980600.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
15375840.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
