Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
45018280.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
40675680.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
45006320.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
43390120.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
44873840.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
43221760.00;0.00;-48756899.66;65319.52;0;0;0;0;0;86.58;0.00;24888.52
45018280.00;0.00;-50819364.69;67496.84;0;0;0;0;0;89.47;0.00;25941.32
45162720.00;0.00;-50998502.23;67496.84;0;0;0;0;0;89.47;0.00;26032.77
43366200.00;0.00;-48935986.96;65319.52;0;0;0;0;0;86.58;0.00;24979.93
45162720.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
43522600.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
44573000.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
