Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
18186340.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
16449520.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
18215320.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
17455140.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
18093880.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
17420640.00;0.00;-19659901.62;65319.52;0;0;0;0;0;86.58;0.00;10035.62
18186340.00;0.00;-20545102.97;67496.84;0;0;0;0;0;89.47;0.00;10487.48
18278800.00;0.00;-20659236.64;67496.84;0;0;0;0;0;89.47;0.00;10545.74
17513100.00;0.00;-19774029.57;65319.52;0;0;0;0;0;86.58;0.00;10093.88
18278800.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
17576580.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
17937940.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
