Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
0.00;1.25;0.00;57360.07;0;0;0;0;0;76.04;0.00;0.00
0.00;0.96;0.00;51809.09;0;0;0;0;0;68.68;0.00;0.00
0.00;0.59;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
0.00;0.20;0.00;55509.74;0;0;0;0;0;73.58;0.00;0.00
0.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
0.00;0.00;-0.38;55509.74;0;0;0;0;0;73.58;0.00;0.00
0.00;0.00;-0.64;57360.07;0;0;0;0;0;76.03;0.00;0.00
0.00;0.00;-0.59;57360.07;0;0;0;0;0;76.03;0.00;0.00
0.00;0.00;-0.31;55509.74;0;0;0;0;0;73.58;0.00;0.00
0.00;0.05;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
0.00;0.75;0.00;55509.74;0;0;0;0;0;73.58;0.00;0.00
0.00;1.18;0.00;57360.07;0;0;0;0;0;76.04;0.00;0.00
