Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
14130440.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
12775680.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
14150680.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
13608320.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
14092720.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
13611080.00;0.00;-15377762.08;65319.52;0;0;0;0;0;86.58;0.00;7849.75
14130440.00;0.00;-15976627.38;67496.84;0;0;0;0;0;89.47;0.00;8155.45
14168160.00;0.00;-16024298.62;67496.84;0;0;0;0;0;89.47;0.00;8179.79
13648800.00;0.00;-15425430.95;65319.52;0;0;0;0;0;86.58;0.00;7874.09
14168160.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
13666280.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
14037520.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
