Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
2379720.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2149840.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
2379260.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2297420.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
2375120.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2291900.00;0.00;-2576359.98;65319.52;0;0;0;0;0;86.58;0.00;1315.13
2379720.00;0.00;-2675700.07;67496.84;0;0;0;0;0;89.47;0.00;1365.84
2384320.00;0.00;-2680983.07;67496.84;0;0;0;0;0;89.47;0.00;1368.54
2296500.00;0.00;-2581640.58;65319.52;0;0;0;0;0;86.58;0.00;1317.83
2384320.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
2301560.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
2365460.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
