Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
37650040.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
33996160.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
37587940.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
36352500.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
37543780.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
36122040.00;0.00;-40686532.53;65319.52;0;0;0;0;0;86.58;0.00;20768.90
37650040.00;0.00;-42429881.48;67496.84;0;0;0;0;0;89.47;0.00;21658.82
37756300.00;0.00;-42556550.36;67496.84;0;0;0;0;0;89.47;0.00;21723.48
36228300.00;0.00;-40813169.16;65319.52;0;0;0;0;0;86.58;0.00;20833.55
37756300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
36396660.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
37269160.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
