Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
16199900.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
14642080.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
16204960.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
15593380.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
16138260.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
15541860.00;0.00;-17521145.09;65319.52;0;0;0;0;0;86.58;0.00;8943.87
16199900.00;0.00;-18277977.49;67496.84;0;0;0;0;0;89.47;0.00;9330.20
16261540.00;0.00;-18354334.89;67496.84;0;0;0;0;0;89.47;0.00;9369.18
15603500.00;0.00;-17597502.48;65319.52;0;0;0;0;0;86.58;0.00;8982.85
16261540.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
15660080.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
16020040.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
