Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
8348220.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7542880.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
8343620.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
8039600.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
8314640.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7996820.00;0.00;-9042148.89;65319.52;0;0;0;0;0;86.58;0.00;4615.67
8348220.00;0.00;-9448326.73;67496.84;0;0;0;0;0;89.47;0.00;4823.01
8381800.00;0.00;-9489765.73;67496.84;0;0;0;0;0;89.47;0.00;4844.16
8030400.00;0.00;-9083586.09;65319.52;0;0;0;0;0;86.58;0.00;4636.82
8381800.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
8068580.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
8242880.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
