Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
44166860.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
39904400.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
44150300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
42574920.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
44026100.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
42401040.00;0.00;-47766077.41;65319.52;0;0;0;0;0;86.58;0.00;24382.74
44166860.00;0.00;-49789776.48;67496.84;0;0;0;0;0;89.47;0.00;25415.76
44307620.00;0.00;-49960825.49;67496.84;0;0;0;0;0;89.47;0.00;25503.07
42541800.00;0.00;-47937062.03;65319.52;0;0;0;0;0;86.58;0.00;24470.02
44307620.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
42699120.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
43728020.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
