Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
501840.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
452800.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
501840.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
490400.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
505520.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
494080.00;0.00;-558457.68;65319.52;0;0;0;0;0;86.58;0.00;285.07
501840.00;0.00;-566833.40;67496.84;0;0;0;0;0;89.47;0.00;289.35
498160.00;0.00;-562730.37;67496.84;0;0;0;0;0;89.47;0.00;287.25
490400.00;0.00;-554352.17;65319.52;0;0;0;0;0;86.58;0.00;282.98
498160.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
486720.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
512880.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
