Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
7945960.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7174800.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
7936300.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7682620.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
7934000.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7651340.00;0.00;-8645122.92;65319.52;0;0;0;0;0;86.58;0.00;4413.00
7945960.00;0.00;-8988370.15;67496.84;0;0;0;0;0;89.47;0.00;4588.22
7957920.00;0.00;-9006701.17;67496.84;0;0;0;0;0;89.47;0.00;4597.57
7663300.00;0.00;-8663450.93;65319.52;0;0;0;0;0;86.58;0.00;4422.36
7957920.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
7684920.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
7900420.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
