Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
1035420.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
938720.00;0.00;0.00;51809.09;0;0;0;0;0;68.68;0.00;0.00
1042780.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
989080.00;0.00;0.00;55509.74;0;0;0;0;0;73.58;0.00;0.00
1030360.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
998740.00;0.00;-1135069.27;55509.74;0;0;0;0;0;73.58;0.00;579.41
1035420.00;0.00;-1177587.05;57360.07;0;0;0;0;0;76.03;0.00;601.11
1040480.00;0.00;-1183917.98;57360.07;0;0;0;0;0;76.03;0.00;604.34
1003800.00;0.00;-1141399.76;55509.74;0;0;0;0;0;73.58;0.00;582.64
1040480.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
1001500.00;0.00;0.00;55509.74;0;0;0;0;0;73.58;0.00;0.00
1027600.00;0.00;0.00;57360.07;0;0;0;0;0;76.03;0.00;0.00
