Appliances electric consumption [Wh];TZ heating demand [Wh];TZ cooling demand [Wh];TZ DHW demand [Wh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh]
11366620.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
10263360.00;0.00;0.00;60964.89;0;0;0;0;0;80.81;0.00;0.00
11355580.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
10999480.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
11358800.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
10969580.00;0.00;-12352916.11;65319.52;0;0;0;0;0;86.58;0.00;6305.69
11366620.00;0.00;-12807595.96;67496.84;0;0;0;0;0;89.47;0.00;6537.78
11374440.00;0.00;-12819295.41;67496.84;0;0;0;0;0;89.47;0.00;6543.76
10977400.00;0.00;-12364607.20;65319.52;0;0;0;0;0;86.58;0.00;6311.65
11374440.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
10996260.00;0.00;0.00;65319.52;0;0;0;0;0;86.58;0.00;0.00
11332120.00;0.00;0.00;67496.84;0;0;0;0;0;89.47;0.00;0.00
