;Gas consumption [Nm3];Electric consumption [Wh];Oil consumption [L];Wood consumption [kg];TZ sensible load [W];TZ latent load [W];TZ AHU pre heater load [W];TZ AHU post heater load [W];TZ DHW demand [W];Net PV production to grid [Wh]
2023-03-20 06:00:00;3.7922108254843767;159635.2819070821;2.7107928183847547;2.534914031765826;0.0;0.0;0.0;0.0;50317.206643727426;0.0
2023-03-20 07:00:00;11.997784846646438;196341.90339264038;3.8855447059819035;2.547686885364738;0.0;0.0;0.0;0.0;50396.353296809975;0.0
2023-03-20 08:00:00;9.490546113345;194042.20254007954;3.776058285942106;2.5519445032310415;0.0;0.0;0.0;0.0;50422.73551450416;0.0
2023-03-20 09:00:00;0.0;174153.62238174214;0.0;2.5554925181196277;0.0;0.0;0.0;0.0;50444.72069591598;469.9211945959632
2023-03-20 10:00:00;10.812812789002736;168311.55844758617;4.493613455416079;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;8061.2114903254005
2023-03-20 11:00:00;8.83877178138958;187534.45495804574;4.455023788538491;2.5562021210973453;0.0;0.0;0.0;0.0;50449.11773219834;4088.478371982448
2023-03-20 12:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;1591.0648124063173
2023-03-20 13:00:00;8.034715478332666;174158.3309900125;4.236493816449384;2.559040533008215;0.0;0.0;0.0;0.0;50466.7058773278;0.0
2023-03-20 14:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;0.0
2023-03-20 15:00:00;11.276019965756545;168326.59425867576;4.440717733808432;2.5583309300304973;0.0;0.0;0.0;0.0;50462.30884104544;0.0
2023-03-20 16:00:00;9.466763826493775;185192.45106317;3.7751939983596303;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-20 17:00:00;10.577006373622584;197020.3483140641;3.917070312659638;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-20 18:00:00;4.850522323875162;188918.86184777206;2.6651079235766977;0.0;0.0;0.0;0.0;0.0;4990.636180482987;0.0
2023-03-20 19:00:00;4.860461566794599;194821.56743622938;2.669377897003985;1.6703660632716122;0.0;0.0;0.0;0.0;4981.842107918259;0.0
2023-03-20 20:00:00;4.860461566794599;194811.20849803457;2.666379994501973;0.0;0.0;0.0;0.0;0.0;4933.474708812257;0.0
2023-03-20 21:00:00;0.0;180205.3824789552;0.0;1.6393280290262568;0.0;0.0;0.0;0.0;4845.53398316498;0.0
2023-03-20 22:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;4273.919266457677;0.0
2023-03-20 23:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;2189.7240686172045;0.0
2023-03-21 00:00:00;0.0;109609.63885821385;0.0;1.478025972613973;0.0;0.0;0.0;0.0;2198.518141181932;0.0
2023-03-21 01:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2207.3122137466607;0.0
2023-03-21 02:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2216.1062863113875;0.0
2023-03-21 03:00:00;0.0;109609.63885821385;0.0;1.4861807300339;0.0;0.0;0.0;0.0;4207.963722222218;0.0
2023-03-21 04:00:00;0.0;116153.74301265947;0.0;0.0;0.0;0.0;0.0;0.0;4326.683701846043;0.0
2023-03-21 05:00:00;0.0;109609.63885821385;0.0;1.50078514365673;0.0;0.0;0.0;0.0;4581.7118062231475;0.0
2023-03-21 06:00:00;3.7922108254843767;159635.2819070821;2.7076346846797823;2.534914031765826;0.0;0.0;0.0;0.0;50317.206643727426;0.0
2023-03-21 07:00:00;12.066831159934585;196343.05780946498;3.897610458290727;2.547686885364738;0.0;0.0;0.0;0.0;50396.353296809975;0.0
2023-03-21 08:00:00;9.78154239464338;194047.1151399752;3.81329182355833;2.5519445032310415;0.0;0.0;0.0;0.0;50422.73551450416;0.0
2023-03-21 09:00:00;0.0;174153.62238174214;0.0;2.5554925181196277;0.0;0.0;0.0;0.0;50444.72069591598;0.0
2023-03-21 10:00:00;11.895182457624248;168329.7911303179;4.631802457726729;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;6821.975242268506
2023-03-21 11:00:00;9.01955057459869;187534.45495804574;4.542601718000663;2.5562021210973453;0.0;0.0;0.0;0.0;50449.11773219834;3010.624139454556
2023-03-21 12:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;1218.9189424060678
2023-03-21 13:00:00;10.973382653879796;174227.13252360575;4.400161031402008;2.559040533008215;0.0;0.0;0.0;0.0;50466.7058773278;0.0
2023-03-21 14:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;0.0
2023-03-21 15:00:00;11.147844552723926;168319.0925265826;4.537519952875829;2.5583309300304973;0.0;0.0;0.0;0.0;50462.30884104544;0.0
2023-03-21 16:00:00;9.607348276173017;185194.82519018272;3.793187962718651;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-21 17:00:00;10.578598913470815;197020.37511566945;3.9172734471715027;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-21 18:00:00;4.8464386633491;188918.86184777206;2.6631296022971362;0.0;0.0;0.0;0.0;0.0;4990.636180482987;0.0
2023-03-21 19:00:00;4.860461566794599;194821.56743622938;2.669377897003985;1.6703660632716122;0.0;0.0;0.0;0.0;4981.842107918259;0.0
2023-03-21 20:00:00;4.860461566794599;194811.20849803457;2.666379994501973;0.0;0.0;0.0;0.0;0.0;4933.474708812257;0.0
2023-03-21 21:00:00;0.0;180205.3824789552;0.0;1.6393280290262568;0.0;0.0;0.0;0.0;4845.53398316498;0.0
2023-03-21 22:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;4273.919266457677;0.0
2023-03-21 23:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;2189.7240686172045;0.0
2023-03-22 00:00:00;0.0;109609.63885821385;0.0;1.478025972613973;0.0;0.0;0.0;0.0;2198.518141181932;0.0
2023-03-22 01:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2207.3122137466607;0.0
2023-03-22 02:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2216.1062863113875;0.0
2023-03-22 03:00:00;0.0;109609.63885821385;0.0;1.4861807300339;0.0;0.0;0.0;0.0;4207.963722222218;0.0
2023-03-22 04:00:00;0.0;116153.74301265947;0.0;0.0;0.0;0.0;0.0;0.0;4326.683701846043;0.0
2023-03-22 05:00:00;0.0;109609.63885821385;0.0;1.50078514365673;0.0;0.0;0.0;0.0;4581.7118062231475;0.0
2023-03-22 06:00:00;3.7922108254843767;159635.2819070821;2.701777320693952;2.534914031765826;0.0;0.0;0.0;0.0;50317.206643727426;0.0
2023-03-22 07:00:00;11.8968668940212;196340.14382071287;3.8827863682419306;2.547686885364738;0.0;0.0;0.0;0.0;50396.353296809975;0.0
2023-03-22 08:00:00;9.64189845450089;194044.75826283533;3.7954285992965366;2.5519445032310415;0.0;0.0;0.0;0.0;50422.73551450416;0.0
2023-03-22 09:00:00;0.0;174153.62238174214;0.0;2.5554925181196277;0.0;0.0;0.0;0.0;50444.72069591598;0.0
2023-03-22 10:00:00;11.72530187916573;168326.9337756387;4.610146018124439;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;5389.682478914294
2023-03-22 11:00:00;9.004401074448964;187534.45495804574;4.535262572562484;2.5562021210973453;0.0;0.0;0.0;0.0;50449.11773219834;2565.1353185702083
2023-03-22 12:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;1047.52851037439
2023-03-22 13:00:00;10.899886569957161;174225.64888658602;4.39596477691396;2.559040533008215;0.0;0.0;0.0;0.0;50466.7058773278;0.0
2023-03-22 14:00:00;0.0;174155.5058250503;0.0;2.556911724075063;0.0;0.0;0.0;0.0;50453.51476848071;0.0
2023-03-22 15:00:00;11.237010688722204;168320.59534408333;4.548910095190036;2.5583309300304973;0.0;0.0;0.0;0.0;50462.30884104544;0.0
2023-03-22 16:00:00;9.64637198478557;185195.48400853138;3.79818127344779;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-22 17:00:00;10.588385479948121;197020.53981532843;3.918521737502295;2.55762132705278;0.0;0.0;0.0;0.0;50457.91180476307;0.0
2023-03-22 18:00:00;4.846722954799511;188918.86184777206;2.663267326729018;0.0;0.0;0.0;0.0;0.0;4990.636180482987;0.0
2023-03-22 19:00:00;4.860461566794599;194821.56743622938;2.669377897003985;1.6703660632716122;0.0;0.0;0.0;0.0;4981.842107918259;0.0
2023-03-22 20:00:00;4.860461566794599;194811.20849803457;2.666379994501973;0.0;0.0;0.0;0.0;0.0;4933.474708812257;0.0
2023-03-22 21:00:00;0.0;180205.3824789552;0.0;1.6393280290262568;0.0;0.0;0.0;0.0;4845.53398316498;0.0
2023-03-22 22:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;4273.919266457677;0.0
2023-03-22 23:00:00;0.0;124371.11143762749;0.0;0.0;0.0;0.0;0.0;0.0;2189.7240686172045;0.0
2023-03-23 00:00:00;0.0;109609.63885821385;0.0;1.478025972613973;0.0;0.0;0.0;0.0;2198.518141181932;0.0
2023-03-23 01:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2207.3122137466607;0.0
2023-03-23 02:00:00;0.0;109609.63885821385;0.0;0.0;0.0;0.0;0.0;0.0;2216.1062863113875;0.0
2023-03-23 03:00:00;0.0;109609.63885821385;0.0;1.4861807300339;0.0;0.0;0.0;0.0;4207.963722222218;0.0
2023-03-23 04:00:00;0.0;116153.74301265947;0.0;0.0;0.0;0.0;0.0;0.0;4326.683701846043;0.0
2023-03-23 05:00:00;0.0;109609.63885821385;0.0;1.50078514365673;0.0;0.0;0.0;0.0;4581.7118062231475;0.0
2023-03-23 06:00:00;3.7922108254843767;159635.2819070821;2.7317385945169055;2.534914031765826;0.0;0.0;0.0;0.0;50317.206643727426;0.0
2023-03-23 07:00:00;12.993362599971464;196358.57751232438;3.9930308939191566;2.547686885364738;0.0;0.0;0.0;0.0;50396.353296809975;0.0
