DHW tank charging mode [-];DHW tank charge [kWh];DHW tank charge [-];DHW tank charging rate [kW];Solar Thermal Production [kWh];Non-Renewable DHW [kWh];Heating system gas consumption [Sm3];Heating system oil consumption [L];Heating system gasoline consumption [L];Heating system coal consumption [kg];Heating system wood consumption [kg];Heating system pellet consumption [kg];Heating system LPG consumption [kg];Heating system DH consumption [kWh];Heating system electric consumption [kWh];Cooling system electric consumption [kWh];AHU electric consumption [kWh];Appliances electric consumption [kWh];Electric consumption [kWh];Primary Energy [kWh];Primary Non-Renewable Energy [kWh];CO2 Emission [kg CO2];TZ Ta [°C];TZ To [°C];TZ Tmr [°C];TZ RH [-];TZ sensible load [kW];TZ latent load [kW];TZ AHU pre heater load [kW];TZ AHU post heater load [kW];TZ AHU electric load [kW];TZ DHW volume flow rate [L/s];TZ DHW demand [kW];PV production [kWh];Battery State [%];Given to Batteries [kWh];Taken from the Batteries [kWh];Given to Grid [kWh];Taken from the Gird [kWh];directly from the PV [kWh];PV System self consumption;Gas Primary Non-Renewable Energy [kWh];Oil Primary Non-Renewable Energy [kWh];Wood Primary Non-Renewable Energy [kWh];Coal Primary Non-Renewable Energy [kWh];Solar Primary Non-Renewable Energy [kWh];Grid Electricity Primary Non-Renewable Energy [kWh];Gas Primary Renewable Energy [kWh];Oil Primary Renewable Energy [kWh];Wood Primary Renewable Energy [kWh];Coal Primary Renewable Energy [kWh];Solar Primary Renewable Energy [kWh];Grid Electricity Primary Renewable Energy [kWh];Gas CO2 Emission Scope 1 [kg CO2];Oil CO2 Emission Scope 1 [kg CO2];Wood CO2 Emission Scope 1 [kg CO2];Coal CO2 Emission Scope 1 [kg CO2];Solar CO2 Emission Scope 1 [kg CO2];Grid  CO2 Emission Scope 1 [kg CO2];Gas CO2 Emission Scope 2 [kg CO2];Oil CO2 Emission Scope 2 [kg CO2];Wood CO2 Emission Scope 2 [kg CO2];Coal CO2 Emission Scope 2 [kg CO2];Solar CO2 Emission Scope 2 [kg CO2];Grid  CO2 Emission Scope 2 [kg CO2];Gas CO2 Emission Scope 3 [kg CO2];Oil CO2 Emission Scope 3 [kg CO2];Wood CO2 Emission Scope 3 [kg CO2];Coal CO2 Emission Scope 3 [kg CO2];Solar CO2 Emission Scope 3 [kg CO2];Grid  CO2 Emission Scope 3 [kg CO2]
Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Building 47 thermal zone single End Use;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;Bd Bd Building 47;
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.28;0.00;0.20;0.48;0.00;0.00;0.12;150.00;25868122.45;51736094.91;0.30;-0.45;-0.05;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.23;0.00;0.20;0.43;0.00;0.00;0.11;150.00;22245106.68;44490063.35;0.30;-0.35;-0.05;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.05;0.00;0.21;0.00;0.20;0.41;0.00;0.00;0.11;150.00;19565987.60;39131825.19;0.30;-0.32;-0.05;0.00;0.00;0.00;0.00;0.04;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.20;0.00;0.20;0.40;0.00;0.00;0.10;150.00;17584853.78;35169557.56;0.30;-0.30;-0.05;0.00;0.00;0.00;0.00;0.07;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.00;0.20;0.00;0.20;0.40;0.00;0.00;0.10;150.00;16119860.60;32239571.20;0.30;-0.29;-0.05;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.19;0.00;0.20;0.39;0.00;0.00;0.10;150.00;15036539.02;30072928.04;0.30;-0.28;-0.05;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.19;0.00;0.20;0.39;0.00;0.00;0.10;150.00;14235452.94;28470755.87;0.30;-0.27;-0.05;0.00;0.00;0.00;0.00;0.08;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.11;0.00;0.18;0.00;0.20;0.38;0.00;0.00;0.10;150.00;13643072.13;27285994.26;0.30;-0.26;-0.05;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
1.00;0.00;100.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.00;0.18;0.00;0.20;0.38;0.00;0.00;0.10;150.00;13205023.06;26409896.12;0.30;-0.26;-0.05;0.00;0.00;0.00;0.00;0.09;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0;0.00;0;0;0;0;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
