;Gas consumption [Nm3];Electric consumption [Wh];Oil consumption [L];Wood consumption [kg];TZ sensible load [W];TZ latent load [W];TZ AHU pre heater load [W];TZ AHU post heater load [W];TZ DHW demand [W];Net PV production to grid [Wh]
2023-01-02 10:00:00;231.39040180051347;176028.26814312747;0.0;0.0;609725.5095404366;0.0;697967.287316316;393908.206462543;50453.51476848071;0.0
2023-01-02 11:00:00;223.17710682060772;184756.53803108094;0.0;0.0;541423.5408745173;0.0;621653.7172629276;393908.206462543;50449.11773219834;0.0
2023-01-02 12:00:00;197.22117784524178;176216.09962791653;0.0;0.0;471638.39525774145;0.0;508841.53379877715;393908.206462543;50453.51476848071;0.0
2023-01-02 13:00:00;176.33142424523436;173307.47120452859;0.0;0.0;421925.7655960728;0.0;422573.6400999419;393908.206462543;50466.7058773278;0.0
2023-01-02 14:00:00;160.80095795760283;170967.45786532073;0.0;0.0;388695.9265474676;0.0;354314.58740425494;393908.206462543;50453.51476848071;0.0
2023-01-02 15:00:00;150.80042247905945;168866.81965498225;0.0;0.0;369642.03240808606;0.0;295990.88996745576;393908.206462543;50462.30884104544;0.0
2023-01-02 16:00:00;152.269694656705;169435.24819777772;0.0;0.0;382504.0591933876;0.0;286785.15830855886;393908.206462543;50457.91180476307;0.0
2023-01-02 17:00:00;159.69457606899635;170956.18958077574;0.0;0.0;399222.66956186714;0.0;323353.95993841696;393908.206462543;50457.91180476307;0.0
2023-01-02 18:00:00;163.57118631382536;165890.5200354397;0.0;0.0;429833.0611706371;0.0;392876.78180658456;393908.206462543;4990.636180482987;0.0
2023-01-02 19:00:00;169.33162544563982;166997.98080554453;0.0;0.0;448185.6746653614;0.0;408859.16438685486;393908.206462543;4981.842107918259;0.0
2023-01-02 20:00:00;171.2756940692691;167668.82339356776;0.0;0.0;464555.32103058044;0.0;414979.0442020073;393908.206462543;4933.474708812257;0.0
2023-01-02 21:00:00;170.6377547817558;155328.25343246467;0.0;0.0;476947.46626546;0.0;423720.99436784;393908.206462543;4845.53398316498;0.0
2023-01-02 22:00:00;182.04755446080583;116074.91469796104;0.0;0.0;493694.2477938438;0.0;476155.3266363545;393908.206462543;4273.919266457677;0.0
2023-01-02 23:00:00;200.35367683689668;118107.39494840031;0.0;0.0;516900.22273041634;0.0;580732.1448184658;393908.206462543;2189.7240686172045;0.0
2023-01-03 00:00:00;223.29952193763668;119617.4129683064;0.0;0.0;542665.455263192;0.0;705579.283041514;393908.206462543;2198.518141181932;0.0
2023-01-03 01:00:00;234.9510890654671;121374.06448123758;0.0;0.0;569551.0081543555;0.0;764124.9233781582;393908.206462543;2207.3122137466607;0.0
2023-01-03 02:00:00;245.14227744365138;123135.67648829012;0.0;0.0;600148.96320481;0.0;802821.1414494757;393908.206462543;2216.1062863113875;0.0
2023-01-03 03:00:00;254.1018389760212;124810.39563343306;0.0;0.0;632173.9313823924;0.0;825777.5169564527;393908.206462543;4207.963722222218;0.0
2023-01-03 04:00:00;258.37292296441206;132531.0551274299;0.0;0.0;656612.0782951937;0.0;837190.5253306929;393908.206462543;4326.683701846043;0.0
2023-01-03 05:00:00;261.49667486006564;126711.89769123423;0.0;0.0;673452.8552250549;0.0;835775.8399204022;393908.206462543;4581.7118062231475;0.0
2023-01-03 06:00:00;265.3617742548529;167039.97695406125;0.0;0.0;681902.7709148407;0.0;813965.9130842127;393908.206462543;50317.206643727426;0.0
2023-01-03 07:00:00;270.49319178013377;182995.11107447447;0.0;0.0;686760.9948612691;0.0;821237.1334271722;393908.206462543;50396.353296809975;0.0
2023-01-03 08:00:00;272.7300314977366;180856.08572437483;0.0;0.0;685106.4821832087;0.0;850309.5696204863;393908.206462543;50422.73551450416;0.0
2023-01-03 09:00:00;274.05020176938456;179887.62124834117;0.0;0.0;671297.9493058061;0.0;874023.5891214344;393908.206462543;50444.72069591598;0.0
2023-01-03 10:00:00;272.20587547529504;179196.3756839074;0.0;0.0;659403.8498084075;0.0;874023.5891214344;393908.206462543;50453.51476848071;0.0
2023-01-03 11:00:00;272.5816383191223;190651.75598330807;0.0;0.0;649800.9599361233;0.0;851927.5863321912;393908.206462543;50449.11773219834;0.0
2023-01-03 12:00:00;264.8324042647072;185526.68211907914;0.0;0.0;644532.8296821846;0.0;822448.3472414406;393908.206462543;50453.51476848071;0.0
2023-01-03 13:00:00;263.018101254692;184996.97683228378;0.0;0.0;635879.9616311188;0.0;817301.9331566156;393908.206462543;50466.7058773278;0.0
2023-01-03 14:00:00;263.895712266985;184542.82923835248;0.0;0.0;627434.1727588421;0.0;829093.2227008461;393908.206462543;50453.51476848071;0.0
2023-01-03 15:00:00;266.7080933510359;183838.69159155057;0.0;0.0;619091.5077426966;0.0;852259.2536526973;393908.206462543;50462.30884104544;0.0
2023-01-03 16:00:00;267.629076169171;184260.74018734338;0.0;0.0;621007.0029447078;0.0;854051.1501598748;393908.206462543;50457.91180476307;0.0
2023-01-03 17:00:00;269.1595129098189;185041.8284871917;0.0;0.0;624792.7808550133;0.0;860264.0035486664;393908.206462543;50457.91180476307;0.0
2023-01-03 18:00:00;258.9604957961695;178318.6151834008;0.0;0.0;631786.034343891;0.0;856827.1245368719;393908.206462543;4990.636180482987;0.0
2023-01-03 19:00:00;262.1197430165929;179007.9827266886;0.0;0.0;639795.7055951236;0.0;861513.5510183716;393908.206462543;4981.842107918259;0.0
2023-01-03 20:00:00;264.67870293022213;179745.01893999154;0.0;0.0;654288.2005104774;0.0;871230.2900033144;393908.206462543;4933.474708812257;0.0
2023-01-03 21:00:00;264.5936731538942;167631.04840016755;0.0;0.0;670898.4834691635;0.0;874023.5891214344;393908.206462543;4845.53398316498;0.0
2023-01-03 22:00:00;269.08581224925706;127911.4082804143;0.0;0.0;686073.7097175944;0.0;878464.1084221528;393908.206462543;4273.919266457677;0.0
2023-01-03 23:00:00;274.59485808388945;128989.97923145191;0.0;0.0;703889.6632294845;0.0;896645.5934149019;393908.206462543;2189.7240686172045;0.0
2023-01-04 00:00:00;269.604838725982;157065.64520875178;0.0;0.0;649303.7083390644;0.0;908553.5430217799;393908.206462543;2198.518141181932;0.0
2023-01-04 01:00:00;271.55992231026846;157751.07192905736;0.0;0.0;662542.8842942973;0.0;914270.3651580613;393908.206462543;2207.3122137466607;0.0
2023-01-04 02:00:00;271.8930737502766;158147.6527741443;0.0;0.0;671874.3941145217;0.0;907086.3033212498;393908.206462543;2216.1062863113875;0.0
2023-01-04 03:00:00;274.00989649891585;158547.59899960802;0.0;0.0;679736.0950191854;0.0;906735.874003353;393908.206462543;4207.963722222218;0.0
2023-01-04 04:00:00;272.41233987711115;165121.59936391498;0.0;0.0;681078.6328541574;0.0;900367.764636743;393908.206462543;4326.683701846043;0.0
2023-01-04 05:00:00;271.7007932804584;158252.03475192416;0.0;0.0;674559.0430931791;0.0;894829.5952722431;393908.206462543;4581.7118062231475;0.0
