;id;Name;End Use;Upper End Use;Height;Floors;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Envelope;Lower End Use;Solar technologies;Simulate;TZ info;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone external walls opaque area [m2];Zone external walls glazed area [m2];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
1;1;Piovego;services;services;12.0;4;1.2;1.25;A-A split;Traditional Gas Boiler, Centralized, Low Temp Radiator;1981-1990;food;ST;True;{'TZ Bd Piovego thermal zone upper End Use': {'Zone volume [m3]': 10058.597534179688, 'Zone net floor area [m2]': 2682.29267578125, 'Number of units [-]': 35.0, 'Zone external walls opaque area [m2]': 1051.5170673477817, 'Zone external walls glazed area [m2]': 150.216723906826, 'Zone opaque heat transfer loss [W/K]': 3041.927233178491, 'Zone glazed heat transfer loss [W/K]': 555.8018784552561, 'Zone design heating load [kW]': 142.072689963546, 'Zone design cooling load [kW]': -51.50875654533333}, 'TZ Bd Piovego thermal zone lower End Use': {'Zone volume [m3]': 3352.8658447265625, 'Zone net floor area [m2]': 894.09755859375, 'Number of units [-]': 12.0, 'Zone external walls opaque area [m2]': 350.50568911454565, 'Zone external walls glazed area [m2]': 50.072241302077956, 'Zone opaque heat transfer loss [W/K]': 2044.3235273973744, 'Zone glazed heat transfer loss [W/K]': 185.26729281768843, 'Zone design heating load [kW]': 80.84386626880595, 'Zone design cooling load [kW]': -56.27397243613964}, 'Total': {'Zone volume [m3]': 13411.46337890625, 'Zone net floor area [m2]': 3576.390234375, 'Number of units [-]': 47.0, 'Zone external walls opaque area [m2]': 1402.0227564623274, 'Zone external walls glazed area [m2]': 200.28896520890396, 'Zone opaque heat transfer loss [W/K]': 5086.250760575866, 'Zone glazed heat transfer loss [W/K]': 741.0691712729445, 'Zone design heating load [kW]': 222.91655623235195, 'Zone design cooling load [kW]': -107.78272898147296}};13411.46337890625;3576.390234375;47.0;1402.0227564623274;200.28896520890396;5086.250760575866;741.0691712729445;222.91655623235195;-107.78272898147296;28241.343041223965;20623096.16916795;0.0;0.0;211141207.9362351;0.0;14722.001280952787;18676684.159274306;0.0;0.0;110128463.9695762;0.0;2610.6109035845593;20684923.01534471;0.0;0.0;20230706.132576004;0.0;2434.723095073713;19987435.399981398;0.0;0.0;19590398.42038951;0.0;2389.691181629762;20701955.573835924;0.0;0.0;20188354.237598807;0.0;5833.3820093651875;44518232.1495015;0.0;0.0;46458953.444463275;-49834905.9380262;5606.147751388614;54078578.985252745;0.0;0.0;45273688.53617741;-71996299.45161572;6126.9674459196485;55691115.46046627;0.0;0.0;48577928.03237009;-73519276.98155524;5980.286197317577;40053947.736252986;0.0;0.0;46473643.030750506;-38817051.08748859;2597.0023764559337;20701955.573835924;0.0;0.0;20188354.237598807;0.0;11811.043431708478;20026865.10231538;0.0;0.0;88345622.02783051;0.0;26379.25669749852;20645493.313010726;0.0;0.0;197143070.83772534;0.0;114732.45541211874;356390282.6382398;0.0;0.0;873740390.8432915;-234167533.45868576
18;18;RB3;residential;residential;10.0;3;1.3;0.8;s4;s19;1981-1990;food;PV,ST;True;{'TZ Bd RB3 thermal zone upper End Use': {'Zone volume [m3]': 2126.3548177083335, 'Zone net floor area [m2]': 797.383056640625, 'Number of units [-]': 10.0, 'Zone external walls opaque area [m2]': 641.0400114669847, 'Zone external walls glazed area [m2]': 91.57714449528352, 'Zone opaque heat transfer loss [W/K]': 1735.1771072345591, 'Zone glazed heat transfer loss [W/K]': 338.835434632549, 'Zone design heating load [kW]': 85.12503109158379, 'Zone design cooling load [kW]': -31.133822326585218}, 'TZ Bd RB3 thermal zone lower End Use': {'Zone volume [m3]': 1063.1774088541667, 'Zone net floor area [m2]': 398.6915283203125, 'Number of units [-]': 5.0, 'Zone external walls opaque area [m2]': 320.52000573451846, 'Zone external walls glazed area [m2]': 45.78857224778835, 'Zone opaque heat transfer loss [W/K]': 1272.8879227837838, 'Zone glazed heat transfer loss [W/K]': 169.4177173168169, 'Zone design heating load [kW]': 49.532876825404934, 'Zone design cooling load [kW]': -27.140492332614787}, 'Total': {'Zone volume [m3]': 3189.5322265625, 'Zone net floor area [m2]': 1196.0745849609375, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 961.5600172015031, 'Zone external walls glazed area [m2]': 137.36571674307186, 'Zone opaque heat transfer loss [W/K]': 3008.065030018343, 'Zone glazed heat transfer loss [W/K]': 508.2531519493659, 'Zone design heating load [kW]': 134.65790791698873, 'Zone design cooling load [kW]': -58.2743146592}};3189.5322265625;1196.0745849609375;15.0;961.5600172015031;137.36571674307186;3008.065030018343;508.2531519493659;134.65790791698873;-58.2743146592;11612.429829208118;7771014.591183594;0.0;0.0;91524001.60108031;0.0;6036.273785536092;7016511.605796875;0.0;0.0;47606784.5827409;0.0;1234.6250307684654;7768622.442013673;0.0;0.0;10055657.675583877;0.0;1156.3640269215555;7518716.2129980475;0.0;0.0;9736764.463914659;0.0;1139.9732276868342;7766230.292843751;0.0;0.0;10036772.329601858;0.0;1982.023841986725;18382954.282624684;0.0;0.0;16903064.65513755;-18655862.899471276;1946.6696690900442;23245765.014063813;0.0;0.0;16859859.331709214;-28032149.479197167;2084.44957685163;23414676.325692702;0.0;0.0;17665713.918981932;-27400475.744445127;2027.9040620616713;16123868.020265946;0.0;0.0;16769623.782484263;-13955367.051191354;1228.6636150977752;7766230.292843751;0.0;0.0;10036772.329601858;0.0;4899.437716780669;7516324.063828126;0.0;0.0;38640221.271882825;0.0;10825.667520653058;7771014.591183594;0.0;0.0;85292072.9804023;0.0;46174.48190264264;142061927.73533857;0.0;0.0;371127308.9231215;-88043855.17430493
19;19;RB4;residential;residential;14.0;4;0.9;2.0;s2;A-W Heat Pump, Single, Fan coil;1981-1990;food;;True;{'TZ Bd RB4 thermal zone upper End Use': {'Zone volume [m3]': 7352.579882812499, 'Zone net floor area [m2]': 1050.3685546875, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 838.7212501126686, 'Zone external walls glazed area [m2]': 119.81732144466696, 'Zone opaque heat transfer loss [W/K]': 2130.4977833493635, 'Zone glazed heat transfer loss [W/K]': 443.32408934526774, 'Zone design heating load [kW]': 144.92070988601301, 'Zone design cooling load [kW]': -56.041377545910585}, 'TZ Bd RB4 thermal zone lower End Use': {'Zone volume [m3]': 2450.8599609375, 'Zone net floor area [m2]': 350.1228515625, 'Number of units [-]': 5.0, 'Zone external walls opaque area [m2]': 279.57375003767777, 'Zone external walls glazed area [m2]': 39.939107148239685, 'Zone opaque heat transfer loss [W/K]': 1113.6434906291092, 'Zone glazed heat transfer loss [W/K]': 147.77469644848685, 'Zone design heating load [kW]': 47.12324098236562, 'Zone design cooling load [kW]': -25.19766236436603}, 'Total': {'Zone volume [m3]': 9803.439843749999, 'Zone net floor area [m2]': 1400.49140625, 'Number of units [-]': 19.0, 'Zone external walls opaque area [m2]': 1118.2950001503464, 'Zone external walls glazed area [m2]': 159.75642859290664, 'Zone opaque heat transfer loss [W/K]': 3244.141273978473, 'Zone glazed heat transfer loss [W/K]': 591.0987857937546, 'Zone design heating load [kW]': 192.04395086837863, 'Zone design cooling load [kW]': -81.23903991027662}};9803.439843749999;1400.49140625;19.0;1118.2950001503464;159.75642859290664;3244.141273978473;591.0987857937546;192.04395086837863;-81.23903991027662;0.0;47300190.38521754;0.0;0.0;107522277.90366304;0.0;0.0;27079056.540625036;0.0;0.0;55265648.768069796;0.0;0.0;10656323.205912778;0.0;0.0;9478766.969359621;0.0;0.0;10312770.980764236;0.0;0.0;9177815.21442323;0.0;0.0;10646887.211561568;0.0;0.0;9462182.239767233;0.0;0.0;30301227.57631152;0.0;0.0;15471115.372253586;-24950448.32883444;0.0;34977048.30781909;0.0;0.0;15454079.503552523;-34866095.15776946;0.0;36992903.00809392;0.0;0.0;16161764.733859112;-34911481.71744143;0.0;28060198.45743245;0.0;0.0;15353930.291734839;-19729319.61950624;0.0;10646887.211561568;0.0;0.0;9462182.239767233;0.0;0.0;23325594.54258463;0.0;0.0;43998195.32838195;0.0;0.0;44481326.22687657;0.0;0.0;99979923.87597427;0.0;0.0;314780413.6547609;0.0;0.0;406787882.4408064;-114457344.82355157
20;20;TorreArchimede;services;services;24.0;8;0.8;1.2;A-W chiller, Centralized, Fan coil;s14;1981-1990;residential;PV;True;{'TZ Bd TorreArchimede thermal zone upper End Use': {'Zone volume [m3]': 33917.66773624729, 'Zone net floor area [m2]': 9421.574371179804, 'Number of units [-]': 122.0, 'Zone external walls opaque area [m2]': 3616.8691148649045, 'Zone external walls glazed area [m2]': 516.6955878378434, 'Zone opaque heat transfer loss [W/K]': 9053.902224367928, 'Zone glazed heat transfer loss [W/K]': 1911.7736750000206, 'Zone design heating load [kW]': 441.1786360700766, 'Zone design cooling load [kW]': -184.8647101297908}, 'TZ Bd TorreArchimede thermal zone lower End Use': {'Zone volume [m3]': 4845.381105178185, 'Zone net floor area [m2]': 1345.9391958828292, 'Number of units [-]': 17.0, 'Zone external walls opaque area [m2]': 516.6955879871653, 'Zone external walls glazed area [m2]': 73.8136554267379, 'Zone opaque heat transfer loss [W/K]': 3053.371926610817, 'Zone glazed heat transfer loss [W/K]': 273.1105250789303, 'Zone design heating load [kW]': 148.48885555640166, 'Zone design cooling load [kW]': -36.0291513027606}, 'Total': {'Zone volume [m3]': 38763.04884142548, 'Zone net floor area [m2]': 10767.513567062633, 'Number of units [-]': 139.0, 'Zone external walls opaque area [m2]': 4133.56470285207, 'Zone external walls glazed area [m2]': 590.5092432645813, 'Zone opaque heat transfer loss [W/K]': 12107.274150978745, 'Zone glazed heat transfer loss [W/K]': 2184.884200078951, 'Zone design heating load [kW]': 589.6674916264783, 'Zone design cooling load [kW]': -220.8938614325514}};38763.04884142548;10767.513567062633;139.0;4133.56470285207;590.5092432645813;12107.274150978745;2184.884200078951;589.6674916264783;-220.8938614325514;73088.53864795298;13266888.111633524;0.0;0.0;523947336.16482586;0.0;35152.018826213396;12175864.458764175;0.0;0.0;251944707.4169059;0.0;743.4446794933609;13502898.54963158;0.0;0.0;5216098.413587904;0.0;719.4625930580912;12955660.324676642;0.0;0.0;5047837.174439907;0.0;743.4446794933609;13581568.69563093;0.0;0.0;5216098.413587904;0.0;6009.012659535156;70250059.2546108;0.0;0.0;42975147.82700513;-83358235.16949955;5537.0458410285755;80609607.34743348;0.0;0.0;39587339.46682388;-112100494.5529609;6270.415507247539;89220685.61859234;0.0;0.0;44845771.43254679;-118823238.67793275;6161.611735471782;63813232.97568711;0.0;0.0;44069318.8785323;-68270216.28929977;743.4446794933609;13581568.69563093;0.0;0.0;5216098.413587904;0.0;27309.780801545872;13113000.616675345;0.0;0.0;195706635.44072732;0.0;68648.87608519677;13345558.257632878;0.0;0.0;492113917.61428255;0.0;231127.0967357302;409416592.90659964;0.0;0.0;1655886306.6568534;-382552184.68969303
21;21;Dicea;services;services;3.0;12;1.0;0.7;A-A split;CondensingBoiler;1981-1990;;ST;True;{'TZ Bd Dicea thermal zone single End Use': {'Zone volume [m3]': 7655.95818110945, 'Zone net floor area [m2]': 43748.33246348258, 'Number of units [-]': 568.0, 'Zone external walls opaque area [m2]': 1294.5778085612642, 'Zone external walls glazed area [m2]': 184.93968693732347, 'Zone opaque heat transfer loss [W/K]': 11010.439437588077, 'Zone glazed heat transfer loss [W/K]': 684.2768416680967, 'Zone design heating load [kW]': 399.2181745285993, 'Zone design cooling load [kW]': -497.5726030152082}, 'Total': {'Zone volume [m3]': 7655.95818110945, 'Zone net floor area [m2]': 43748.33246348258, 'Number of units [-]': 568.0, 'Zone external walls opaque area [m2]': 1294.5778085612642, 'Zone external walls glazed area [m2]': 184.93968693732347, 'Zone opaque heat transfer loss [W/K]': 11010.439437588077, 'Zone glazed heat transfer loss [W/K]': 684.2768416680967, 'Zone design heating load [kW]': 399.2181745285993, 'Zone design cooling load [kW]': -497.5726030152082}};7655.95818110945;43748.33246348258;568.0;1294.5778085612642;184.93968693732347;11010.439437588077;684.2768416680967;399.2181745285993;-497.5726030152082;109024.30166159912;58961665.563798346;0.0;0.0;896344783.6971916;0.0;53987.40856918108;53913391.750980765;0.0;0.0;444294332.9793652;0.0;788.6742096351323;59484738.55002891;0.0;0.0;13249670.95094083;0.0;485.42170166654796;57040169.131090246;0.0;0.0;12822262.2105879;0.0;192.55875318109716;59834545.0630272;0.0;0.0;13249670.95094083;0.0;17462.618991971503;175909959.10453078;0.0;0.0;189032302.52378076;-225746049.88642776;15731.883781214121;185491010.39836487;0.0;0.0;172800567.690303;-283207093.8392606;18224.474675368656;206290137.28617436;0.0;0.0;197207903.43530604;-321598850.71308815;18243.18871346267;143884697.619031;0.0;0.0;193848411.57064247;-172320549.35315984;763.2686105641715;59849258.566844895;0.0;0.0;13249670.95094083;0.0;47571.97876835076;58059183.01680629;0.0;0.0;401844222.8856989;0.0;100293.63550137897;59326964.13986842;0.0;0.0;836064076.955552;0.0;382769.41393757385;1178045720.1905463;0.0;0.0;3384007876.8012505;-1002872543.7919364
