;T_meas [°C];T_sim [°C];T_out [°C];C_th_rel [-];Sched_HG [-];Q_hg [W];Sched_op_w [-];NV_ACH [vol/h];NV_vfr [m3/h]
5;26.8983;26.8870;20.4000;1.0146;0.5244;524.4158;0.0124;0.7450;170.9707
6;26.9183;26.9470;20.7000;1.0146;0.5244;524.4158;0.0294;0.6939;159.2536
7;26.9533;27.0201;21.1000;1.0146;0.5244;524.4158;0.0354;0.8187;187.8898
8;26.9492;26.9257;21.0000;1.0146;0.5244;524.4158;0.0226;1.5174;348.2430
9;26.9592;26.9635;20.5000;1.0146;0.5244;524.4158;0.0258;1.5706;360.4554
10;26.9442;26.8018;21.9000;1.0146;0.5244;524.4158;0.0807;3.2399;743.5576
11;26.8908;26.6480;22.7000;1.0146;0.5244;524.4158;0.0666;5.1032;1171.1839
12;27.0000;26.7900;23.9000;1.0146;0.5244;524.4158;0.0845;6.8705;1576.7890
13;27.1283;27.0663;25.6000;1.0146;0.5244;524.4158;0.1038;12.5523;2880.7535
14;27.1650;26.7840;25.1000;1.0146;0.5244;524.4158;0.0838;13.4815;3094.0144
15;27.1675;27.8165;27.0000;1.0146;0.5244;524.4158;0.2537;14.5303;3334.6964
16;27.2300;27.8758;26.7000;1.0146;0.5244;524.4158;0.2647;12.5023;2869.2686
17;27.3650;28.3514;27.6000;1.0146;0.5244;524.4158;0.2654;14.3827;3300.8196
18;27.3142;27.5832;26.6000;1.0146;0.5244;524.4158;0.2062;21.3193;4892.7729
19;27.1682;26.7045;25.0000;1.0146;0.5244;524.4158;0.1664;16.4887;3784.1460
20;26.7158;26.7311;23.3000;1.0146;0.5244;524.4158;0.0573;6.2661;1438.0627
21;26.6025;26.6161;22.6000;1.0146;0.5244;524.4158;0.0492;4.7716;1095.0742
22;26.5833;26.6565;21.3000;1.0146;0.5244;524.4158;0.0265;2.7037;620.5063
23;26.6608;26.7101;20.4000;1.0146;0.5244;524.4158;0.0184;1.6840;386.4703
0;26.5950;26.2406;19.9000;1.5370;0.3392;339.2138;0.0045;0.1280;29.3867
1;26.4833;26.2117;19.2000;1.5370;0.3392;339.2138;0.0064;0.0594;13.6285
2;26.3583;26.0670;18.6000;1.5370;0.3392;339.2138;0.0104;0.2111;48.4396
3;26.2283;26.0299;17.9000;1.5370;0.3392;339.2138;0.0125;0.1674;38.4097
4;26.1808;26.0431;17.6000;1.5370;0.3392;339.2138;0.0308;0.6185;141.9373
5;26.2008;26.1319;17.0000;1.5370;0.3392;339.2138;0.0100;0.6621;151.9409
6;26.0925;25.9988;17.1000;1.5370;0.3392;339.2138;0.0143;1.0394;238.5330
7;25.7775;25.6744;17.7000;1.5370;0.3392;339.2138;0.0228;1.7284;396.6568
8;25.4908;25.3981;18.6000;1.5370;0.3392;339.2138;0.0417;2.6631;611.1758
9;25.5408;25.4537;19.4000;1.5370;0.3392;339.2138;0.0518;2.8455;653.0455
10;25.4342;25.3265;20.5000;1.5370;0.3392;339.2138;0.0742;4.0743;935.0568
11;25.3250;25.1739;21.6000;1.5370;0.3392;339.2138;0.1331;6.2103;1425.2528
12;25.2825;25.0434;22.8000;1.5370;0.3392;339.2138;0.1524;11.0779;2542.3746
13;25.3700;25.1157;23.8000;1.5370;0.3392;339.2138;0.2531;18.6116;4271.3633
14;25.4675;25.5957;24.9000;1.5370;0.3392;339.2138;0.3876;27.4480;6299.3197
15;25.5283;26.5609;26.0000;1.5370;0.3392;339.2138;0.4498;14.7453;3384.0507
16;25.8167;26.6865;26.3000;1.5370;0.3392;339.2138;0.4250;26.3191;6040.2285
17;26.2962;27.4784;27.2000;1.5370;0.3392;339.2138;0.3257;6.3241;1451.3719
18;26.9208;27.3107;27.1000;1.5370;0.3392;339.2138;0.2692;26.4683;6074.4672
19;27.2383;26.8820;26.1000;1.5370;0.3392;339.2138;0.1658;13.2223;3034.5137
20;27.1275;27.2896;25.4000;1.5370;0.3392;339.2138;0.0564;1.4412;330.7632
21;26.7258;27.1756;23.9000;1.5370;0.3392;339.2138;0.0961;1.0763;247.0065
22;26.7275;26.8033;23.0000;1.5370;0.3392;339.2138;0.0253;2.0207;463.7480
23;26.7008;26.7441;22.5000;1.5370;0.3392;339.2138;0.0082;1.6155;370.7645
0;26.6333;26.6108;22.3000;1.0810;0.5600;560.0193;0.0496;2.3403;537.1075
1;26.5850;26.5808;22.3000;1.0810;0.5600;560.0193;0.1137;2.2768;522.5355
2;26.5442;26.5358;21.6000;1.0810;0.5600;560.0193;0.0751;1.7418;399.7495
3;26.4567;26.4416;21.1000;1.0810;0.5600;560.0193;0.0442;1.6152;370.6875
4;26.4208;26.3959;20.5000;1.0810;0.5600;560.0193;0.0463;2.3531;540.0365
5;26.3733;26.3339;20.0000;1.0810;0.5600;560.0193;0.0424;2.3536;540.1504
6;26.2483;26.2104;20.0000;1.0810;0.5600;560.0193;0.0497;2.7944;641.3172
7;26.0192;25.9721;19.8000;1.0810;0.5600;560.0193;0.0481;3.1944;733.1090
8;25.8958;25.8576;20.4000;1.0810;0.5600;560.0193;0.0566;3.8948;893.8601
9;25.8175;25.7921;21.2000;1.0810;0.5600;560.0193;0.0809;4.9812;1143.1751
10;25.6833;25.6652;22.1000;1.0810;0.5600;560.0193;0.1062;7.1767;1647.0601
11;25.4917;25.4777;22.2000;1.0810;0.5600;560.0193;0.1282;8.6459;1984.2437
12;25.3850;25.3811;22.9000;1.0810;0.5600;560.0193;0.2036;11.8770;2725.7702
13;25.3183;25.3189;22.9000;1.0810;0.5600;560.0193;0.2185;11.9643;2745.7992
14;25.8392;25.8359;23.0000;1.0810;0.5600;560.0193;0.1265;7.1958;1651.4434
15;26.1083;26.0292;23.7000;1.0810;0.5600;560.0193;0.1019;7.7597;1780.8572
16;26.2400;26.1907;22.9000;1.0810;0.5600;560.0193;0.0842;5.1455;1180.8827
17;26.2492;26.1086;22.6000;1.0810;0.5600;560.0193;0.1602;5.8416;1340.6411
18;26.2817;26.5496;22.1000;1.0810;0.5600;560.0193;0.3580;2.8673;658.0355
19;26.7283;26.5965;21.8000;1.0810;0.5600;560.0193;0.0870;2.1028;482.5904
20;26.8117;26.7886;22.3000;1.0810;0.5600;560.0193;0.0254;1.4234;326.6711
21;26.4908;26.4728;22.2000;1.0810;0.5600;560.0193;0.0371;2.3405;537.1556
22;26.1675;26.1400;21.1000;1.0810;0.5600;560.0193;0.0449;2.4043;551.7919
23;26.1342;26.0939;20.1000;1.0810;0.5600;560.0193;0.0384;1.6508;378.8474
0;26.0975;25.8461;19.6000;1.4228;0.3714;371.4258;0.0050;0.1714;39.3271
1;25.9250;25.7575;18.9000;1.4228;0.3714;371.4258;0.0075;0.2656;60.9515
2;25.6042;25.7631;18.4000;1.4228;0.3714;371.4258;0.0386;0.0937;21.5061
3;25.4792;25.4532;17.3000;1.4228;0.3714;371.4258;0.0071;0.4886;112.1310
4;25.5142;25.5028;16.5000;1.4228;0.3714;371.4258;0.0660;0.7270;166.8439
5;25.4964;25.4783;15.9000;1.4228;0.3714;371.4258;0.0168;0.9621;220.7964
6;25.4508;25.4336;16.3000;1.4228;0.3714;371.4258;0.0219;1.1785;270.4647
7;25.3292;25.3146;16.9000;1.4228;0.3714;371.4258;0.0283;1.4957;343.2648
8;25.1908;25.1754;18.0000;1.4228;0.3714;371.4258;0.0338;2.1016;482.3107
9;25.1050;25.0854;19.2000;1.4228;0.3714;371.4258;0.0364;2.9060;666.9226
10;24.9500;24.9281;19.6000;1.4228;0.3714;371.4258;0.0490;3.7491;860.4091
11;25.2600;25.2344;20.6000;1.4228;0.3714;371.4258;0.0493;3.6071;827.8391
12;25.4683;25.4326;22.2000;1.4228;0.3714;371.4258;0.0584;4.6540;1068.0966
13;25.6667;25.5982;23.1000;1.4228;0.3714;371.4258;0.0792;5.9448;1364.3261
14;25.4508;25.4577;23.8000;1.4228;0.3714;371.4258;0.3085;11.6594;2675.8246
15;25.2808;25.2060;24.0000;1.4228;0.3714;371.4258;0.2494;20.9625;4810.8979
16;25.4808;25.4549;24.5000;1.4228;0.3714;371.4258;0.2991;24.1691;5546.8190
17;26.0767;26.3035;25.8000;1.4228;0.3714;371.4258;0.3180;24.2746;5571.0188
18;26.5600;26.6600;26.2000;1.4228;0.3714;371.4258;0.2797;19.5369;4483.7110
19;26.8208;26.7943;26.2000;1.4228;0.3714;371.4258;0.2116;10.6363;2441.0244
20;26.6367;26.4754;24.8000;1.4228;0.3714;371.4258;0.1202;5.6855;1304.8311
21;26.4942;27.0214;24.3000;1.4228;0.3714;371.4258;0.0223;0.0916;21.0186
22;26.3600;26.4864;23.3000;1.4228;0.3714;371.4258;0.1725;2.4171;554.7135
23;26.2958;26.3279;22.5000;1.4228;0.3714;371.4258;0.0448;2.0855;478.6247
0;26.2675;26.2637;21.8000;1.0205;0.5515;551.5488;0.0631;3.3685;773.0784
1;26.2250;26.2213;21.2000;1.0205;0.5515;551.5488;0.0492;2.3810;546.4340
2;26.1883;26.1849;20.4000;1.0205;0.5515;551.5488;0.0299;1.7243;395.7176
3;26.1800;26.1766;19.3000;1.0205;0.5515;551.5488;0.0258;1.1977;274.8667
4;26.1617;26.1544;18.9000;1.0205;0.5515;551.5488;0.1204;1.8206;417.8362
5;26.1800;26.1770;18.5000;1.0205;0.5515;551.5488;0.0630;2.0576;472.2192
6;26.2975;26.2939;19.1000;1.0205;0.5515;551.5488;0.0653;2.1095;484.1322
7;26.5158;26.5055;20.0000;1.0205;0.5515;551.5488;0.0196;1.9111;438.5997
8;26.5683;26.5563;20.7000;1.0205;0.5515;551.5488;0.0172;2.2207;509.6534
9;26.6425;26.6196;21.7000;1.0205;0.5515;551.5488;0.0136;2.8113;645.1904
10;26.5567;26.5423;22.7000;1.0205;0.5515;551.5488;0.0718;4.3431;996.7426
11;26.5125;26.4943;23.3000;1.0205;0.5515;551.5488;0.0911;5.7576;1321.3682
12;26.2508;26.2868;24.3000;1.0205;0.5515;551.5488;0.4194;11.8916;2729.1169
13;26.2183;26.2483;24.7000;1.0205;0.5515;551.5488;0.3869;15.0883;3462.7696
14;26.5058;26.6910;26.2000;1.0205;0.5515;551.5488;0.3485;40.5374;9303.3290
15;26.6817;26.8526;26.4000;1.0205;0.5515;551.5488;0.3299;41.1145;9435.7874
16;26.8783;26.8905;26.1000;1.0205;0.5515;551.5488;0.2086;27.6636;6348.7960
17;27.2242;27.2174;25.3000;1.0205;0.5515;551.5488;0.0692;9.1197;2092.9605
18;27.5008;27.5018;25.0000;1.0205;0.5515;551.5488;0.0426;5.1927;1191.7236
19;27.6408;27.6246;25.3000;1.0205;0.5515;551.5488;0.0393;4.3044;987.8683
20;27.6017;27.6017;24.9000;1.0205;0.5515;551.5488;0.0404;3.3416;766.8981
21;27.4850;27.4837;25.4000;1.0205;0.5515;551.5488;0.0610;4.8041;1102.5356
22;27.2717;27.2720;24.6000;1.0205;0.5515;551.5488;0.0528;4.1801;959.3337
23;27.2150;27.2098;22.5000;1.0205;0.5515;551.5488;0.0075;1.9026;436.6526
0;27.1827;27.2421;21.8000;1.0638;0.4409;440.8821;0.0146;1.5372;352.7943
1;27.1750;27.1267;21.4000;1.0638;0.4409;440.8821;0.0135;1.4126;324.2016
2;27.1267;27.3487;20.8000;1.0638;0.4409;440.8821;0.0096;0.4658;106.8923
3;27.0783;27.1912;20.2000;1.0638;0.4409;440.8821;0.0116;0.6907;158.5047
4;27.0308;27.3195;20.1000;1.0638;0.4409;440.8821;0.0165;1.1604;266.3037
5;27.0658;27.5967;19.7000;1.0638;0.4409;440.8821;0.0197;0.9775;224.3433
6;27.1842;27.6651;20.2000;1.0638;0.4409;440.8821;0.0176;1.1980;274.9491
7;27.2308;27.6929;20.8000;1.0638;0.4409;440.8821;0.0176;1.3984;320.9245
8;27.2167;28.0168;21.7000;1.0638;0.4409;440.8821;0.0166;1.0636;244.0945
9;27.2158;27.9956;22.6000;1.0638;0.4409;440.8821;0.0181;1.7696;406.1166
10;27.2092;26.6834;23.3000;1.0638;0.4409;440.8821;0.0973;8.6468;1984.4309
11;27.3333;28.0231;24.6000;1.0638;0.4409;440.8821;0.1009;2.8441;652.7299
12;27.4367;27.1593;24.9000;1.0638;0.4409;440.8821;0.0977;10.6197;2437.2261
13;27.3225;27.2841;25.8000;1.0638;0.4409;440.8821;0.0987;12.2385;2808.7282
14;27.3067;27.4736;26.5000;1.0638;0.4409;440.8821;0.0993;14.5337;3335.4791
15;27.3958;27.4617;26.8000;1.0638;0.4409;440.8821;0.1989;20.5402;4713.9737
16;27.2633;25.0306;21.3000;1.0638;0.4409;440.8821;0.1861;11.2047;2571.4804
17;27.2908;24.5950;18.8000;1.0638;0.4409;440.8821;0.1848;6.5593;1505.3539
18;27.2242;23.6746;20.6000;1.0638;0.4409;440.8821;0.1853;14.7149;3377.0782
19;26.8008;23.5963;20.4000;1.0638;0.4409;440.8821;0.1879;11.8657;2723.1838
20;26.9333;25.8915;20.3000;1.0638;0.4409;440.8821;0.0013;0.0685;15.7141
21;27.0058;26.0119;19.7000;1.0638;0.4409;440.8821;0.0000;0.0000;0.0000
22;26.8525;25.9637;19.3000;1.0638;0.4409;440.8821;0.0003;0.0279;6.3958
23;26.6825;25.3227;18.6000;1.0638;0.4409;440.8821;0.0112;1.1845;271.8422
0;26.6383;26.6383;17.9000;1.7090;0.8357;835.6894;0.0455;4.1017;941.3477
1;26.6183;26.6183;17.2000;1.7090;0.8357;835.6894;0.0313;3.1718;727.9321
2;26.5950;26.5950;16.8000;1.7090;0.8357;835.6894;0.0268;2.7057;620.9544
3;26.5633;26.5633;16.8000;1.7090;0.8357;835.6894;0.0189;2.5031;574.4530
4;26.5275;26.5275;16.2000;1.7090;0.8357;835.6894;0.0182;2.5659;588.8637
5;26.4733;26.4733;16.0000;1.7090;0.8357;835.6894;0.0176;2.3678;543.4101
6;26.4967;26.4967;15.9000;1.7090;0.8357;835.6894;0.0173;2.2654;519.9114
7;26.5083;26.5083;15.8000;1.7090;0.8357;835.6894;0.0159;2.0881;479.2209
8;26.5250;26.5250;16.5000;1.7090;0.8357;835.6894;0.0174;2.1895;502.5006
9;26.5325;26.5325;17.1000;1.7090;0.8357;835.6894;0.0197;2.1778;499.8016
10;26.6033;26.6033;17.5000;1.7090;0.8357;835.6894;0.0172;2.0234;464.3612
11;26.6317;26.6317;18.0000;1.7090;0.8357;835.6894;0.0165;2.0119;461.7201
12;26.6808;26.6809;17.9000;1.7090;0.8357;835.6894;0.0151;1.8618;427.2744
13;26.7064;26.7064;18.5000;1.7090;0.8357;835.6894;0.0141;1.8541;425.5164
14;26.7267;26.7267;18.5000;1.7090;0.8357;835.6894;0.0133;1.6813;385.8539
15;26.8633;26.8634;18.0000;1.7090;0.8357;835.6894;0.0102;1.2346;283.3437
16;26.8775;26.8775;18.9000;1.7090;0.8357;835.6894;0.0112;1.3526;310.4238
17;26.8058;26.8059;18.8000;1.7090;0.8357;835.6894;0.0116;1.3582;311.7031
18;26.8558;26.8559;18.2000;1.7090;0.8357;835.6894;0.0094;1.0088;231.5083
19;26.7400;26.7394;18.5000;1.7090;0.8357;835.6894;0.0120;1.1877;272.5789
20;26.7375;26.7375;18.2000;1.7090;0.8357;835.6894;0.0117;0.9952;228.3984
21;26.8158;26.8158;17.8000;1.7090;0.8357;835.6894;0.0075;0.6899;158.3305
22;26.7333;26.7333;17.5000;1.7090;0.8357;835.6894;0.0076;0.7147;164.0192
23;26.6525;26.6525;17.4000;1.7090;0.8357;835.6894;0.0090;0.7439;170.7167
