;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Cooling System 2;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
131986939;9.766666666666666;2;services;Before 1930;131986939;Bd131986939;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;3603.706860351562;737.96044921875;10;2547.756681731849;343.92630545563014;102.98896423447198;-22.37932994130448;0.0;953763.734726789;0.0;0.0;46366070.78270407;0.0;0.0;904399.0335019688;0.0;0.0;30172075.84515987;0.0;0.0;1003059.4927346016;0.0;0.0;26255687.02481749;0.0;0.0;961956.7133224219;0.0;0.0;7572711.740674619;0.0;0.0;1009221.4624855781;0.0;0.0;213657.03021739444;0.0;0.0;931146.8645675391;0.0;0.0;2807637.133621041;-7088667.7605897;0.0;996897.5229836251;0.0;0.0;3087466.563311399;-14895190.669235967;0.0;1009221.4624855781;0.0;0.0;3764370.691414774;-17611857.064341724;0.0;955794.7435714453;0.0;0.0;3231281.4754153993;-6168342.391442083;0.0;1009221.4624855781;0.0;0.0;8361980.568723399;0.0;0.0;974280.6528243751;0.0;0.0;25591154.31570731;0.0;0.0;990735.5532326484;0.0;0.0;40813857.6053952;0.0;0.0;11699698.69892215;0.0;0.0;198237950.77716196;-45764057.88560947
131986945;14.4;4;residential;1945-1960;131986945;Bd131986945;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;6222.589453125001;1728.4970703125;22;2589.0162552812817;924.2091861779192;166.03473895679903;-62.77512633479023;0.0;894842.9333007812;0.0;0.0;62145615.171720184;0.0;0.0;808245.2300781249;0.0;0.0;38934123.342623636;0.0;0.0;894842.9333007812;0.0;0.0;32714768.809571218;0.0;0.0;865977.0322265625;0.0;0.0;7995544.171435204;0.0;0.0;894842.9333007812;0.0;0.0;2907351.2158043603;0.0;0.0;865977.0322265625;0.0;0.0;2813565.692713897;-10001438.90575076;0.0;894842.9333007812;0.0;0.0;2907351.2158043603;-22522826.419548996;0.0;894842.9333007812;0.0;0.0;2907351.2158043603;-26499001.593849678;0.0;865977.0322265625;0.0;0.0;2813565.692713897;-8469624.46887555;0.0;894842.9333007812;0.0;0.0;13452690.423700526;0.0;0.0;865977.0322265625;0.0;0.0;33252870.875014145;0.0;0.0;894842.9333007812;0.0;0.0;56033423.88017496;0.0;0.0;10536053.892089844;0.0;0.0;258878221.70708078;-67492891.38802499
131986949;6.6;1;residential;Before 1930;131986949;Bd131986949;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2275.325830078125;344.746337890625;4;2144.283947423525;246.85954757576047;96.67321217146117;-19.574568477092427;0.0;178475.17912597657;0.0;0.0;36129814.2616987;0.0;0.0;161203.38759765626;0.0;0.0;23135551.153182987;0.0;0.0;178475.17912597657;0.0;0.0;19423478.271121956;0.0;0.0;172717.91528320312;0.0;0.0;4538076.004992412;0.0;0.0;178475.17912597657;0.0;0.0;564268.8817031857;0.0;0.0;172717.91528320312;0.0;0.0;546066.6597127604;-4725331.90325847;0.0;178475.17912597657;0.0;0.0;564268.8817031857;-9252938.637330811;0.0;178475.17912597657;0.0;0.0;564268.8817031857;-10654270.650666418;0.0;172717.91528320312;0.0;0.0;546066.6597127604;-3760629.66564291;0.0;178475.17912597657;0.0;0.0;7245003.277760178;0.0;0.0;172717.91528320312;0.0;0.0;20180181.001672707;0.0;0.0;178475.17912597657;0.0;0.0;31783982.28728384;0.0;0.0;2101401.3026123047;0.0;0.0;145221026.22224784;-28393170.85689861
131986983;7.416666666666667;2;services;1945-1960;131986983;Bd131986983;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1880.106892903646;506.9951171875;7;892.7482441232007;126.77350908185589;37.834724211423456;-11.707690396270808;0.0;655256.7376326406;0.0;0.0;21013490.43461079;0.0;0.0;621342.0982926874;0.0;0.0;14129352.830452407;0.0;0.0;689124.0114607656;0.0;0.0;12720754.953517644;0.0;0.0;660885.4947667187;0.0;0.0;4258363.438487955;0.0;0.0;693357.4206892813;0.0;0.0;146787.09568741595;0.0;0.0;639718.4486241406;0.0;0.0;1928903.8552217118;-3492710.4052861766;0.0;684890.60223225;0.0;0.0;2121157.6768588414;-7111174.311614255;0.0;693357.4206892813;0.0;0.0;2586205.753779213;-8997099.389815731;0.0;656652.0855382031;0.0;0.0;2218569.3847940937;-3105077.9599586674;0.0;693357.4206892813;0.0;0.0;4081923.8947372097;0.0;0.0;669352.31322375;0.0;0.0;11944238.025879702;0.0;0.0;680657.1930037343;0.0;0.0;18236488.699943047;0.0;0.0;8037951.2468427345;0.0;0.0;95386236.04397003;-22706062.066674832
131986995;3.65;1;shop;Before 1930;131986995;Bd131986995;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;698.0286376953125;191.24072265625;2;1377.6863274325415;196.29486795506685;52.89946044433556;-8.380406697550601;0.0;247165.63884361723;0.0;0.0;20474554.8921595;0.0;0.0;234372.89209690632;0.0;0.0;12971941.39311396;0.0;0.0;259940.5191170547;0.0;0.0;10734707.616660053;0.0;0.0;249288.83006476564;0.0;0.0;2464712.312854577;0.0;0.0;261537.3791512344;0.0;0.0;55368.71915374267;0.0;0.0;241304.52989386723;0.0;0.0;727576.531108713;-3059900.3844319386;0.0;258343.65908287503;0.0;0.0;800109.7313138753;-6265735.576554371;0.0;261537.3791512344;0.0;0.0;975527.8513019229;-6569247.211120146;0.0;247691.97003058597;0.0;0.0;837765.8622673252;-2384148.679560549;0.0;261537.3791512344;0.0;0.0;3555393.24002553;0.0;0.0;252482.55013312504;0.0;0.0;11189243.043136502;0.0;0.0;256746.79904869533;0.0;0.0;18101133.051108077;0.0;0.0;3031949.5257651955;0.0;0.0;82888034.24420378;-18279031.851667006
131986998;6.6;1;residential;1945-1960;131986998;Bd131986998;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1525.800439453125;231.181884765625;3;1015.3530479610328;249.11006470598983;53.81005482378762;-15.941448771457315;0.0;119682.86174316406;0.0;0.0;20470471.69178594;0.0;0.0;108100.64931640624;0.0;0.0;12978089.784146124;0.0;0.0;119682.86174316406;0.0;0.0;10718562.31444702;0.0;0.0;115822.12426757812;0.0;0.0;2253429.3675795323;0.0;0.0;119682.86174316406;0.0;0.0;391165.2228033364;0.0;0.0;115822.12426757812;0.0;0.0;378546.9898096804;-3261524.0717246765;0.0;119682.86174316406;0.0;0.0;391165.2228033364;-6848467.28907975;0.0;119682.86174316406;0.0;0.0;391165.2228033364;-7482622.182439386;0.0;115822.12426757812;0.0;0.0;378546.9898096804;-2417841.3376833373;0.0;119682.86174316406;0.0;0.0;4127628.122259179;0.0;0.0;115822.12426757812;0.0;0.0;11358004.71756424;0.0;0.0;119682.86174316406;0.0;0.0;18042239.647181008;0.0;0.0;1409169.1785888672;0.0;0.0;81879015.2929924;-20010454.88092715
131987005;12.533333333333331;3;residential;1930-1945;131987005;Bd131987005;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3582.3852864583328;857.48583984375;11;2079.326024834498;573.8625932322055;116.08184080765399;-37.13708416196607;0.0;443920.41928710934;0.0;0.0;43637388.90625341;0.0;0.0;400960.37871093745;0.0;0.0;27279221.87516904;0.0;0.0;443920.41928710934;0.0;0.0;22594279.54838664;0.0;0.0;429600.40576171875;0.0;0.0;4917454.528140813;0.0;0.0;443920.41928710934;0.0;0.0;1445762.1842880622;0.0;0.0;429600.40576171875;0.0;0.0;1399124.6944723183;-7627947.162870052;0.0;443920.41928710934;0.0;0.0;1445762.1842880622;-16194498.828956679;0.0;443920.41928710934;0.0;0.0;1445762.1842880622;-17806130.24288783;0.0;429600.40576171875;0.0;0.0;1399124.6944723183;-5959990.59580277;0.0;443920.41928710934;0.0;0.0;8933352.253827149;0.0;0.0;429600.40576171875;0.0;0.0;23755494.73514592;0.0;0.0;443920.41928710934;0.0;0.0;39044567.197615795;0.0;0.0;5226804.936767578;0.0;0.0;177297294.98634762;-47588566.83051732
131987025;8.7;2;residential;Before 1930;131987025;Bd131987025;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1398.3041015625;321.44921875;4;1697.7976419314027;335.2704435132942;77.72724695664016;-16.45239769472167;0.0;166414.260546875;0.0;0.0;27061730.91850851;0.0;0.0;150309.6546875;0.0;0.0;16828440.602213703;0.0;0.0;166414.260546875;0.0;0.0;13769952.184896603;0.0;0.0;161046.05859375;0.0;0.0;2770648.7872987143;0.0;0.0;166414.260546875;0.0;0.0;537007.5658772944;0.0;0.0;161046.05859375;0.0;0.0;519684.74117157527;-3878724.8837570106;0.0;166414.260546875;0.0;0.0;537007.5658772944;-8416101.33015302;0.0;166414.260546875;0.0;0.0;537007.5658772944;-9028787.717797898;0.0;161046.05859375;0.0;0.0;519684.74117157527;-3041619.730451113;0.0;166414.260546875;0.0;0.0;5100184.435339236;0.0;0.0;161046.05859375;0.0;0.0;14447717.75465557;0.0;0.0;166414.260546875;0.0;0.0;24254680.5409436;0.0;0.0;1959393.712890625;0.0;0.0;106883747.40383098;-24365233.66215904
131987027;12.3;3;residential;Before 1930;131987027;Bd131987027;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2917.4903320312505;711.5830078125;9;2810.2660966043477;590.8838032314604;134.84979117825753;-32.1323189774234;0.0;368386.52314453124;0.0;0.0;48365740.041934736;0.0;0.0;332736.21445312497;0.0;0.0;30163616.638283916;0.0;0.0;368386.52314453124;0.0;0.0;24888183.73958634;0.0;0.0;356503.0869140625;0.0;0.0;5259285.957653041;0.0;0.0;368386.52314453124;0.0;0.0;1194602.2261729923;0.0;0.0;356503.0869140625;0.0;0.0;1156066.6704899925;-7053493.664329733;0.0;368386.52314453124;0.0;0.0;1194602.2261729923;-15417381.222877983;0.0;368386.52314453124;0.0;0.0;1194602.2261729923;-16977855.004658215;0.0;356503.0869140625;0.0;0.0;1156066.6704899925;-5612278.765124982;0.0;368386.52314453124;0.0;0.0;9350416.234620582;0.0;0.0;356503.0869140625;0.0;0.0;25865358.98346001;0.0;0.0;368386.52314453124;0.0;0.0;43375361.039703175;0.0;0.0;4337454.224121094;0.0;0.0;193163902.6547408;-45061008.656990916
131987029;10.525;3;residential;1930-1945;131987029;Bd131987029;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1761.1259460449219;501.983642578125;7;1112.4539736946588;272.66280356747575;59.69234481139372;-19.600179266999323;0.0;259876.9317626953;0.0;0.0;22928104.443277527;0.0;0.0;234727.55126953125;0.0;0.0;14390808.35576198;0.0;0.0;259876.9317626953;0.0;0.0;11792935.70518373;0.0;0.0;251493.80493164062;0.0;0.0;2539647.8501521726;0.0;0.0;259876.9317626953;0.0;0.0;868907.2451573109;0.0;0.0;251493.80493164062;0.0;0.0;840877.9791844944;-4027744.677830739;0.0;259876.9317626953;0.0;0.0;868907.2451573109;-8580570.428103723;0.0;259876.9317626953;0.0;0.0;868907.2451573109;-9282282.054078806;0.0;251493.80493164062;0.0;0.0;840877.9791844944;-3001924.408463365;0.0;259876.9317626953;0.0;0.0;4827682.3460540725;0.0;0.0;251493.80493164062;0.0;0.0;12709374.337544067;0.0;0.0;259876.9317626953;0.0;0.0;20386640.507086303;0.0;0.0;3059841.293334961;0.0;0.0;93863671.23890077;-24892521.568476632
131987035;8.333333333333334;2;services;Before 1930;131987035;Bd131987035;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;3540.9871419270835;849.8369140625;11;2500.542463587274;259.35408467177297;98.54910567323672;-22.943892844331774;0.0;1098356.463307797;0.0;0.0;46949038.114730716;0.0;0.0;1041507.9622845624;0.0;0.0;30743108.03561556;0.0;0.0;1155125.5691671718;0.0;0.0;27019764.81795363;0.0;0.0;1107791.5158964063;0.0;0.0;8101598.626668437;0.0;0.0;1162221.7073995937;0.0;0.0;246047.91682255297;0.0;0.0;1072310.8247342969;0.0;0.0;3233399.032639571;-7564426.170486122;0.0;1148029.43093475;0.0;0.0;3555533.4424947468;-15747111.892591424;0.0;1162221.7073995937;0.0;0.0;4335057.759756658;-18663641.80313823;0.0;1100695.3776639844;0.0;0.0;3721377.9476089035;-6620179.672431401;0.0;1162221.7073995937;0.0;0.0;8546293.297730071;0.0;0.0;1121983.7923612501;0.0;0.0;26167586.677152533;0.0;0.0;1140933.2927023282;0.0;0.0;41305484.1591946;0.0;0.0;13473399.351251328;0.0;0.0;203924289.828368;-48595359.53864718
131987045;13.82;3;residential;1961-1970;131987045;Bd131987045;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3515.1014794921875;763.046630859375;10;1163.0561862630002;326.46594749360366;77.70198167619118;-30.95227367471256;0.0;395029.2407958984;0.0;0.0;30877839.08883142;0.0;0.0;356800.6045898437;0.0;0.0;19757480.29672928;0.0;0.0;395029.2407958984;0.0;0.0;16924698.082438722;0.0;0.0;382286.3620605469;0.0;0.0;4391757.049690358;0.0;0.0;395029.2407958984;0.0;0.0;1295038.0873253664;0.0;0.0;382286.3620605469;0.0;0.0;1253262.6651535805;-5157689.548822624;0.0;395029.2407958984;0.0;0.0;1295038.0873253664;-10348002.81255563;0.0;395029.2407958984;0.0;0.0;1295038.0873253664;-12699078.040496077;0.0;382286.3620605469;0.0;0.0;1253262.6651535805;-4394915.060120288;0.0;395029.2407958984;0.0;0.0;6907202.402522509;0.0;0.0;382286.3620605469;0.0;0.0;17231929.538572025;0.0;0.0;395029.2407958984;0.0;0.0;27396145.69229828;0.0;0.0;4651150.738403319;0.0;0.0;129878691.74336587;-32599685.46199462
131987056;5.175;1;residential;1971-1980;131987056;Bd131987056;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;651.2161376953125;125.8388671875;2;612.6038073208163;141.93232176977438;29.949225342905134;-8.323577008934947;0.0;65146.78154296875;0.0;0.0;10739482.13088815;0.0;0.0;58842.254296875;0.0;0.0;6659876.453563042;0.0;0.0;65146.78154296875;0.0;0.0;5527781.312615869;0.0;0.0;63045.2724609375;0.0;0.0;1200571.0167907132;0.0;0.0;65146.78154296875;0.0;0.0;227681.944416318;0.0;0.0;63045.2724609375;0.0;0.0;220337.36556417873;-1693906.7838811416;0.0;65146.78154296875;0.0;0.0;227681.944416318;-3506018.773575758;0.0;65146.78154296875;0.0;0.0;227681.944416318;-3838662.719601814;0.0;63045.2724609375;0.0;0.0;220337.36556417873;-1373530.6404360088;0.0;65146.78154296875;0.0;0.0;2039612.4036052392;0.0;0.0;63045.2724609375;0.0;0.0;5736373.017119802;0.0;0.0;65146.78154296875;0.0;0.0;9656409.786103144;0.0;0.0;767050.8149414061;0.0;0.0;42683826.68506327;-10412118.917494722
131987058;11.54;3;medical;Before 1930;131987058;Bd131987058;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;17339.53180664062;4507.67724609375;59;10255.190182963128;1362.7596534992542;420.932199201629;-166.1770430259766;0.0;27495742.14634922;0.0;0.0;603051894.827976;0.0;0.0;24834863.87412188;0.0;0.0;522525044.6917949;0.0;0.0;27495742.14634922;0.0;0.0;542598803.942475;0.0;0.0;26608782.72227344;0.0;0.0;431664712.83943033;0.0;0.0;27495742.14634922;0.0;0.0;413825285.0328958;0.0;0.0;26608782.72227344;0.0;0.0;379340041.75966597;-76737756.49723029;0.0;27495742.14634922;0.0;0.0;433626542.6826198;-137792199.7763714;0.0;27495742.14634922;0.0;0.0;450582210.89097047;-155719734.28185228;0.0;26608782.72227344;0.0;0.0;406286537.5194007;-68142175.24332134;0.0;27495742.14634922;0.0;0.0;454861919.11182594;0.0;0.0;26608782.72227344;0.0;0.0;530720362.38328826;0.0;0.0;27495742.14634922;0.0;0.0;593885877.1112202;0.0;0.0;323740189.7876601;0.0;0.0;5762969232.793564;-438391865.7987753
131987063;17.966666666666665;5;services;1961-1970;131987063;Bd131987063;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;6430.408610026041;1789.53857421875;23;2396.982231004749;1000.1986996435987;126.48440177113639;-55.26054277599281;0.0;2312857.0044525396;0.0;0.0;71147989.92639685;0.0;0.0;2193148.641842969;0.0;0.0;47081565.635389745;0.0;0.0;2432398.181210352;0.0;0.0;41571940.9543377;0.0;0.0;2332724.8052949226;0.0;0.0;13812769.114609066;0.0;0.0;2447340.8283050787;0.0;0.0;518113.80627759226;0.0;0.0;2258011.5698212897;0.0;0.0;6808310.7511346685;-14851774.842537355;0.0;2417455.5341156255;0.0;0.0;7487041.504061088;-31442927.76296896;0.0;2447340.8283050787;0.0;0.0;9128519.783244349;-35848250.018296026;0.0;2317782.158200196;0.0;0.0;7830106.948602746;-12392591.196996283;0.0;2447340.8283050787;0.0;0.0;13050920.594474977;0.0;0.0;2362610.0994843757;0.0;0.0;40321492.70974463;0.0;0.0;2402512.887020899;0.0;0.0;61737237.81139719;0.0;0.0;28371523.366358407;0.0;0.0;320496009.5396706;-94535543.82079864
131987071;6.5;1;university;Before 1930;131987071;Bd131987071;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1268.6314697265625;195.174072265625;3;1616.4994598051799;266.7162857013788;64.37609040327958;-11.291551189401087;0.0;252249.22593476175;0.0;0.0;24036611.746891547;0.0;0.0;239193.36396489065;0.0;0.0;14991229.211882059;0.0;0.0;265286.85396210547;0.0;0.0;12423966.213839674;0.0;0.0;254416.0859584766;0.0;0.0;2732069.2449243777;0.0;0.0;266916.5574655235;0.0;0.0;56507.51703543876;0.0;0.0;246267.56844138674;0.0;0.0;742540.9844148789;-3764716.297062112;0.0;263657.1504586875;0.0;0.0;816566.0135084233;-7718341.354246909;0.0;266916.5574655235;0.0;0.0;995592.0512252307;-8078204.741433389;0.0;252786.3824550586;0.0;0.0;854879.7439421102;-3069776.0176951108;0.0;266916.5574655235;0.0;0.0;4005770.04192336;0.0;0.0;257675.4929653125;0.0;0.0;12788440.829774266;0.0;0.0;262027.44695526955;0.0;0.0;21582520.181967728;0.0;0.0;3094309.24349252;0.0;0.0;96026693.7813291;-22631038.41043752
131987085;6.04;1;residential;Before 1930;131987085;Bd131987085;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;3911.68154296875;647.62939453125;8;3940.3262690930615;436.03262970904353;174.82901040247467;-36.802388568816845;0.0;335277.7375488281;0.0;0.0;65891729.180746526;0.0;0.0;302831.5048828125;0.0;0.0;42174699.829152636;0.0;0.0;335277.7375488281;0.0;0.0;34955857.7199216;0.0;0.0;324462.32666015625;0.0;0.0;7680606.5023328075;0.0;0.0;335277.7375488281;0.0;0.0;1079551.1000865155;0.0;0.0;324462.32666015625;0.0;0.0;1044726.8710514667;-9192861.613472182;0.0;335277.7375488281;0.0;0.0;1079551.1000865155;-18194546.467208456;0.0;335277.7375488281;0.0;0.0;1079551.1000865155;-19989976.73944468;0.0;324462.32666015625;0.0;0.0;1044726.8710514667;-6793463.842508893;0.0;335277.7375488281;0.0;0.0;13327581.810028559;0.0;0.0;324462.32666015625;0.0;0.0;37196434.8978924;0.0;0.0;335277.7375488281;0.0;0.0;57672187.41426957;0.0;0.0;3947624.9743652344;0.0;0.0;264227204.39670658;-54170848.66263421
131987095;6.5;1;residential;Before 1930;131987095;Bd131987095;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;2115.150146484375;325.40771484375;4;2408.7064438662555;354.3474587289719;107.42550305504803;-21.771531654836505;0.0;168463.57397460938;0.0;0.0;39406310.75225796;0.0;0.0;152160.6474609375;0.0;0.0;24853669.483189248;0.0;0.0;168463.57397460938;0.0;0.0;20434089.81525524;0.0;0.0;163029.26513671875;0.0;0.0;4197433.140517433;0.0;0.0;168463.57397460938;0.0;0.0;541639.6326816014;0.0;0.0;163029.26513671875;0.0;0.0;524167.38646606595;-5562849.2281171745;0.0;168463.57397460938;0.0;0.0;541639.6326816014;-11216016.93874078;0.0;168463.57397460938;0.0;0.0;541639.6326816014;-12107212.400357952;0.0;163029.26513671875;0.0;0.0;524167.38646606595;-4229159.34314981;0.0;168463.57397460938;0.0;0.0;7554436.197607181;0.0;0.0;163029.26513671875;0.0;0.0;21719458.419770174;0.0;0.0;168463.57397460938;0.0;0.0;34872001.069027476;0.0;0.0;1983522.7258300781;0.0;0.0;155710652.54860166;-33115237.91036572
131987112;7.3;2;residential;1971-1980;131987112;Bd131987112;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;869.0867431640625;238.10595703125;3;590.2494892426049;140.0145847262477;30.9759719303549;-10.896096323937849;0.0;123267.45395507812;0.0;0.0;11444728.570845444;0.0;0.0;111338.3455078125;0.0;0.0;7140922.706732571;0.0;0.0;123267.45395507812;0.0;0.0;5835923.667423918;0.0;0.0;119291.08447265625;0.0;0.0;1232105.3671659268;0.0;0.0;123267.45395507812;0.0;0.0;399267.4829881737;0.0;0.0;119291.08447265625;0.0;0.0;386387.88676274876;-1950996.0175474416;0.0;123267.45395507812;0.0;0.0;399267.4829881737;-4262612.950878563;0.0;123267.45395507812;0.0;0.0;399267.4829881737;-4663954.854122687;0.0;119291.08447265625;0.0;0.0;386387.88676274876;-1522888.4925372887;0.0;123267.45395507812;0.0;0.0;2381883.3756723995;0.0;0.0;119291.08447265625;0.0;0.0;6236538.161720327;0.0;0.0;123267.45395507812;0.0;0.0;10205381.216851812;0.0;0.0;1451374.8610839841;0.0;0.0;46448061.28890242;-12400452.315085981
131987114;2.05;1;services;Before 1930;131987114;Bd131987114;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;359.36159667968747;175.29833984375;2;1131.5485255094047;138.5226426240759;42.175716956037334;-6.372407524427818;0.0;226561.19237525784;0.0;0.0;16325545.094233625;0.0;0.0;214834.88620159376;0.0;0.0;10406551.052941957;0.0;0.0;238271.12147682032;0.0;0.0;8781661.074810274;0.0;0.0;228507.3882014844;0.0;0.0;2215808.4170624022;0.0;0.0;239734.86261451564;0.0;0.0;50753.02170015476;0.0;0.0;221188.68251300784;0.0;0.0;666923.7372102491;-2276359.0364123094;0.0;236807.380339125;0.0;0.0;733410.2572089784;-4770203.345033558;0.0;239734.86261451564;0.0;0.0;894205.0125587044;-5161984.716924998;0.0;227043.64706378907;0.0;0.0;767808.3234192199;-1865209.6501378133;0.0;239734.86261451564;0.0;0.0;2847555.043438068;0.0;0.0;231434.870476875;0.0;0.0;8873686.097897897;0.0;0.0;235343.6392014297;0.0;0.0;14483292.560036104;0.0;0.0;2779197.3956929296;0.0;0.0;67047199.69251764;-14073756.748508679
131987119;14.72;4;residential;1945-1960;131987119;Bd131987119;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;5353.8465625;1454.849609375;19;1680.3041176164045;446.908085432;113.74978461990646;-49.61840115776891;0.0;753175.6427734375;0.0;0.0;45521808.27061463;0.0;0.0;680287.67734375;0.0;0.0;29256908.796956673;0.0;0.0;753175.6427734375;0.0;0.0;25154255.54315284;0.0;0.0;728879.654296875;0.0;0.0;6693541.134827723;0.0;0.0;753175.6427734375;0.0;0.0;2466494.549318135;0.0;0.0;728879.654296875;0.0;0.0;2386930.2090175496;-7347391.9474392375;0.0;753175.6427734375;0.0;0.0;2466494.549318135;-14960150.857375477;0.0;753175.6427734375;0.0;0.0;2466494.549318135;-18980524.313717794;0.0;728879.654296875;0.0;0.0;2386930.2090175496;-6112869.555575444;0.0;753175.6427734375;0.0;0.0;10809511.01432461;0.0;0.0;728879.654296875;0.0;0.0;25417406.831886243;0.0;0.0;753175.6427734375;0.0;0.0;40616238.95486913;0.0;0.0;8868035.793945312;0.0;0.0;195643014.61262134;-47400936.674107954
131987132;10.18;2;services;Before 1930;131987132;Bd131987132;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;4873.975727539062;957.55908203125;12;3719.0522617362094;576.57570008833;151.79284807814517;-31.461374835562495;0.0;1237580.0454706484;0.0;0.0;65958292.456538975;0.0;0.0;1173525.6397912812;0.0;0.0;42679836.79465954;0.0;0.0;1301544.992150336;0.0;0.0;36773948.15173601;0.0;0.0;1248211.0502507032;0.0;0.0;10133431.153637704;0.0;0.0;1309540.610485297;0.0;0.0;277236.03607900924;0.0;0.0;1208232.9585758985;0.0;0.0;3643039.54492075;-10166851.597914644;0.0;1293549.373815375;0.0;0.0;4006219.6440154766;-21577193.60264688;0.0;1309540.610485297;0.0;0.0;4884553.565861871;-24688502.687214434;0.0;1240215.4319157423;0.0;0.0;4193072.646588345;-8555104.069473319;0.0;1309540.610485297;0.0;0.0;11788770.25418534;0.0;0.0;1264202.286920625;0.0;0.0;36287428.30159189;0.0;0.0;1285553.755480414;0.0;0.0;58103525.427285105;0.0;0.0;15181237.365826914;0.0;0.0;278729353.9771;-64987651.95724928
131987141;13.5;3;services;Before 1930;131987141;Bd131987141;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;4822.38720703125;1071.6416015625;14;3342.0151380380585;609.0906363914644;140.46690568653761;-32.07497803990161;0.0;1385023.949829422;0.0;0.0;64406292.52508609;0.0;0.0;1313338.1738000624;0.0;0.0;41893521.12417682;0.0;0.0;1456609.608813797;0.0;0.0;36341126.210071035;0.0;0.0;1396921.5206451563;0.0;0.0;10431468.737101303;0.0;0.0;1465557.816186844;0.0;0.0;310265.62777131354;0.0;0.0;1352180.483779922;0.0;0.0;4077067.207375707;-10337916.16394489;0.0;1447661.40144075;0.0;0.0;4483516.177839128;-22114040.287148625;0.0;1465557.816186844;0.0;0.0;5466493.822119279;-25525887.404566165;0.0;1387973.3132721093;0.0;0.0;4691597.62461414;-8744397.110194823;0.0;1465557.816186844;0.0;0.0;11531553.348316576;0.0;0.0;1414817.93539125;0.0;0.0;35535185.799792714;0.0;0.0;1438713.194067703;0.0;0.0;56585020.51178032;0.0;0.0;16989913.029600702;0.0;0.0;275753108.7160444;-66722240.96585451
