;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System ID;Heating System;Cooling System;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
2432709;11.62692307692308;3;university;Before 1930;2432709;Bd2432709;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;57136.16614089355;14742.378296360224;191;35758.2033194225;5156.639632083673;1472.5728112761844;-387.80544684456623;0.0;19053522.173955597;0.0;0.0;762107833.3346878;0.0;0.0;18067354.011808775;0.0;0.0;576581362.2645907;0.0;0.0;20038313.044152457;0.0;0.0;449181615.578773;0.0;0.0;19217194.88833842;0.0;0.0;139846476.70622265;0.0;0.0;20161411.902927067;0.0;0.0;4101711.3223897982;0.0;0.0;102092670.87790349;0.0;0.0;53280145.79532229;-166916945.91411185;0.0;217840570.45168978;0.0;0.0;66084158.95815714;-392072641.2425601;0.0;170070951.1124767;0.0;0.0;69833136.9071661;-295695769.4785517;0.0;37211091.86871085;0.0;0.0;38898516.98016316;-37053887.21272132;0.0;20161411.902927067;0.0;0.0;94104913.41266257;0.0;0.0;19463392.605887637;0.0;0.0;466059056.7461459;0.0;0.0;19792115.32660324;0.0;0.0;706689276.9908334;0.0;0.0;683170000.1673812;0.0;0.0;3426768204.997114;-891739243.847945
2559057;6.875;1;university;Before 1930;2559057;Bd2559057;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;18979.373300135947;2760.6361163834104;36;15741.314369276222;1525.9127531438342;608.6333147289916;-111.2854021484971;0.0;3567934.5896801776;0.0;0.0;254000219.2268239;0.0;0.0;3383266.187437229;0.0;0.0;189964896.68509862;0.0;0.0;3752345.0822545895;0.0;0.0;143962936.3228593;0.0;0.0;3598583.7018864006;0.0;0.0;42430520.594522536;0.0;0.0;3775396.3938263906;0.0;0.0;768080.440478432;0.0;0.0;27621130.27056486;0.0;0.0;9981923.949503899;-48385651.34047936;0.0;56946922.73335805;0.0;0.0;12374822.587869184;-105576102.78018756;0.0;44422954.91973209;0.0;0.0;13076850.694698753;-81065220.27255057;0.0;7877318.491393703;0.0;0.0;7284079.182509121;-9064156.035831511;0.0;3775396.3938263906;0.0;0.0;28650769.58587238;0.0;0.0;3644686.3250300037;0.0;0.0;154572197.0931663;0.0;0.0;3706242.4591109864;0.0;0.0;235269894.98687574;0.0;0.0;166072177.54810086;0.0;0.0;1092337191.3502781;-244091130.42904902
3521512;11.74;3;university;1945-1960;3521512;Bd3521512;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;20264.702946401423;5178.373836388779;67;7813.099469736448;2013.8850727163835;370.0387549957206;-134.06129065229538;0.0;6692696.302673566;0.0;0.0;212973786.87715116;0.0;0.0;6346297.146005506;0.0;0.0;161955065.32439873;0.0;0.0;7038611.674944337;0.0;0.0;128154749.36609457;0.0;0.0;6750187.6032529315;0.0;0.0;41399090.05775281;0.0;0.0;7081851.096478183;0.0;0.0;1440757.6694410963;0.0;0.0;30061641.749644365;0.0;0.0;18707043.939263865;-46815159.86098035;0.0;66171637.51499782;0.0;0.0;23212569.42871739;-118229546.90594871;0.0;52654136.463336505;0.0;0.0;24529426.786063828;-90070449.8487338;0.0;12671953.123071091;0.0;0.0;13663403.458730487;-12059951.106217368;0.0;7081851.096478183;0.0;0.0;27708581.898588642;0.0;0.0;6836666.446320624;0.0;0.0;129771267.38216572;0.0;0.0;6952132.831876644;0.0;0.0;197677998.0877937;0.0;0.0;216339663.04907978;0.0;0.0;981193740.2761619;-267175107.72188023
46970558;11.8125;3;university;1945-1960;46970558;Bd46970558;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;34714.49482727051;8816.379638671875;114;12323.448361325882;2779.3607040909365;577.627531694223;-215.07003218695746;0.0;11394571.592354191;0.0;0.0;347834189.97595686;0.0;0.0;10804813.771039547;0.0;0.0;266334446.00791684;0.0;0.0;11983505.752217472;0.0;0.0;213031467.87658083;0.0;0.0;11492452.731847618;0.0;0.0;69278871.63182715;0.0;0.0;12057122.522200383;0.0;0.0;2452945.071648004;0.0;0.0;49656262.2821432;0.0;0.0;31848837.382428482;-76745140.1013226;0.0;109046278.5114667;0.0;0.0;39520287.82366121;-194297338.19487274;0.0;85982053.06819743;0.0;0.0;41762287.872163065;-146202771.34494093;0.0;21074316.326185543;0.0;0.0;23262467.302383147;-19860019.976258174;0.0;12057122.522200383;0.0;0.0;47722716.43530425;0.0;0.0;11639686.271813437;0.0;0.0;213993976.4902329;0.0;0.0;11836272.212251652;0.0;0.0;322425169.8907531;0.0;0.0;359024457.5639176;0.0;0.0;1619467663.760856;-437105269.6173944
131986150;7.7;2;services;1961-1970;131986150;Bd131986150;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1704.200244140625;442.6494140625;6;993.8213575070004;271.115396316321;45.370945109609515;-14.160790114190778;0.0;572094.2887627969;0.0;0.0;22563541.736837097;0.0;0.0;542483.9538245625;0.0;0.0;16906414.259511493;0.0;0.0;601663.2696221719;0.0;0.0;12922582.289340101;0.0;0.0;577008.6675464063;0.0;0.0;3988447.833788256;0.0;0.0;605359.3922295938;0.0;0.0;123156.52719057066;0.0;0.0;3324479.319634827;0.0;0.0;1599215.8647056366;-5502923.909646662;0.0;7008546.918808659;0.0;0.0;1984219.4830167592;-12703829.923140429;0.0;5457003.264157905;0.0;0.0;2096784.9632331878;-9566463.796055323;0.0;1224485.7441541427;0.0;0.0;1167953.053641319;-1297842.5127206377;0.0;605359.3922295938;0.0;0.0;2615490.6329077496;0.0;0.0;584400.91276125;0.0;0.0;13637734.799593844;0.0;0.0;594271.0244073281;0.0;0.0;20973636.327275287;0.0;0.0;21697156.148139235;0.0;0.0;100579177.77104129;-29071060.14156305
131986153;7.2;2;services;Before 1930;131986153;Bd131986153;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1320.6796875;366.85546875;5;1634.6359064204464;287.06862082257373;65.75709635414815;-12.6838561163206;0.0;474135.7647965625;0.0;0.0;28045764.89718442;0.0;0.0;449595.54637875;0.0;0.0;20860964.658362802;0.0;0.0;498641.7101090625;0.0;0.0;15562404.720428824;0.0;0.0;478208.664646875;0.0;0.0;4562501.609973454;0.0;0.0;501704.953273125;0.0;0.0;102068.68929852376;0.0;0.0;3430536.3921425105;0.0;0.0;1325860.1216699593;-5894396.337422128;0.0;7058540.803788473;0.0;0.0;1644465.6773954674;-12883607.401245588;0.0;5633762.244010082;0.0;0.0;1737756.8028278307;-10079288.61825326;0.0;1091285.4774843333;0.0;0.0;967966.8635257294;-1227056.1067239137;0.0;501704.953273125;0.0;0.0;2961402.2391697285;0.0;0.0;484335.150975;0.0;0.0;16843716.8087165;0.0;0.0;492515.2237809375;0.0;0.0;25990313.610393524;0.0;0.0;21094966.884658836;0.0;0.0;120605186.69894677;-30084348.46364489
131986154;8.05;2;services;Before 1930;131986154;Bd131986154;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;5158.803979492188;1281.6904296875;17;5357.606641499351;891.4904248455233;215.99266460493888;-43.97855741809762;0.0;1656497.7869430159;0.0;0.0;93605053.43719928;0.0;0.0;1570761.1255931878;0.0;0.0;69599034.33959301;0.0;0.0;1742114.7076461408;0.0;0.0;52306323.13069723;0.0;0.0;1670727.3601779689;0.0;0.0;15607079.528995307;0.0;0.0;1752816.8227340316;0.0;0.0;356599.4605189183;0.0;0.0;11194176.692572976;0.0;0.0;4632674.507370948;-19077722.488502618;0.0;23657677.614731513;0.0;0.0;5745303.2602975;-43161597.722543515;0.0;18841705.948611606;0.0;0.0;6071236.36700258;-33634835.41653139;0.0;3714994.1773762684;0.0;0.0;3381805.5635447134;-4112463.403784973;0.0;1752816.8227340316;0.0;0.0;9841070.919655364;0.0;0.0;1692131.5903537502;0.0;0.0;56115152.4843822;0.0;0.0;1720710.4774703598;0.0;0.0;86875949.13157876;0.0;0.0;70967131.12694485;0.0;0.0;404137282.1308358;-99986619.0313625
131986160;6.55;1;services;1971-1980;131986160;Bd131986160;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1103.1488891601562;168.419677734375;2;764.4053539597063;160.15834247115905;32.806192356903516;-8.664899840321864;0.0;217670.98901773832;0.0;0.0;14116137.386710504;0.0;0.0;206404.82010510942;0.0;0.0;10488972.761549791;0.0;0.0;228921.4234903946;0.0;0.0;7843647.336002713;0.0;0.0;219540.8166165235;0.0;0.0;2298268.1927608247;0.0;0.0;230327.72779947662;0.0;0.0;46858.71473308227;0.0;0.0;1753321.0787551461;0.0;0.0;608659.1366631471;-3083689.1342813885;0.0;3699652.577147416;0.0;0.0;754957.7504620076;-6944682.028649212;0.0;2814823.599348092;0.0;0.0;797786.7733857548;-5165274.397304656;0.0;517057.82202977606;0.0;0.0;444383.9089220531;-609461.7903455734;0.0;230327.72779947662;0.0;0.0;1506101.430781007;0.0;0.0;222353.42523468751;0.0;0.0;8496201.372579856;0.0;0.0;226108.81487223052;0.0;0.0;13082007.070702141;0.0;0.0;10566510.822216067;0.0;0.0;60483981.83525289;-15803107.350580832
131986174;6.4;1;residential;Before 1930;131986174;Bd131986174;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1615.6750000000002;252.44921875;3;1681.9373945852863;216.00892616817242;75.14721375782075;-15.80972454270609;0.0;130692.960546875;0.0;0.0;27746092.337386526;0.0;0.0;118045.2546875;0.0;0.0;20505361.33276841;0.0;0.0;130692.960546875;0.0;0.0;15171879.029835792;0.0;0.0;126477.05859375;0.0;0.0;4418617.498102903;0.0;0.0;130692.960546875;0.0;0.0;399816.20683223964;0.0;0.0;1959341.6161650424;0.0;0.0;386918.90983765124;-4627238.812941172;0.0;4200995.516011739;0.0;0.0;399816.20683223964;-10777834.31865754;0.0;3014931.9946099366;0.0;0.0;399816.20683223964;-7951506.799382437;0.0;287380.0448361897;0.0;0.0;386918.90983765124;-598069.0480181416;0.0;130692.960546875;0.0;0.0;3008415.5972102773;0.0;0.0;126477.05859375;0.0;0.0;16758739.729543965;0.0;0.0;130692.960546875;0.0;0.0;25648096.047833942;0.0;0.0;10487113.346232284;0.0;0.0;115230488.01285383;-23954648.97899929
131986182;3.6;1;university;1945-1960;131986182;Bd131986182;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;981.52646484375;272.646240234375;4;969.499158114051;142.53011453924097;38.59476752334137;-8.344734415721135;0.0;352376.73864561337;0.0;0.0;17567038.06166374;0.0;0.0;334138.4980956094;0.0;0.0;13235993.331316771;0.0;0.0;370589.50749326963;0.0;0.0;10209277.880290342;0.0;0.0;355403.7095527735;0.0;0.0;3133327.1371622067;0.0;0.0;372866.1035992267;0.0;0.0;75857.2428474752;0.0;0.0;2061947.062201453;0.0;0.0;985379.5953711924;-3426335.3112877924;0.0;4569702.983413057;0.0;0.0;1222163.5557568579;-8282386.4053809205;0.0;3548532.0974656525;0.0;0.0;1291497.3309436762;-6245988.162560639;0.0;694165.932677905;0.0;0.0;719391.0095193327;-700099.7410259477;0.0;372866.1035992267;0.0;0.0;2065275.647096803;0.0;0.0;359956.90176468756;0.0;0.0;10655575.872904448;0.0;0.0;366036.3152813556;0.0;0.0;16253117.3150363;0.0;0.0;13758581.953789828;0.0;0.0;77413893.97990914;-18654809.6202553
