;id;Floors;Height;Heating System;Cooling System;End Use;Envelope;ExtWallCoeff;VolCoeff;Solar Technologies;Number of occupants;Name;Simulate;Lower End Use;Upper End Use;Solar technologies;TZ info;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone external walls opaque area [m2];Zone external walls glazed area [m2];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Sm3];January electric consumption [MWh];January oil consumption [L];January wood consumption [kg];January Heating Demand [MWh];January Cooling Demand [MWh];February gas consumption [Sm3];February electric consumption [MWh];February oil consumption [L];February wood consumption [kg];February Heating Demand [MWh];February Cooling Demand [MWh];March gas consumption [Sm3];March electric consumption [MWh];March oil consumption [L];March wood consumption [kg];March Heating Demand [MWh];March Cooling Demand [MWh];April gas consumption [Sm3];April electric consumption [MWh];April oil consumption [L];April wood consumption [kg];April Heating Demand [MWh];April Cooling Demand [MWh];May gas consumption [Sm3];May electric consumption [MWh];May oil consumption [L];May wood consumption [kg];May Heating Demand [MWh];May Cooling Demand [MWh];June gas consumption [Sm3];June electric consumption [MWh];June oil consumption [L];June wood consumption [kg];June Heating Demand [MWh];June Cooling Demand [MWh];July gas consumption [Sm3];July electric consumption [MWh];July oil consumption [L];July wood consumption [kg];July Heating Demand [MWh];July Cooling Demand [MWh];August gas consumption [Sm3];August electric consumption [MWh];August oil consumption [L];August wood consumption [kg];August Heating Demand [MWh];August Cooling Demand [MWh];September gas consumption [Sm3];September electric consumption [MWh];September oil consumption [L];September wood consumption [kg];September Heating Demand [MWh];September Cooling Demand [MWh];October gas consumption [Sm3];October electric consumption [MWh];October oil consumption [L];October wood consumption [kg];October Heating Demand [MWh];October Cooling Demand [MWh];November gas consumption [Sm3];November electric consumption [MWh];November oil consumption [L];November wood consumption [kg];November Heating Demand [MWh];November Cooling Demand [MWh];December gas consumption [Sm3];December electric consumption [MWh];December oil consumption [L];December wood consumption [kg];December Heating Demand [MWh];December Cooling Demand [MWh];Total gas consumption [Sm3];Total electric consumption [MWh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [MWh];Total Cooling Demand [MWh]
27;27;2;6.4;IdealLoad;IdealLoad;residential;A;0.92;0.73;;33;BD_27;True;;;;{'TZ Bd BD_27 thermal zone single End Use': {'Zone volume [m3]': 2931.283199375, 'Zone net floor area [m2]': 1254.83013671875, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 627.5916867854573, 'Zone external walls glazed area [m2]': 89.65595525506532, 'Zone opaque heat transfer loss [W/K]': 338.8412267835398, 'Zone glazed heat transfer loss [W/K]': 176.62223185247868, 'Zone design heating load [kW]': 24.800325539453492, 'Zone design cooling load [kW]': -31.316043622096245}, 'Total': {'Zone volume [m3]': 2931.283199375, 'Zone net floor area [m2]': 1254.83013671875, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 627.5916867854573, 'Zone external walls glazed area [m2]': 89.65595525506532, 'Zone opaque heat transfer loss [W/K]': 338.8412267835398, 'Zone glazed heat transfer loss [W/K]': 176.62223185247868, 'Zone design heating load [kW]': 24.800325539453492, 'Zone design cooling load [kW]': -31.316043622096245}};2931.283199375;1254.83013671875;16.0;627.5916867854573;89.65595525506532;338.8412267835398;176.62223185247868;24.800325539453492;-31.316043622096245;0.0;4.828149921064269;0.0;0.0;8.014388483238873;-0.009291529667010225;0.0;4.363669606122565;0.0;0.0;5.649981654269786;-0.04542860652263166;0.0;4.82952992106427;0.0;0.0;4.224745355570226;-0.014351919860976748;0.0;4.648943149417035;0.0;0.0;2.9803803823172172;-0.2426643252286673;0.0;4.8108999210642684;0.0;0.0;2.7156121135109577;-3.3674401985093847;0.0;4.634453149417035;0.0;0.0;2.9821587220558468;-2.6147347841509125;0.0;4.828149921064269;0.0;0.0;2.6968628360350366;-3.915933908039603;0.0;4.845399921064269;0.0;0.0;2.6461872086433966;-2.603339055321908;0.0;4.651703149417035;0.0;0.0;2.527787381010387;-0.010903414149515052;0.0;4.845399921064269;0.0;0.0;2.997224611252961;0.0;0.0;4.667573149417035;0.0;0.0;4.389619367054958;-0.04272112531073523;0.0;4.77777992106427;0.0;0.0;7.1811487799591305;-0.016332096048790788;0.0;56.73165165124058;0.0;0.0;49.00609689491877;-12.883140962810135
