,Gas consumption [Nm3],Electric consumption [Wh],Oil consumption [L],Wood consumption [kg]
2023-01-02 09:00:00,3514.258210315033,1004281.8754600995,169.94551350903143,0.0
2023-01-02 10:00:00,3397.4436218872343,934585.2929152458,164.1576850794161,0.0
2023-01-02 11:00:00,3260.9880437846778,981124.9316708542,157.382181081523,0.0
2023-01-02 12:00:00,3102.63747220521,967044.146414884,149.60896587649236,0.0
2023-01-02 13:00:00,2991.194570018693,957167.0176345349,144.08504682965278,0.0
2023-01-02 14:00:00,2896.4883101232676,948747.4160490087,139.28788555868854,0.0
2023-01-02 15:00:00,2819.928496790632,883100.7911694038,135.34107905443116,0.0
2023-01-02 16:00:00,2818.2544468546807,971447.2965573592,135.05268127091324,0.0
2023-01-02 17:00:00,2833.505927428773,1090321.893533831,135.46245396969445,0.0
2023-01-02 18:00:00,2895.9165348725314,1095957.8748487628,138.44397924920216,0.0
2023-01-02 19:00:00,2906.7433460835596,1155704.440398816,138.80561937041315,0.0
2023-01-02 20:00:00,2922.6171644000697,1157114.6653501557,139.50463310366055,0.0
2023-01-02 21:00:00,2932.024273124708,1157900.231142743,139.86805305478828,0.0
2023-01-02 22:00:00,2968.5100703000276,1013611.0978369951,141.42096424627545,0.0
2023-01-02 23:00:00,3025.431738477563,1018138.2556848302,143.7786075286752,0.0
2023-01-03 00:00:00,3096.8323330537164,876602.8341120757,146.81123494679986,0.0
2023-01-03 01:00:00,3154.775096405379,881634.4498365563,149.5343841214309,0.0
2023-01-03 02:00:00,3221.6482590197197,887690.8740127978,152.86076900704748,0.0
2023-01-03 03:00:00,3289.7468236629256,894006.0975355386,156.36672708399215,0.0
2023-01-03 04:00:00,3334.0039353502702,898159.6591478711,158.71474110716952,0.0
2023-01-03 05:00:00,3361.33119549023,900810.9139382842,160.26175606865928,0.0
2023-01-03 06:00:00,3376.021964108167,990431.7290000465,161.0180595143479,0.0
2023-01-03 07:00:00,3378.235911794945,1108439.3577938783,161.20118340505613,0.0
2023-01-03 08:00:00,3383.619942274094,1108699.0987624333,161.437002489949,0.0
2023-01-03 09:00:00,3372.904252526927,989613.3804323034,160.86128432683768,0.0
2023-01-03 10:00:00,3369.757652807021,930358.46981696,160.78995578312626,0.0
2023-01-03 11:00:00,3359.4961442744207,988468.2604156237,160.4520277608841,0.0
2023-01-03 12:00:00,3356.8218784586543,988472.3942713016,160.54309171224523,0.0
2023-01-03 13:00:00,3336.449917226424,986606.5943709841,159.56336896522268,0.0
2023-01-03 14:00:00,3313.931127575751,984404.1261876179,158.3580091092176,0.0
2023-01-03 15:00:00,3292.3162972822543,923290.7318944215,157.1245586755798,0.0
2023-01-03 16:00:00,3291.3758851981556,1011584.2231218002,157.08194671971233,0.0
2023-01-03 17:00:00,3294.8751989812868,1129666.6429558606,157.25551203503412,0.0
2023-01-03 18:00:00,3308.700701519371,1131361.862470513,158.28064156466903,0.0
2023-01-03 19:00:00,3324.466042730949,1191718.4616029642,159.11394801558532,0.0
2023-01-03 20:00:00,3362.714950422901,1195265.1351492808,161.10350480574087,0.0
2023-01-03 21:00:00,3401.782664198596,1198957.3752078135,163.1875225464866,0.0
2023-01-03 22:00:00,3438.356011177411,1055112.2231570445,165.1441525705755,0.0
2023-01-03 23:00:00,3481.7920279597647,1059104.727116869,167.39560393382928,0.0
2023-01-04 00:00:00,3526.995873265726,916038.2833589071,169.78810088515033,0.0
2023-01-04 01:00:00,3554.8263441819436,918658.7589763266,171.31423792804804,0.0
2023-01-04 02:00:00,3573.2255011245875,920490.145956463,172.4214714834926,0.0
2023-01-04 03:00:00,3592.2941341952837,922326.8602215593,173.52556324063173,0.0
2023-01-04 04:00:00,3593.7478053621785,922536.9727631048,173.73967701264405,0.0
2023-01-04 05:00:00,3577.4489400703783,921046.0080490483,173.01106511500797,0.0
2023-01-04 06:00:00,3556.330449784546,1007142.4394285603,171.7995957378066,0.0
2023-01-04 07:00:00,3535.569034117354,1123035.470291972,170.79849691652086,0.0
2023-01-04 08:00:00,3508.4118369288653,1120356.788294341,169.42864587236105,0.0
2023-01-04 09:00:00,3474.168199195754,999179.26685125,167.72239023653748,0.0
2023-01-04 10:00:00,3404.604186681904,933793.7451011725,164.27705771357125,0.0
2023-01-04 11:00:00,3312.892273377512,984304.9221502544,159.70355780518486,0.0
2023-01-04 12:00:00,3221.630168352503,976132.8468835346,155.20482232729142,0.0
2023-01-04 13:00:00,3198.1307696673434,973652.2943560682,153.70738259256888,0.0
2023-01-04 14:00:00,3208.0081287627845,973981.687218137,153.6737407787124,0.0
2023-01-04 15:00:00,3253.9599279018953,918647.0241363997,155.38337100497782,0.0
2023-01-04 16:00:00,3305.0363429701124,1011568.5454254149,157.71832404762657,0.0
2023-01-04 17:00:00,3362.5600585624115,1134487.140169549,160.45565784486794,0.0
2023-01-04 18:00:00,3439.291446496709,1141903.226030623,164.5627208669017,0.0
2023-01-04 19:00:00,3493.96037128145,1205842.139380605,167.3346040228499,0.0
2023-01-04 20:00:00,3555.2617040786463,1211511.4142279571,170.4769590837902,0.0
2023-01-04 21:00:00,3618.1028265671657,1217391.347579481,173.75771552625125,0.0
2023-01-04 22:00:00,3704.0828248814555,1078202.5708220925,178.2824331469733,0.0
2023-01-04 23:00:00,3788.4760366212563,1086203.1634215151,182.7766801471752,0.0
2023-01-05 00:00:00,3902.2246067316933,949708.1364057686,188.82850764257188,0.0
2023-01-05 01:00:00,3959.397330962682,955144.2774116696,191.95954559489618,0.0
2023-01-05 02:00:00,4000.98410626912,959050.197715929,194.25259809422454,0.0
2023-01-05 03:00:00,4024.9725769892502,961317.2716820423,195.65202331355047,0.0
2023-01-05 04:00:00,4091.401869432766,967519.7597521949,199.20670545097224,0.0
2023-01-05 05:00:00,4175.991311421252,975446.7129614676,203.7190840696948,0.0
2023-01-05 06:00:00,4277.624889790814,1072961.7677863936,208.86263776341946,0.0
2023-01-05 07:00:00,4294.980599041218,1192594.0115191292,210.05620132832505,0.0
2023-01-05 08:00:00,4260.431864497792,1189316.7648717791,208.6105391272654,0.0
