,Gas consumption [Nm3],Electric consumption [Wh],Oil consumption [L],Wood consumption [kg]
2023-02-19 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-19 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-19 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-19 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-19 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-19 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-19 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-19 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-19 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-19 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-19 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-19 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-19 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-19 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-19 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-19 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-19 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-19 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-20 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-20 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-20 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-20 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-20 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-20 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-20 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-20 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-20 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-20 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-20 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-20 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-20 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-20 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-21 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-21 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-21 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-21 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-21 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-21 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-21 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-21 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-21 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-21 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-21 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-21 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-21 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-21 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-22 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-22 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-22 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-22 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-22 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-22 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-22 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-22 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-22 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-22 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-22 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-22 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-22 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-22 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-23 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-23 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-23 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-23 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-23 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-23 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-23 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-23 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-23 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-23 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-23 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-23 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-23 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-23 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-24 00:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 01:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 02:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 03:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 04:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 05:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-02-24 06:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 07:00:00,23.006774947698773,779188.0867137174,0.8411993720915342,0.0
2023-02-24 08:00:00,23.006774947698773,779188.0867137174,0.8411993720915342,0.0
2023-02-24 09:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 10:00:00,23.006774947698773,595360.1501235559,0.8411993720915342,0.0
2023-02-24 11:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 12:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 13:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 14:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-02-24 15:00:00,23.006774947698773,595360.1501235559,0.8411993720915342,0.0
2023-02-24 16:00:00,23.006774947698773,687274.1184186359,0.8411993720915342,0.0
2023-02-24 17:00:00,23.006774947698773,809826.0761454107,0.8411993720915342,0.0
2023-02-24 18:00:00,18.19473609193291,809745.7666859376,0.8411993720915342,0.0
2023-02-24 19:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-02-24 20:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-02-24 21:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-02-24 22:00:00,18.19473609193291,717831.7983908573,0.8411993720915342,0.0
2023-02-24 23:00:00,18.19473609193291,717831.7983908573,0.8411993720915342,0.0
2023-02-25 00:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 01:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 02:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 03:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 04:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 05:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-02-25 06:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 07:00:00,23.006774947698773,759174.4620288071,0.8411993720915342,0.0
2023-02-25 08:00:00,23.006774947698773,759174.4620288071,0.8411993720915342,0.0
2023-02-25 09:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 10:00:00,23.006774947698773,582410.1576803786,0.8411993720915342,0.0
2023-02-25 11:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 12:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 13:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 14:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-02-25 15:00:00,23.006774947698773,582410.1576803786,0.8411993720915342,0.0
2023-02-25 16:00:00,23.006774947698773,670792.3098545922,0.8411993720915342,0.0
2023-02-25 17:00:00,23.006774947698773,788635.1794202115,0.8411993720915342,0.0
2023-02-25 18:00:00,18.19473609193291,788554.8699607385,0.8411993720915342,0.0
2023-02-25 19:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-02-25 20:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-02-25 21:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-02-25 22:00:00,18.19473609193291,700172.7177865246,0.8411993720915342,0.0
2023-02-25 23:00:00,18.19473609193291,700172.7177865246,0.8411993720915342,0.0
2023-02-26 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-26 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-26 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-26 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-26 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-26 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-26 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-26 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-26 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-26 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-26 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-26 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-26 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-26 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-27 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-27 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-27 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-27 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-27 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-27 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-27 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-27 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-27 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-27 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-27 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-27 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-27 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-27 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-28 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-02-28 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-28 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-02-28 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-28 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-02-28 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-02-28 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-02-28 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-02-28 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-02-28 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-28 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-28 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-02-28 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-02-28 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-03-01 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-01 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-03-01 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-03-01 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-03-01 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-01 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-03-01 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-03-01 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-03-01 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-03-01 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-01 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-01 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-01 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-03-01 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-03-02 00:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 01:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 02:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 03:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 04:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 05:00:00,18.19473609193291,576414.5716352786,0.8411993720915342,0.0
2023-03-02 06:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 07:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-03-02 08:00:00,23.006774947698773,799201.7113986278,0.8411993720915342,0.0
2023-03-02 09:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 10:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-03-02 11:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 12:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 13:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 14:00:00,23.006774947698773,671940.665510698,0.8411993720915342,0.0
2023-03-02 15:00:00,23.006774947698773,608310.1425667334,0.8411993720915342,0.0
2023-03-02 16:00:00,23.006774947698773,703755.9269826802,0.8411993720915342,0.0
2023-03-02 17:00:00,23.006774947698773,831016.9728706101,0.8411993720915342,0.0
2023-03-02 18:00:00,18.19473609193291,830936.6634111371,0.8411993720915342,0.0
2023-03-02 19:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-02 20:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-02 21:00:00,18.19473609193291,894567.1863551022,0.8411993720915342,0.0
2023-03-02 22:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-03-02 23:00:00,18.19473609193291,735490.87899519,0.8411993720915342,0.0
2023-03-03 00:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 01:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 02:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 03:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 04:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 05:00:00,18.19473609193291,564641.8512323898,0.8411993720915342,0.0
2023-03-03 06:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 07:00:00,23.006774947698773,779188.0867137174,0.8411993720915342,0.0
2023-03-03 08:00:00,23.006774947698773,779188.0867137174,0.8411993720915342,0.0
2023-03-03 09:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 10:00:00,23.006774947698773,595360.1501235559,0.8411993720915342,0.0
2023-03-03 11:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 12:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 13:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 14:00:00,23.006774947698773,656636.1289869429,0.8411993720915342,0.0
2023-03-03 15:00:00,23.006774947698773,595360.1501235559,0.8411993720915342,0.0
2023-03-03 16:00:00,23.006774947698773,687274.1184186359,0.8411993720915342,0.0
2023-03-03 17:00:00,23.006774947698773,809826.0761454107,0.8411993720915342,0.0
2023-03-03 18:00:00,18.19473609193291,809745.7666859376,0.8411993720915342,0.0
2023-03-03 19:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-03-03 20:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-03-03 21:00:00,18.19473609193291,871021.745549325,0.8411993720915342,0.0
2023-03-03 22:00:00,18.19473609193291,717831.7983908573,0.8411993720915342,0.0
2023-03-03 23:00:00,18.19473609193291,717831.7983908573,0.8411993720915342,0.0
2023-03-04 00:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 01:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 02:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 03:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 04:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 05:00:00,18.19473609193291,552869.1308295014,0.8411993720915342,0.0
2023-03-04 06:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 07:00:00,23.006774947698773,759174.4620288071,0.8411993720915342,0.0
2023-03-04 08:00:00,23.006774947698773,759174.4620288071,0.8411993720915342,0.0
2023-03-04 09:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 10:00:00,23.006774947698773,582410.1576803786,0.8411993720915342,0.0
2023-03-04 11:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 12:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 13:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 14:00:00,23.006774947698773,641331.5924631879,0.8411993720915342,0.0
2023-03-04 15:00:00,23.006774947698773,582410.1576803786,0.8411993720915342,0.0
2023-03-04 16:00:00,23.006774947698773,670792.3098545922,0.8411993720915342,0.0
2023-03-04 17:00:00,23.006774947698773,788635.1794202115,0.8411993720915342,0.0
2023-03-04 18:00:00,18.19473609193291,788554.8699607385,0.8411993720915342,0.0
2023-03-04 19:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-03-04 20:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-03-04 21:00:00,18.19473609193291,847476.304743548,0.8411993720915342,0.0
2023-03-04 22:00:00,18.19473609193291,700172.7177865246,0.8411993720915342,0.0
