,Zone volume [m3],Zone net floor area [m2],Number of units [-],Zone opaque heat transfer loss [W/K],Zone glazed heat transfer loss [W/K],Zone design heating load [kW],Zone design cooling load [kW],Name,January gas consumption [Nm3],January electric consumption [Wh],January oil consumption [L],January wood consumption [kg],February gas consumption [Nm3],February electric consumption [Wh],February oil consumption [L],February wood consumption [kg],March gas consumption [Nm3],March electric consumption [Wh],March oil consumption [L],March wood consumption [kg],April gas consumption [Nm3],April electric consumption [Wh],April oil consumption [L],April wood consumption [kg],May gas consumption [Nm3],May electric consumption [Wh],May oil consumption [L],May wood consumption [kg],June gas consumption [Nm3],June electric consumption [Wh],June oil consumption [L],June wood consumption [kg],July gas consumption [Nm3],July electric consumption [Wh],July oil consumption [L],July wood consumption [kg],August gas consumption [Nm3],August electric consumption [Wh],August oil consumption [L],August wood consumption [kg],September gas consumption [Nm3],September electric consumption [Wh],September oil consumption [L],September wood consumption [kg],October gas consumption [Nm3],October electric consumption [Wh],October oil consumption [L],October wood consumption [kg],November gas consumption [Nm3],November electric consumption [Wh],November oil consumption [L],November wood consumption [kg],December gas consumption [Nm3],December electric consumption [Wh],December oil consumption [L],December wood consumption [kg]
RLB-75429,1e-05,1e-05,1,208.62081927866836,42.66655816045847,8.166839850104955,-1.2440810885590925,Bd RLB-75429,488.56693548746694,306592.67587274755,0.0,0.0,230.93548094202626,276922.41691732034,0.0,0.0,8.442273699292137,306592.67587274755,0.0,0.0,8.169942289637552,296702.58955427184,0.0,0.0,8.442273699292137,306592.67587274755,0.0,0.0,8.169942289637552,368924.0816166618,0.0,0.0,8.442273699292137,501446.01021142956,0.0,0.0,8.442273699292137,398211.09180535673,0.0,0.0,8.169942289637552,297244.08528738143,0.0,0.0,8.442273699292137,306592.67587274755,0.0,0.0,182.6424431358153,296702.58955427184,0.0,0.0,448.60795654631033,306592.67587274755,0.0,0.0
RLB-67197,935.2672119140625,283.414306640625,1,598.5646646841014,181.01963137535293,33.130383054549455,-10.364360043804753,Bd RLB-67197,0.0,5038440.3314561965,0.0,0.0,0.0,2449573.416264101,0.0,0.0,0.0,253912.70333460567,0.0,0.0,0.0,245721.9709689732,0.0,0.0,0.0,253912.70333460567,0.0,0.0,0.0,576402.4889797348,0.0,0.0,0.0,1176053.7955129552,0.0,0.0,0.0,697363.3435945881,0.0,0.0,0.0,248053.07450541615,0.0,0.0,0.0,253912.70333460567,0.0,0.0,0.0,2103524.100387701,0.0,0.0,0.0,4649314.000586036,0.0,0.0
RLB-79370,80.27797940823534,24.326660426737984,1,146.63579843931268,60.66964424710744,7.406410049043949,-1.389906742104446,Bd RLB-79370,0.0,1099682.537359287,0.0,0.0,0.0,534832.4065945945,0.0,0.0,0.0,34031.73546027307,0.0,0.0,0.0,32933.93754219975,0.0,0.0,0.0,34031.73546027307,0.0,0.0,0.0,32933.93754219975,0.0,0.0,0.0,34031.73546027307,0.0,0.0,0.0,34031.73546027307,0.0,0.0,0.0,32933.93754219975,0.0,0.0,0.0,34031.73546027307,0.0,0.0,0.0,494302.94940243015,0.0,0.0,0.0,1053239.0572394715,0.0,0.0
RLB-64727,1165.041796875,353.04296875,1,463.6662646680337,235.69920509188756,32.43805940782244,-12.32201065727649,Bd RLB-64727,1961.708723514132,516088.5408970165,0.0,0.0,927.6079354948783,466144.4885521439,0.0,0.0,41.78263585905415,516088.5408970165,0.0,0.0,40.43480889585886,499440.52344872564,0.0,0.0,41.78263585905415,516088.5408970165,0.0,0.0,40.43480889585886,513055.1185699025,0.0,0.0,41.78263585905415,665511.2332293815,0.0,0.0,41.78263585905415,582860.166461074,0.0,0.0,40.43480889585886,499440.52344872564,0.0,0.0,41.78263585905415,516088.5408970165,0.0,0.0,890.79654514624,499440.52344872564,0.0,0.0,1818.4844230562646,516088.5408970165,0.0,0.0
RLB-69275,210.01728722240767,63.64160218860839,1,179.7088365714947,104.13472435977488,10.975059790452992,-2.736682251021637,Bd RLB-69275,561.5765750821398,342632.11528950615,0.0,0.0,273.8085452429185,309474.1686485862,0.0,0.0,14.973819777375986,342632.11528950615,0.0,0.0,14.490793332944502,331579.4664091995,0.0,0.0,14.973819777375986,342632.11528950615,0.0,0.0,14.490793332944502,331579.4664091995,0.0,0.0,14.973819777375986,342632.11528950615,0.0,0.0,14.973819777375986,342632.11528950615,0.0,0.0,14.490793332944502,331579.4664091995,0.0,0.0,14.973819777375986,342632.11528950615,0.0,0.0,264.7076840970305,331579.4664091995,0.0,0.0,537.3305941346913,342632.11528950615,0.0,0.0
RLB-79362,4863.0970458984375,1473.665771484375,1,2175.5826020643344,730.2584264632846,134.96564214296794,-48.28401775411153,Bd RLB-79362,6715.035398544683,1209130.137773926,0.0,0.0,3139.770529956137,1092117.543795804,0.0,0.0,35.413692734212646,1209130.137773926,0.0,0.0,34.27131554923805,1170125.9397812185,0.0,0.0,35.413692734212646,1209130.137773926,0.0,0.0,34.27131554923805,2223177.718837765,0.0,0.0,35.413692734212646,4314315.344385672,0.0,0.0,35.413692734212646,2513542.117772909,0.0,0.0,34.27131554923805,1170125.9397812185,0.0,0.0,35.413692734212646,1209130.137773926,0.0,0.0,2710.901912839222,1170125.9397812185,0.0,0.0,6181.73436242364,1209130.137773926,0.0,0.0
RLB-68530,4761.32958984375,1442.8271484375,1,2600.0932538398383,681.4369580560693,146.32747846864825,-38.77010557508752,Bd RLB-68530,8842.72352137367,1205675.7278374918,0.0,0.0,4209.343125337207,1088997.4315951539,0.0,0.0,41.35315303022427,1205675.7278374918,0.0,0.0,40.01918035182994,1166782.962423379,0.0,0.0,41.35315303022427,1205675.7278374918,0.0,0.0,40.01918035182994,1166782.962423379,0.0,0.0,41.35315303022427,1205675.7278374918,0.0,0.0,41.35315303022427,1205675.7278374918,0.0,0.0,40.01918035182994,1166782.962423379,0.0,0.0,41.35315303022427,1205675.7278374918,0.0,0.0,3891.064593563603,1166782.962423379,0.0,0.0,8329.502207144704,1205675.7278374918,0.0,0.0
RLB-64874,387.0289306640625,117.281494140625,1,507.2958976791175,98.09746089292275,22.9005252424585,-5.184463530493302,Bd RLB-64874,1078.2498859059945,383532.85587157746,0.0,0.0,511.77961003875686,346416.7730452958,0.0,0.0,23.094823091967452,383532.85587157746,0.0,0.0,22.34982879867818,371160.82826281694,0.0,0.0,23.094823091967452,383532.85587157746,0.0,0.0,22.34982879867818,592098.9938356641,0.0,0.0,23.094823091967452,968870.5309090177,0.0,0.0,23.094823091967452,667171.8980850552,0.0,0.0,22.34982879867818,374431.20100396464,0.0,0.0,23.094823091967452,383532.85587157746,0.0,0.0,412.5966291368748,371160.82826281694,0.0,0.0,992.1267813133267,383532.85587157746,0.0,0.0
RLB-75076,678.0992431640625,205.484619140625,1,815.1058244232715,376.6648916245123,44.38337529792017,-8.436693319945494,Bd RLB-75076,0.0,6576569.685170977,0.0,0.0,0.0,3196933.9000128973,0.0,0.0,0.0,213568.50411585567,0.0,0.0,0.0,206679.1975314732,0.0,0.0,0.0,213568.50411585567,0.0,0.0,0.0,206679.1975314732,0.0,0.0,0.0,213568.50411585567,0.0,0.0,0.0,213568.50411585567,0.0,0.0,0.0,206679.1975314732,0.0,0.0,0.0,213568.50411585567,0.0,0.0,0.0,3032032.2040480594,0.0,0.0,0.0,6302197.400479027,0.0,0.0
RLB-71166,336.798193359375,102.06005859375,1,409.05108530757275,208.92709675872146,22.89094252848269,-3.98825220775419,Bd RLB-71166,1289.2100943473863,375642.1669709472,0.0,0.0,619.835246228018,339289.6991995652,0.0,0.0,24.391271237875547,375642.1669709472,0.0,0.0,23.604456036653755,363524.6777138199,0.0,0.0,24.391271237875547,375642.1669709472,0.0,0.0,23.604456036653755,363524.6777138199,0.0,0.0,24.391271237875547,375642.1669709472,0.0,0.0,24.391271237875547,375642.1669709472,0.0,0.0,23.604456036653755,363524.6777138199,0.0,0.0,24.391271237875547,375642.1669709472,0.0,0.0,593.7338227710478,363524.6777138199,0.0,0.0,1229.4589742084795,375642.1669709472,0.0,0.0
RLB-67097,3198.729638671875,969.31201171875,1,2132.524204720214,664.9621753179972,117.57438767350749,-27.656919258290436,Bd RLB-67097,5987.63881668636,928876.3382218494,0.0,0.0,2864.7111802050204,838985.079684251,0.0,0.0,35.43222302369623,928876.3382218494,0.0,0.0,34.289248087447966,898912.5853759833,0.0,0.0,35.43222302369623,928876.3382218494,0.0,0.0,34.289248087447966,898912.5853759833,0.0,0.0,35.43222302369623,928876.3382218494,0.0,0.0,35.43222302369623,928876.3382218494,0.0,0.0,34.289248087447966,898912.5853759833,0.0,0.0,35.43222302369623,928876.3382218494,0.0,0.0,2647.0487687439017,898912.5853759833,0.0,0.0,5664.072291033777,928876.3382218494,0.0,0.0
RLB-74311,1e-05,1e-05,1,113.77877726982484,19.403193385399362,4.32841412962812,-0.7615611757521363,Bd RLB-74311,0.0,303105.605177,265.55116750195924,0.0,0.0,273772.80467599997,127.3710969894992,0.0,0.0,303105.605177,8.52208228155178,0.0,0.0,293328.00501,8.247176401501724,0.0,0.0,303105.605177,8.52208228155178,0.0,0.0,337978.95560392016,8.247176401501724,0.0,0.0,415721.13344062195,8.52208228155178,0.0,0.0,360407.181111484,8.52208228155178,0.0,0.0,294491.1833669499,8.247176401501724,0.0,0.0,303105.605177,8.52208228155178,0.0,0.0,293328.00501,100.85044797526481,0.0,0.0,303105.605177,244.79491664259427,0.0
RLB-78624,1e-05,1e-05,1,419.28506382831364,82.6179675865387,16.311848604316033,-2.4843117680604285,Bd RLB-78624,963.7342707670947,315561.3079121845,0.0,0.0,452.93157452909725,285023.1168239086,0.0,0.0,8.39775764562433,315561.3079121845,0.0,0.0,8.126862237700964,305381.9108827592,0.0,0.0,8.39775764562433,315561.3079121845,0.0,0.0,8.126862237700964,456241.4262621837,0.0,0.0,8.39775764562433,715535.934633854,0.0,0.0,8.39775764562433,498720.8192612717,0.0,0.0,8.126862237700964,305944.38354942866,0.0,0.0,8.39775764562433,315561.3079121845,0.0,0.0,355.5255888377623,305381.9108827592,0.0,0.0,884.1122896877472,315561.3079121845,0.0,0.0
RLB-90523,2139.400634765625,648.30322265625,1,1262.6394467446744,356.8549895945916,70.46190780407301,-18.07444512581679,Bd RLB-90523,3610.7312344379475,710813.5942903615,0.0,0.0,1716.5978628134587,642025.1819396814,0.0,0.0,35.51412541913657,710813.5942903615,0.0,0.0,34.36850847013216,687884.1235068014,0.0,0.0,35.51412541913657,710813.5942903615,0.0,0.0,34.36850847013216,687884.1235068014,0.0,0.0,35.51412541913657,710813.5942903615,0.0,0.0,35.51412541913657,710813.5942903615,0.0,0.0,34.36850847013216,687884.1235068014,0.0,0.0,35.51412541913657,710813.5942903615,0.0,0.0,1577.112630815267,687884.1235068014,0.0,0.0,3396.9183566720267,710813.5942903615,0.0,0.0
RLB-71507,5184.027688311721,1570.9174813065822,1,3752.5557326130356,1528.16933815474,214.82379553588376,-51.64612900560361,Bd RLB-71507,12186.346891309573,1347410.75781289,0.0,0.0,5732.921440569013,1217016.1683471263,0.0,0.0,41.22982302394354,1347410.75781289,0.0,0.0,39.89982873284858,1303945.8946576354,0.0,0.0,41.22982302394354,1347410.75781289,0.0,0.0,39.89982873284858,1303945.8946576354,0.0,0.0,41.22982302394354,1347410.75781289,0.0,0.0,41.22982302394354,1347410.75781289,0.0,0.0,39.89982873284858,1303945.8946576354,0.0,0.0,41.22982302394354,1347410.75781289,0.0,0.0,5241.213807371842,1303945.8946576354,0.0,0.0,11437.098817947797,1347410.75781289,0.0,0.0
RLB-79203,2186.623828125,662.61328125,1,1539.4076306718346,498.40560793005693,84.45079548893648,-16.392608827473268,Bd RLB-79203,4388.235336881622,733625.3556319028,0.0,0.0,2108.976186532187,662629.3534739767,0.0,0.0,35.484186863852294,733625.3556319028,0.0,0.0,34.33953567469577,709960.0215792607,0.0,0.0,35.484186863852294,733625.3556319028,0.0,0.0,34.33953567469577,709960.0215792607,0.0,0.0,35.484186863852294,733625.3556319028,0.0,0.0,35.484186863852294,733625.3556319028,0.0,0.0,34.33953567469577,709960.0215792607,0.0,0.0,35.484186863852294,733625.3556319028,0.0,0.0,2030.2273581910542,709960.0215792607,0.0,0.0,4203.396903211643,733625.3556319028,0.0,0.0
RLB-69486,914.783203125,277.20703125,1,1048.9455656490484,357.29584886042863,53.326039330933,-9.450558083612806,Bd RLB-69486,3041.8656515182156,499828.44850620197,0.0,0.0,1471.0441083427545,451457.95348947274,0.0,0.0,41.63795048317595,499828.44850620197,0.0,0.0,40.294790790170275,483704.9501672922,0.0,0.0,41.63795048317595,499828.44850620197,0.0,0.0,40.294790790170275,483704.9501672922,0.0,0.0,41.63795048317595,499828.44850620197,0.0,0.0,41.63795048317595,499828.44850620197,0.0,0.0,40.294790790170275,483704.9501672922,0.0,0.0,41.63795048317595,499828.44850620197,0.0,0.0,1336.5056222165001,483704.9501672922,0.0,0.0,2889.578964339371,499828.44850620197,0.0,0.0
RLB-61821,9707.438232421875,2941.64794921875,1,6092.635710056538,1085.5830214306648,314.1874273768497,-87.68712418710273,Bd RLB-61821,0.0,2166449.2033437435,18135.750186662914,0.0,0.0,1956792.8288266072,8515.60132609916,0.0,0.0,2166449.2033437435,41.387430323434046,0.0,0.0,2096563.7451713649,40.05235192590391,0.0,0.0,2166449.2033437435,41.387430323434046,0.0,0.0,3063542.7078821347,40.05235192590391,0.0,0.0,5459608.024395433,41.387430323434046,0.0,0.0,3450315.5210018754,41.387430323434046,0.0,0.0,2096563.7451713649,40.05235192590391,0.0,0.0,2166449.2033437435,41.387430323434046,0.0,0.0,2096563.7451713649,7231.933446315493,0.0,0.0,2166449.2033437435,16723.40244108414,0.0
RLB-69569,729.08408203125,220.9345703125,1,713.3886113410747,218.9093700066278,36.37538507739408,-6.923650238977099,Bd RLB-69569,1813.3312753281978,452031.49106720136,0.0,0.0,870.7685352408263,408286.50806069805,0.0,0.0,35.60879540039953,452031.49106720136,0.0,0.0,34.460124581031806,437449.83006503363,0.0,0.0,35.60879540039953,452031.49106720136,0.0,0.0,34.460124581031806,437449.83006503363,0.0,0.0,35.60879540039953,452031.49106720136,0.0,0.0,35.60879540039953,452031.49106720136,0.0,0.0,34.460124581031806,437449.83006503363,0.0,0.0,35.60879540039953,452031.49106720136,0.0,0.0,807.638677194474,437449.83006503363,0.0,0.0,1724.37208974345,452031.49106720136,0.0,0.0
RLB-67876,862.92099609375,261.4912109375,1,329.4399971398697,162.0881605636319,23.16567342614505,-8.533915569650055,Bd RLB-67876,1218.4522923649738,458482.1862253406,0.0,0.0,585.0244552350414,414112.94239708176,0.0,0.0,35.68047396658899,458482.1862253406,0.0,0.0,34.5294909354087,443692.4382825876,0.0,0.0,35.68047396658899,458482.1862253406,0.0,0.0,34.5294909354087,447603.5494028351,0.0,0.0,35.68047396658899,533955.0649573267,0.0,0.0,35.68047396658899,494611.7864062657,0.0,0.0,34.5294909354087,443692.4382825876,0.0,0.0,35.68047396658899,458482.1862253406,0.0,0.0,559.7414178070903,443692.4382825876,0.0,0.0,1130.0358200709227,458482.1862253406,0.0,0.0
RLB-67504,8812.658056640625,2670.50244140625,1,2855.8061324095543,1650.7992421644972,219.90349181232858,-76.3508494106064,Bd RLB-67504,11535.948373421872,1922259.246820407,0.0,0.0,5443.83074797583,1736234.158418432,0.0,0.0,35.33401688627314,1922259.246820407,0.0,0.0,34.194209889941746,1860250.8840197485,0.0,0.0,35.33401688627314,1922259.246820407,0.0,0.0,34.194209889941746,1860250.8840197485,0.0,0.0,35.33401688627314,1922259.246820407,0.0,0.0,35.33401688627314,1922259.246820407,0.0,0.0,34.194209889941746,1860250.8840197485,0.0,0.0,35.33401688627314,1922259.246820407,0.0,0.0,5486.033822743908,1860250.8840197485,0.0,0.0,10826.396334392235,1922259.246820407,0.0,0.0
RLB-91573,167.1793212890625,50.660400390625,1,258.146084953812,63.32786857001022,11.841064500266409,-2.388110753542828,Bd RLB-91573,668.916243348295,336865.3222247599,0.0,0.0,317.6470660312473,304265.4523320412,0.0,0.0,15.274009476873935,336865.3222247599,0.0,0.0,14.78129949374897,325998.698927187,0.0,0.0,15.274009476873935,336865.3222247599,0.0,0.0,14.78129949374897,332160.0102216228,0.0,0.0,15.274009476873935,369592.74953585456,0.0,0.0,15.274009476873935,348005.1947216795,0.0,0.0,14.78129949374897,325998.698927187,0.0,0.0,15.274009476873935,336865.3222247599,0.0,0.0,270.52198480367576,325998.698927187,0.0,0.0,625.3010509868918,336865.3222247599,0.0,0.0
RLB-64626,667.384716796875,202.23779296875,1,685.4178497981093,217.78817525815418,34.91573512096918,-8.312427778633616,Bd RLB-64626,1672.6239428945134,440744.9196763235,0.0,0.0,797.6740546126784,398092.1855140986,0.0,0.0,35.61531936696547,440744.9196763235,0.0,0.0,34.46643809706336,426527.3416222485,0.0,0.0,35.61531936696547,440744.9196763235,0.0,0.0,34.46643809706336,445821.803202937,0.0,0.0,35.61531936696547,535520.5706810133,0.0,0.0,35.61531936696547,473227.2721739671,0.0,0.0,34.46643809706336,426527.3416222485,0.0,0.0,35.61531936696547,440744.9196763235,0.0,0.0,695.1936361278458,426527.3416222485,0.0,0.0,1563.644301488748,440744.9196763235,0.0,0.0
RLB-64724,767.222607421875,232.49169921875,1,784.6436455927377,307.1254860182727,41.87601850587346,-9.78350754735986,Bd RLB-64724,0.0,464071.47418273427,2299.60735045072,0.0,0.0,419161.331519889,1092.3224141894261,0.0,0.0,464071.47418273427,41.96638494042454,0.0,0.0,449101.4266284525,40.61263058750762,0.0,0.0,464071.47418273427,41.96638494042454,0.0,0.0,628296.8129150751,40.61263058750762,0.0,0.0,1014635.6350731661,41.96638494042454,0.0,0.0,660568.5682454128,41.96638494042454,0.0,0.0,449101.4266284525,40.61263058750762,0.0,0.0,464071.47418273427,41.96638494042454,0.0,0.0,449101.4266284525,939.9113289158616,0.0,0.0,464071.47418273427,2127.938000187312,0.0
RLB-74577,19884.0984375,6025.484375,1,7354.992390081804,3136.621105996704,506.67825893505153,-172.48698876135097,Bd RLB-74577,26094.090135194998,3857441.2609375,0.0,0.0,12306.229791486572,3484140.49375,0.0,0.0,35.238809374742466,3857441.2609375,0.0,0.0,34.10207358846045,3733007.671875,0.0,0.0,35.238809374742466,3857441.2609375,0.0,0.0,34.10207358846045,3733007.671875,0.0,0.0,35.238809374742466,3857441.2609375,0.0,0.0,35.238809374742466,3857441.2609375,0.0,0.0,34.10207358846045,3733007.671875,0.0,0.0,35.238809374742466,3857441.2609375,0.0,0.0,11239.36747037938,3733007.671875,0.0,0.0,24375.981321752188,3857441.2609375,0.0,0.0
RLB-75212,83526.11147460937,25310.94287109375,1,17880.3411894913,6644.064436843129,1493.094111810947,-632.7115879954855,Bd RLB-75212,80283.14971638644,13841523.124365235,0.0,0.0,37979.4840471208,12502020.886523437,0.0,0.0,35.238809374742466,13841523.124365235,0.0,0.0,34.10207358846045,13395022.378417969,0.0,0.0,35.238809374742466,13841523.124365235,0.0,0.0,34.10207358846045,13395022.378417969,0.0,0.0,35.238809374742466,14087912.397428466,0.0,0.0,35.238809374742466,13841523.124365235,0.0,0.0,34.10207358846045,13395022.378417969,0.0,0.0,35.238809374742466,13841523.124365235,0.0,0.0,34685.256394360724,13395022.378417969,0.0,0.0,74582.64581537765,13841523.124365235,0.0,0.0
RLB-67959,2834.1867919921874,858.844482421875,1,1245.0691441441663,475.81566525551773,79.54697957209129,-28.08578243440194,Bd RLB-67959,3995.6854917046435,829814.5586962258,0.0,0.0,1876.642806907018,749509.9239836878,0.0,0.0,35.49467610109378,829814.5586962258,0.0,0.0,34.34968654944559,803046.3471253798,0.0,0.0,35.49467610109378,829814.5586962258,0.0,0.0,34.34968654944559,1099541.5955859341,0.0,0.0,35.49467610109378,1838163.6898466034,0.0,0.0,35.49467610109378,1222031.679546974,0.0,0.0,34.34968654944559,803046.3471253798,0.0,0.0,35.49467610109378,829814.5586962258,0.0,0.0,1633.3487500961917,803046.3471253798,0.0,0.0,3689.094645314588,829814.5586962258,0.0,0.0
RLB-70907,3730.46630859375,1130.4443359375,1,1970.6438800318538,722.244092438799,118.60607834357748,-33.10000420070719,Bd RLB-70907,6039.428451588587,1013430.5577005239,0.0,0.0,2852.1527820555925,915356.6327617634,0.0,0.0,35.43112322170191,1013430.5577005239,0.0,0.0,34.28818376293733,980739.2493876037,0.0,0.0,35.43112322170191,1013430.5577005239,0.0,0.0,34.28818376293733,980739.2493876037,0.0,0.0,35.43112322170191,1013430.5577005239,0.0,0.0,35.43112322170191,1013430.5577005239,0.0,0.0,34.28818376293733,980739.2493876037,0.0,0.0,35.43112322170191,1013430.5577005239,0.0,0.0,2644.922338116607,980739.2493876037,0.0,0.0,5683.573233618528,1013430.5577005239,0.0,0.0
RLB-71508,414.1588623046875,125.502685546875,1,289.99639752338595,132.16056548415563,17.17142515028416,-5.840688011381499,Bd RLB-71508,846.837102510923,381480.53996909806,0.0,0.0,399.35055511029356,344563.06835918536,0.0,0.0,24.37671351931029,381480.53996909806,0.0,0.0,23.59036792191318,369174.7160991272,0.0,0.0,24.37671351931029,381480.53996909806,0.0,0.0,23.59036792191318,573650.7635474699,0.0,0.0,24.37671351931029,1016704.8940103203,0.0,0.0,24.37671351931029,741186.7148612334,0.0,0.0,23.59036792191318,398014.4744610197,0.0,0.0,24.37671351931029,381480.53996909806,0.0,0.0,358.7362557195676,369174.7160991272,0.0,0.0,774.6863411988977,381480.53996909806,0.0,0.0
RLB-68435,484.62788085937495,146.85693359375,1,412.00547203677286,195.01610033929006,23.766766776050172,-5.8747464103662,Bd RLB-68435,1195.2520989974194,399797.89675392874,0.0,0.0,576.6073820198467,361107.7777132259,0.0,0.0,27.594672073057268,399797.89675392874,0.0,0.0,26.70452136102316,386901.1904070278,0.0,0.0,27.594672073057268,399797.89675392874,0.0,0.0,26.70452136102316,386901.1904070278,0.0,0.0,27.594672073057268,399797.89675392874,0.0,0.0,27.594672073057268,399797.89675392874,0.0,0.0,26.70452136102316,386901.1904070278,0.0,0.0,27.594672073057268,399797.89675392874,0.0,0.0,536.9417524386624,386901.1904070278,0.0,0.0,1131.7971884128262,399797.89675392874,0.0,0.0
