,1,18,19,20_p1,20_p2,21
0,15.089300620349482,15.030730237472879,15.033140248898835,15.09000305580873,15.08725013596474,15.110328089825613
1,15.020888824152612,14.9774271728031,14.982488606857052,15.02418241697293,15.019947935293507,15.056296914331831
2,14.965041259376779,14.928587491930177,14.936474296154737,14.971263149114435,14.965590704902082,15.014904251445342
3,14.920004328228345,14.883970156102118,14.894836284583182,14.929234296817892,14.921981359497643,14.985515209029863
4,14.883199789287456,14.842493327050423,14.856479226105872,14.895492866458497,14.886515149497894,14.965568934023086
5,14.850440572637932,14.802007433459286,14.819265839837838,14.865903149355024,14.855082787069973,14.950753512120311
6,14.81933298687387,14.761397321808957,14.78207508402822,14.838100986324251,14.825352196500507,14.938474970688517
7,14.789395971665941,14.72070860550189,14.744920205281534,14.811593152293659,14.796862921757928,14.927994611062417
8,14.75980806631883,14.67962316990976,14.707471280508653,14.785559727975084,14.768810870867418,14.918372122465033
9,14.730466004067008,14.638247707803735,14.669814638620005,14.75988494342855,14.741095647172362,14.909373511140927
10,14.701056856838317,14.596481818842147,14.63184069413592,14.734251917709871,14.713407520912295,14.900625384086108
11,14.671459719584982,14.554297255048713,14.593514396341572,14.708535554189586,14.685624917376739,14.891973557307963
12,14.692311570342085,14.51167654576807,14.554812233471829,14.73293901203249,14.707396745167893,14.93760515934504
13,14.674037242292549,14.468929329413822,14.516025705286317,14.71853810694093,14.690686115799144,14.942283466195999
14,14.704966089465149,14.426052346140596,14.477143708569077,14.753005364564418,14.722351249362378,14.999428290484232
15,14.693605772667595,14.387106296137999,14.442197266878988,14.745870626011323,14.71310062628549,15.010250807540578
16,19.453108016201924,14.34992346116083,14.409006599522245,18.9948702320754,19.10303756944188,18.030293944176037
17,20.0,14.31690034550063,14.379951323065836,19.84825959712455,19.974885415959093,18.68966822532343
18,20.0,14.285948637854759,14.35293354177903,20.0,20.0,18.839493986227062
19,20.0,14.255802134200843,14.326606281448733,20.0,20.0,18.968768416916006
20,20.0,14.227086675428165,14.301631295469807,20.0,20.0,19.094570632266453
21,20.0,14.197593403484943,14.275397363541213,20.0,20.0,19.219049263348214
22,20.0,14.168488867379214,14.249322430366556,20.0,20.0,19.342896480333344
23,20.0,14.136801110416098,14.220882939877082,20.0,20.0,19.46594416759801
24,20.0,14.104863308477206,14.192255349611013,20.0,20.0,19.5883936824195
25,20.0,14.070696946221357,14.161743365904103,20.0,20.0,19.710109887423986
26,20.0,14.036104053874105,14.130923960999924,20.0,20.0,19.83124178967218
27,20.0,13.998551447581622,14.097482287476119,20.0,20.0,19.951267439686397
28,16.6405660463592,13.959899253329388,14.063002977978405,16.710685018583675,16.671744669013666,16.88207233396242
29,16.018218236108833,13.918828007477952,14.025634883850067,16.112245436133314,16.07106579965122,16.296527832418793
30,15.871856772622,13.876478912040785,13.986893242100516,15.976790536145234,15.93433520659216,16.17310088093236
31,15.807950870567952,13.833558996128538,13.947555512277024,15.920616241711716,15.876152340933553,16.135215008485794
32,20.0,13.789810746106099,13.907374479192972,20.0,20.0,19.301438104925325
33,20.0,13.750032986082672,13.871145948643484,20.0,20.0,19.986142149030407
34,20.0,13.710999595968023,13.835638989957982,20.0,20.0,20.0
35,20.0,13.672581423220256,13.80073215620755,20.0,20.0,20.0
36,20.0,13.634214535184062,13.765862192206308,20.0,20.0,20.0
37,20.0,13.596106749737752,13.731224392918744,20.0,20.0,20.0
38,20.0,13.558222248354472,13.6967803951137,20.0,20.0,20.0
39,20.0,13.52022074794649,13.66220165565415,20.0,20.0,20.0
40,20.0,13.482100612377565,13.627488744291611,20.0,20.0,20.0
41,20.0,13.443883917091487,13.592664417371331,20.0,20.0,20.0
42,20.0,13.405584244998717,13.55774265042308,20.0,20.0,20.0
43,20.0,13.36630165660175,13.521861633271946,20.0,20.0,20.0
44,20.0,13.326081280825152,13.485074867817625,20.0,20.0,20.0
45,20.0,13.284403859692567,13.44689170862263,20.0,20.0,20.0
46,17.56599999078138,13.241340783648852,13.40739125784263,17.697923472160948,17.64017097707127,18.088727436438692
47,17.100346116177708,13.196298267260312,13.366008797336839,17.266875229972054,17.201457655779823,17.71913642686885
48,16.92559060518958,13.149390910312112,13.322867486105116,17.106856733176706,17.03916114763366,17.581687725399902
49,16.85088664624269,13.102532051234434,13.279809866413398,17.042455567591364,16.972335791258153,17.54024593123507
50,16.794109571500787,13.055635584915807,13.23673727752858,16.994959254534745,16.92219425725045,17.517210589957504
51,16.74848696546612,13.012348613004747,13.197289734060774,16.958247102298323,16.882681852013825,17.50610540247778
52,16.701366758315046,12.967889006402562,13.15667107705003,16.919912532281003,16.841544159185187,17.493452346011996
53,16.65196125797744,12.922388016350318,13.114982836151349,16.879202745409565,16.798084061105392,17.478078925503723
54,16.602423652854508,12.876954370485105,13.073329355876808,16.83825615217821,16.754425411259014,17.462215791521295
55,16.552016808213374,12.830896975773758,13.031055088474881,16.796369795620727,16.709839595813374,17.44535268006087
56,16.5011478867994,12.784357881801421,12.988308150938694,16.75395589814537,16.664729759828088,17.42797187217084
57,16.44999575232998,12.737414538596438,12.945167053704163,16.71119550767646,16.6192733130656,17.410282982584942
58,16.398645869395914,12.690108506973754,12.9016735005905,16.66817655905811,16.5735565353746,17.392387232323784
59,16.34493841733268,12.64142902006509,12.856814115976439,16.622764671999818,16.52546916411446,17.37197880673135
60,16.33708653327164,12.590212221033287,12.8094215527904,16.622776295010905,16.522303604042587,17.40064284358156
61,16.2954734281461,12.541680767287787,12.764690450360323,16.589137576122113,16.485786337187086,17.393605669543646
62,16.305582313710012,12.494475450472226,12.721251679440911,16.60669035303587,16.499961359947765,17.441349133994322
63,16.281087514208885,12.461044328127308,12.691499505456642,16.59078834660496,16.481983041568824,17.446571885890787
64,20.0,12.432802667584927,12.666826783582117,20.0,20.0,20.0
65,20.0,12.41885747458835,12.655842763245653,20.0,20.0,20.0
66,20.0,12.41242738743498,12.651947017094285,20.0,20.0,20.0
67,20.0,12.41125095049046,12.652344973127468,20.0,20.0,20.0
68,20.0,12.416385803006825,12.657352658637368,20.0,20.0,20.0
69,20.0,12.42092656612437,12.659241841227262,20.0,20.0,20.0
70,20.0,12.429529571139579,12.663808405170442,20.0,20.0,20.0
71,20.0,12.43343382745276,12.663946138526189,20.0,20.0,20.0
72,20.0,12.439419053001245,12.666333456307546,20.0,20.0,20.0
73,20.0,12.436791334682706,12.663975348865076,20.0,20.0,20.0
74,20.0,12.43324084446095,12.66213160387578,20.0,20.0,20.0
75,20.0,12.42155914956967,12.654296634645235,20.0,20.0,20.0
76,17.59768935866014,12.407921490759534,12.645246435835237,17.844553585405755,17.771889173269777,18.430403137164927
77,17.14958158233988,12.388899213505907,12.629211867200581,17.448238279487832,17.365807262521233,18.12993971087909
78,17.039794856328417,12.366679700150836,12.609605132560393,17.35236530430218,17.26756379469129,18.0639338672298
79,16.984630759135253,12.341195287602805,12.585213163798336,17.3040298796401,17.217033782107343,18.038096470111228
80,20.0,12.311216880761746,12.556070974480342,20.0,20.0,20.0
81,20.0,12.292695905033435,12.538309969552717,20.0,20.0,20.0
82,20.0,12.275767827912617,12.522146962087922,20.0,20.0,20.0
83,20.0,12.259320492581306,12.506536419100213,20.0,20.0,20.0
84,20.0,12.241269944670437,12.48941073445958,20.0,20.0,20.0
85,20.0,12.22316830565541,12.47225591930377,20.0,20.0,20.0
86,20.0,12.204920835593034,12.454969467642687,20.0,20.0,20.0
87,20.0,12.186368317921815,12.437393567581367,20.0,20.0,20.0
88,20.0,12.167412621646166,12.419432915540474,20.0,20.0,20.0
89,20.0,12.148288674730283,12.401312744888827,20.0,20.0,20.0
90,20.0,12.12895175828197,12.382988448462571,20.0,20.0,20.0
91,20.0,12.113440784413978,12.368537306657073,20.0,20.0,20.0
92,20.0,12.092778612679357,12.348969282660018,20.0,20.0,20.0
93,20.0,12.068997982343557,12.326349218292162,20.0,20.0,20.0
94,18.206454309354463,12.04406316935501,12.302654891153395,18.435267995282175,18.363201926076595,19.041574443389727
95,17.85547413642398,12.017479263539526,12.277395472354193,18.133438391284894,18.05021812290956,18.848585723080426
96,17.705113369852377,11.989896571852734,12.251226324120246,17.99906962599943,17.913118447578686,18.744340551308348
97,17.63734639493901,11.9611764342097,12.22401180138008,17.940782378430384,17.852649205506168,18.70788461524201
98,17.583360131884046,11.931181004529737,12.19561649716362,17.89497535208751,17.804563977906348,18.683754621512847
99,17.530409648200063,11.899405501491163,12.165550187366685,17.849948764771792,17.75717484995565,18.660905103543417
100,17.476771550445893,11.86599447155653,12.133962584302525,17.804184306335742,17.708982454823136,18.637822523074114
101,17.422284653917917,11.831031779277005,12.100940766324193,17.757564654229782,17.659873793406586,18.61438606420726
102,17.36685451488855,11.794495717064198,12.066465419350171,17.710010367926152,17.609770885059454,18.590513765788543
103,17.312843025039694,11.757856979302272,12.03197291118752,17.66383981916305,17.560997096341914,18.568481875321755
104,17.25899995718808,11.720579399625795,11.996919849374937,17.617811729077758,17.512326098721992,18.546942248650456
105,17.20648315858202,11.683465312852848,11.962082376614559,17.573058418653318,17.464900770731045,18.526944268975416
106,17.154304793011065,11.646095195190389,11.927034145592199,17.52859964788311,17.417753961281726,18.50741204437623
107,17.1037214942589,11.60931930647352,11.892598297851915,17.485663610046455,17.372123137266705,18.48949864690787
108,17.10450903978274,11.572739991683271,11.858369248600905,17.493601722331285,17.376815544413244,18.526467279771172
109,17.066437862838907,11.536240948920483,11.82422679456144,17.462857670007274,17.34316010919143,18.522467485278995
110,17.077790372016118,11.499772499364523,11.790118349268136,17.481066488625366,17.35797712259562,18.57088730121819
111,17.0460955131904,11.466804044496362,11.759498870731893,17.456805186372012,17.33102211052638,18.57199167800971
112,20.0,11.434980549875828,11.730006244912625,20.0,20.0,20.0
113,20.0,11.407720502314733,11.705021423463194,20.0,20.0,20.0
114,20.0,11.382902558752946,11.682411323676495,20.0,20.0,20.0
115,20.0,11.3584804583909,11.660076240724484,20.0,20.0,20.0
116,20.0,11.335009686003453,11.638612914567567,20.0,20.0,20.0
117,20.0,11.31062202615556,11.615745624310385,20.0,20.0,20.0
118,20.0,11.286690877462057,11.593097644557638,20.0,20.0,20.0
119,20.0,11.26065279344832,11.568558773521374,20.0,20.0,20.0
120,20.0,11.234262858747623,11.543733911016567,20.0,20.0,20.0
121,20.0,11.205804923586577,11.517169265106267,20.0,20.0,20.0
122,20.0,11.176442429812578,11.489797261386702,20.0,20.0,20.0
123,20.0,11.146266233862454,11.461925432227698,20.0,20.0,20.0
124,17.774937463111105,11.115911688541253,11.433906221831325,18.073596191424805,17.980499265377077,18.888508963663877
125,17.341485366183125,11.08405136692186,11.403863597600417,17.702341562816738,17.594789540857857,18.663541150573348
