,1,18,19,20_p1,20_p2,21
0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0
16,9.130302534718577,0.0,0.0,27.982258578940268,9.088254794178361,80.41633668033799
17,8.28530488378122,0.0,0.0,27.982258578940268,9.088254794178361,80.41633668033799
18,7.934954171630995,0.0,0.0,27.461811427991435,8.632968217291214,80.41633668033799
19,7.694736495666437,0.0,0.0,26.416347533793292,8.353246043843832,80.41633668033799
20,7.463243395970163,0.0,0.0,25.585556260568634,8.092298783489072,80.41633668033799
21,7.243797871205401,0.0,0.0,24.797023652152575,7.844950525904535,80.41633668033799
22,7.033814755763864,0.0,0.0,24.040992853281065,7.607838480849909,80.41633668033799
23,6.83614435437491,0.0,0.0,23.328916327776255,7.385059700784281,80.41633668033799
24,6.6473975126765765,0.0,0.0,22.647248842610704,7.1718645580153435,80.41633668033799
25,6.469557306420201,0.0,0.0,22.003967685164316,6.971133085527814,80.41633668033799
26,6.299923593459762,0.0,0.0,21.38894104647811,6.779315743229732,80.41633668033799
27,6.141274874900154,0.0,0.0,20.813648962982032,6.600431194336376,80.41633668033799
28,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0
32,7.6932895748322885,0.0,0.0,25.828495882469873,8.199292122133741,80.41633668033799
33,6.081291169343553,0.0,0.0,20.420479237867337,6.497465136707387,80.41633668033799
34,5.936577851945067,0.0,0.0,19.90072720151775,6.335303070613469,74.74897230211418
35,5.7978233421817,0.0,0.0,19.401011152934082,6.179378574256794,72.32037424860377
36,5.665200677854454,0.0,0.0,18.922360469977807,6.03010992858188,70.06064935619916
37,5.537707879924336,0.0,0.0,18.461455531475693,5.886435711175694,67.88470204482297
38,5.415391470757573,0.0,0.0,18.018504838583752,5.748413767051731,65.79327226953907
39,5.29886948193363,0.0,0.0,17.59560849127421,5.616710671747536,63.79340732810727
40,4.56149893693091,0.0,0.0,15.04431024369388,4.8248096369606355,52.383993331680124
41,4.452358579869056,0.0,0.0,14.647371297647044,4.701523116959646,50.511400392885065
42,4.4017682064949755,0.0,0.0,14.451501165845892,4.640622819040999,49.5266503364684
43,4.304604196466346,0.0,0.0,14.09597290987615,4.530360514165726,47.83482394535718
44,4.3329734185177875,0.0,0.0,14.171028995940336,4.5536241195951055,48.032652900493375
45,4.2488609232800885,0.0,0.0,13.860345445496394,4.457505911194022,46.52586996060851
46,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0
64,7.148114051251958,0.0,0.0,22.598826706311193,7.309383996537009,69.53692622217429
65,5.684492667460386,0.0,0.0,17.98528163526803,5.823404175776064,54.403877052828385
66,5.5831894189190985,0.0,0.0,17.631761601992398,5.706962705720118,53.48931123549171
67,5.420748330306277,0.0,0.0,17.071504482944224,5.525346616292088,51.67132277981495
68,5.256795350082401,0.0,0.0,16.506716150078283,5.342085004343973,49.86642870886674
69,5.099373983092337,0.0,0.0,15.972054155469822,5.169215175650469,48.1067615510713
70,4.942797507932188,0.0,0.0,15.44196311109906,4.997653805473739,46.38714652534323
71,4.797774417472001,0.0,0.0,14.956532781951694,4.841315569414412,44.750419823981964
72,4.657165160968608,0.0,0.0,14.484091925555026,4.688887767986915,43.192447706340225
