;id;Name;End Use;Height;Floors;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Envelope;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg]
1_0;1;Piovego;Services;12.0;4;0.98;1.25;A-A split;Traditional Gas Boiler, Centralized, Low Temp Radiator;1981-1990;True;10952.695092773438;2920.71869140625;38;4153.771454462843;605.2064898711154;182.04852092278725;-68.81774093563557;6114.15661350884;1393245.4929723;0.0;0.0;118.36956248754852;1693069.3199473668;0.0;0.0;114.55118950407922;1603838.9532644628;0.0;0.0;118.36956248754852;1717457.321020609;0.0;0.0;1693.7983405240504;8084520.586385641;0.0;0.0;1541.952608054741;12871867.919469386;0.0;0.0;1763.9464645049377;12078047.86945636;0.0;0.0;1735.3200660913617;5940386.559604146;0.0;0.0;118.36956248754852;1717457.321020609;0.0;0.0;4403.827159929171;1456657.8731672016;0.0;0.0;17722.66112957983;48556549.21630808;0.0;0.0
18_0;18;RB3;Residential;10.0;3;1.07;0.8;A-A split;Oil Boiler, Centralized, High Temp Radiator;1981-1990;True;2625.2303710937504;984.4613891601564;13;2475.8689093238086;418.33144045087676;115.93843112679187;-32.051554204009484;0.0;1783326.212351776;2560.0021765603833;0.0;0.0;2126273.5608809637;255.32841242503582;0.0;0.0;2057684.0911751261;244.85731117308828;0.0;0.0;2126273.5608809637;253.34695598636856;0.0;0.0;3147009.299459895;243.96449263718105;0.0;0.0;4978113.190027011;255.09235073583224;0.0;0.0;3659438.8574090707;254.9866669405835;0.0;0.0;2100153.2598492824;245.55029277350414;0.0;0.0;2126273.5608809637;255.58106070069977;0.0;0.0;1850478.7406962255;1925.6323538918036;0.0;0.0;25955024.333611276;6494.34207382448;0.0
19_0;19;RB4;Residential;14.0;4;0.91;2.0;A-W chiller, Centralized, Fan coil;A-W Heat Pump, Single, Fan coil;1981-1990;True;9912.366953125;1416.052421875;18;3280.1872881346007;597.6665500805468;208.6333076847006;-72.37083526608464;0.0;17849430.579245534;0.0;0.0;0.0;7035744.829580947;0.0;0.0;0.0;6803833.682550757;0.0;0.0;0.0;7027075.493711448;0.0;0.0;0.0;9304050.678024946;0.0;0.0;0.0;13421699.284262031;0.0;0.0;0.0;10237896.583438225;0.0;0.0;0.0;6870492.483371956;0.0;0.0;0.0;7029109.728431835;0.0;0.0;0.0;14332656.154862199;0.0;0.0;0.0;99911989.49747987;0.0;0.0
20_0;20;TorreArchimede;Services;24.0;8;1.02;1.2;A-W chiller, Centralized, Fan coil;Stove;1981-1990;True;37123.40852281748;10312.057923004855;134;13384.891623584497;2522.469026003746;609.7977424186616;-245.68873504289334;0.0;3537827.3462836216;0.0;49752.483849316086;0.0;4330778.4991974365;0.0;736.5172957931435;0.0;4068861.448226165;0.0;712.7586733482034;0.0;4416884.182854527;0.0;736.5172957931435;0.0;30896239.884351674;0.0;10539.125105852781;0.0;50602247.5755148;0.0;9594.326280443918;0.0;47090628.32112667;0.0;10975.600928640037;0.0;21859831.533014026;0.0;10788.710796047208;0.0;4416884.182854527;0.0;736.5172957931435;0.0;3709696.691876676;0.0;37058.02866825448;0.0;174929879.66530013;0.0;131630.58618928216
20_1;20;TorreArchimede;Services;24.0;8;1.02;1.2;A-W chiller, Centralized, Fan coil;Stove;1981-1990;True;11547.851906249998;3207.736640625;42;4637.078840837918;898.4155243612643;208.77319663459843;-78.45450607635823;0.0;1164984.0379687499;0.0;15036.428970465839;0.0;1424045.4465117187;0.0;231.46261364009308;0.0;1340091.6436640625;0.0;223.9960777162191;0.0;1450830.0474609374;0.0;231.46261364009308;0.0;10023339.504508112;0.0;3312.0925420409076;0.0;16664172.883701794;0.0;3015.170228470276;0.0;15063474.940589244;0.0;3449.2622124751274;0.0;6879468.449697117;0.0;3390.382991157998;0.0;1450830.0474609374;0.0;231.46261364009308;0.0;1220875.338626953;0.0;12188.052704929201;0.0;56682112.34018962;0.0;41309.77356817585
21_0;21;Dicea;Services;3.0;12;1.08;0.7;A-A split;CondensingBoiler;1981-1990;True;8268.434835598207;47248.199060561186;614;11891.274592595126;739.0189890015446;431.1556284908873;-658.5093367945698;49748.513169501806;16052734.504284512;0.0;0.0;1406.2628920537506;19366040.954037353;0.0;0.0;1360.8995729552425;18181362.589879688;0.0;0.0;1406.2628920537506;19760563.41619304;0.0;0.0;20248.881764379705;104429723.2784141;0.0;0.0;18431.329889355944;152894168.7082283;0.0;0.0;21080.358520843176;168217112.13622347;0.0;0.0;20747.32819757471;88256097.16965137;0.0;0.0;1406.2628920537506;19760563.41619304;0.0;0.0;38038.63298465842;16807661.606976386;0.0;0.0;173874.73277543025;623726027.7800812;0.0;0.0
