;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System ID;Heating System;Cooling System;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
2432709;11.62692307692308;3;university;Before 1930;2432709;Bd2432709;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;57136.16614089355;14742.378296360224;191;35758.2033194225;5156.639632083673;1472.5728112761844;-419.18448943412193;0.0;19053522.173955597;0.0;0.0;747824976.8400943;0.0;0.0;18067354.011808775;0.0;0.0;572469331.5812031;0.0;0.0;20038313.044152457;0.0;0.0;456631897.9543184;0.0;0.0;19217194.88833842;0.0;0.0;131315861.26266755;0.0;0.0;20161411.902927067;0.0;0.0;4041352.627324351;0.0;0.0;125082965.23492526;0.0;0.0;57130168.66698384;-212199602.8240101;0.0;243308348.2113821;0.0;0.0;67548828.73644999;-444024532.23762095;0.0;215520924.73760787;0.0;0.0;72453777.07791214;-387238357.1037927;0.0;53370064.01413247;0.0;0.0;44940920.630551204;-67598808.95054407;0.0;20161411.902927067;0.0;0.0;87867269.99729908;0.0;0.0;19463392.605887637;0.0;0.0;436526061.8781818;0.0;0.0;19792115.32660324;0.0;0.0;672750369.4461248;0.0;0.0;793237018.054648;0.0;0.0;3351500816.699111;-1111061301.115968
2559057;6.875;1;university;Before 1930;2559057;Bd2559057;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;18979.373300135947;2760.6361163834104;36;15741.314369276222;1525.9127531438342;608.6333147289916;-122.6839864194651;0.0;3567934.5896801776;0.0;0.0;250574626.93307084;0.0;0.0;3383266.187437229;0.0;0.0;190214876.17118818;0.0;0.0;3752345.0822545895;0.0;0.0;147812598.84504154;0.0;0.0;3598583.7018864006;0.0;0.0;39837388.55152946;0.0;0.0;3775396.3938263906;0.0;0.0;756777.7598535164;0.0;0.0;34088755.1237813;0.0;0.0;10703763.286342448;-61237467.32562389;0.0;63696612.18475664;0.0;0.0;12649094.500259928;-119260683.8935026;0.0;56803402.64189431;0.0;0.0;13567587.925691726;-106006428.43400228;0.0;12537469.808833601;0.0;0.0;8424220.265256494;-18068392.765369534;0.0;3775396.3938263906;0.0;0.0;27669657.951113738;0.0;0.0;3644686.3250300037;0.0;0.0;146842590.58154535;0.0;0.0;3706242.4591109864;0.0;0.0;225020004.21734187;0.0;0.0;196330090.892318;0.0;0.0;1074073186.988235;-304572972.4184983
3521512;11.74;3;university;1945-1960;3521512;Bd3521512;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;20264.702946401423;5178.373836388779;67;7813.099469736448;2013.8850727163835;370.0387549957206;-143.94304024823438;0.0;6692696.302673566;0.0;0.0;208572436.65927997;0.0;0.0;6346297.146005506;0.0;0.0;160137296.14107928;0.0;0.0;7038611.674944337;0.0;0.0;129639929.52718781;0.0;0.0;6750187.6032529315;0.0;0.0;38899133.37668383;0.0;0.0;7081851.096478183;0.0;0.0;1419556.2132688144;0.0;0.0;36671255.18122835;0.0;0.0;20060711.820697073;-59912607.690148324;0.0;73745114.02180906;0.0;0.0;23727045.96068467;-134405591.66085956;0.0;66068404.60103471;0.0;0.0;25449946.81492045;-117546805.0613997;0.0;17618647.14653283;0.0;0.0;15784246.294271408;-21487797.420841113;0.0;7081851.096478183;0.0;0.0;25131036.860828556;0.0;0.0;6836666.446320624;0.0;0.0;120610363.57441278;0.0;0.0;6952132.831876644;0.0;0.0;187726032.90146884;0.0;0.0;248883715.14863494;0.0;0.0;957157736.1447835;-333352801.8332487
46970558;11.8125;3;university;1945-1960;46970558;Bd46970558;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;34714.49482727051;8816.379638671875;114;12323.448361325882;2779.3607040909365;577.627531694223;-231.4274285600977;0.0;11394571.592354191;0.0;0.0;339919506.418853;0.0;0.0;10804813.771039547;0.0;0.0;262693089.38963738;0.0;0.0;11983505.752217472;0.0;0.0;215064784.36925334;0.0;0.0;11492452.731847618;0.0;0.0;65193926.904820524;0.0;0.0;12057122.522200383;0.0;0.0;2416848.7811110024;0.0;0.0;60732055.642049365;0.0;0.0;34154038.30683448;-98705431.18216445;0.0;121680074.371059;0.0;0.0;40396203.808933906;-221356246.20755345;0.0;107934385.73416439;0.0;0.0;43329508.45063346;-191273875.43012837;0.0;28823523.155985262;0.0;0.0;26873283.396944128;-34496139.25536583;0.0;12057122.522200383;0.0;0.0;43676151.20541771;0.0;0.0;11639686.271813437;0.0;0.0;198538392.22400457;0.0;0.0;11836272.212251652;0.0;0.0;305823973.7300687;0.0;0.0;412435586.27918273;0.0;0.0;1578079706.9865122;-545831692.0752121
131986150;7.7;2;services;1961-1970;131986150;Bd131986150;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1704.200244140625;442.6494140625;6;993.8213575070004;271.115396316321;45.370945109609515;-15.340389663442899;0.0;572094.2887627969;0.0;0.0;22179784.867801365;0.0;0.0;542483.9538245625;0.0;0.0;16820694.281762328;0.0;0.0;601663.2696221719;0.0;0.0;13155124.23378541;0.0;0.0;577008.6675464063;0.0;0.0;3731495.393654059;0.0;0.0;605359.3922295938;0.0;0.0;121344.21845264512;0.0;0.0;4038503.035975814;0.0;0.0;1715079.9106110644;-6911668.920837572;0.0;7810971.975846525;0.0;0.0;2028197.137512062;-14364763.690919926;0.0;6872892.286928352;0.0;0.0;2175471.3741181795;-12429946.479286956;0.0;1779791.8549046237;0.0;0.0;1349243.5259270202;-2367709.1785450424;0.0;605359.3922295938;0.0;0.0;2407337.4803812793;0.0;0.0;584400.91276125;0.0;0.0;12762082.99147388;0.0;0.0;594271.0244073281;0.0;0.0;19984193.671451643;0.0;0.0;25184800.05503902;0.0;0.0;98430049.08693095;-36074088.2695895
131986153;7.2;2;services;Before 1930;131986153;Bd131986153;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1320.6796875;366.85546875;5;1634.6359064204464;287.06862082257373;65.75709635414815;-13.568917739424167;0.0;474135.7647965625;0.0;0.0;27668380.545454748;0.0;0.0;449595.54637875;0.0;0.0;20865783.91708749;0.0;0.0;498641.7101090625;0.0;0.0;15973566.603381164;0.0;0.0;478208.664646875;0.0;0.0;4257674.539462753;0.0;0.0;501704.953273125;0.0;0.0;100566.6984442503;0.0;0.0;4173986.2076490866;0.0;0.0;1421771.8515632602;-7344499.54129639;0.0;7782093.9710147865;0.0;0.0;1680913.1289041732;-14301600.767408932;0.0;7024614.145898509;0.0;0.0;1802969.9020264507;-12814770.106765728;0.0;1690707.9134524465;0.0;0.0;1118284.9041345504;-2385576.8086824203;0.0;501704.953273125;0.0;0.0;2799017.7015647586;0.0;0.0;484335.150975;0.0;0.0;15939081.284010487;0.0;0.0;492515.2237809375;0.0;0.0;24823185.714769322;0.0;0.0;24552244.205248266;0.0;0.0;118451196.7908034;-36846447.224153474
131986154;8.05;2;services;Before 1930;131986154;Bd131986154;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;5158.803979492188;1281.6904296875;17;5357.606641499351;891.4904248455233;215.99266460493888;-47.28321571346693;0.0;1656497.7869430159;0.0;0.0;92413120.08795255;0.0;0.0;1570761.1255931878;0.0;0.0;69661615.1847691;0.0;0.0;1742114.7076461408;0.0;0.0;53649931.917441234;0.0;0.0;1670727.3601779689;0.0;0.0;14595133.021603173;0.0;0.0;1752816.8227340316;0.0;0.0;351351.92445257615;0.0;0.0;13686558.277263423;0.0;0.0;4967483.594542853;-23970862.21439759;0.0;26267181.495655347;0.0;0.0;5872640.464631344;-48353268.352178276;0.0;23751809.592985943;0.0;0.0;6299072.701071493;-43357768.748441935;0.0;5712500.654763668;0.0;0.0;3907116.5914947833;-7963655.854699055;0.0;1752816.8227340316;0.0;0.0;9249650.334078142;0.0;0.0;1692131.5903537502;0.0;0.0;53053546.62321766;0.0;0.0;1720710.4774703598;0.0;0.0;83016839.88985951;0.0;0.0;82976626.71432085;0.0;0.0;397037502.3351144;-123645555.16971686
131986160;6.55;1;services;1971-1980;131986160;Bd131986160;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;1103.1488891601562;168.419677734375;2;764.4053539597063;160.15834247115905;32.806192356903516;-9.347854874141873;0.0;217670.98901773832;0.0;0.0;13930202.747578148;0.0;0.0;206404.82010510942;0.0;0.0;10505898.572364056;0.0;0.0;228921.4234903946;0.0;0.0;8056540.452069884;0.0;0.0;219540.8166165235;0.0;0.0;2152957.2251542504;0.0;0.0;230327.72779947662;0.0;0.0;46169.165749394895;0.0;0.0;2146121.3546859394;0.0;0.0;652782.2226431504;-3868597.233475546;0.0;4140462.971632255;0.0;0.0;771690.4110333526;-7866384.958250824;0.0;3617284.0139099346;0.0;0.0;827725.4552010068;-6808385.911648236;0.0;816398.7558343258;0.0;0.0;513403.2465979611;-1192530.8032240921;0.0;230327.72779947662;0.0;0.0;1443882.88785511;0.0;0.0;222353.42523468751;0.0;0.0;8052476.42237821;0.0;0.0;226108.81487223052;0.0;0.0;12506302.646185124;0.0;0.0;12501922.84099809;0.0;0.0;59460031.45480966;-19735898.9065987
131986174;6.4;1;residential;Before 1930;131986174;Bd131986174;1.0;1.0;IdealLoad;IdealLoad;A-A split;True;1615.6750000000002;252.44921875;3;1681.9373945852863;216.00892616817242;75.14721375782075;-18.348008932974608;0.0;130692.960546875;0.0;0.0;27559016.957439613;0.0;0.0;118045.2546875;0.0;0.0;20760289.298273776;0.0;0.0;130692.960546875;0.0;0.0;15776618.129684657;0.0;0.0;126477.05859375;0.0;0.0;4166969.851055401;0.0;0.0;130692.960546875;0.0;0.0;393932.7151348399;0.0;0.0;2495828.0517818755;0.0;0.0;381225.20819500636;-6092048.850901695;0.0;4888466.349286253;0.0;0.0;393932.7151348399;-12872307.285985105;0.0;4157987.5841694544;0.0;0.0;393932.7151348399;-11084779.342782097;0.0;639087.4290423722;0.0;0.0;381225.20819500636;-1498026.5131152668;0.0;130692.960546875;0.0;0.0;3042188.5452441764;0.0;0.0;126477.05859375;0.0;0.0;16201589.728258153;0.0;0.0;130692.960546875;0.0;0.0;24676736.49392605;0.0;0.0;13205833.58888933;0.0;0.0;114127657.56567633;-31547161.99278416
131986182;3.6;1;university;1945-1960;131986182;Bd131986182;1.0;1.0;IdealLoad;IdealLoad;A-W chiller, Centralized, Fan coil;True;981.52646484375;272.646240234375;4;969.499158114051;142.53011453924097;38.59476752334137;-8.916451302560988;0.0;352376.73864561337;0.0;0.0;17296977.435001247;0.0;0.0;334138.4980956094;0.0;0.0;13190392.683502797;0.0;0.0;370589.50749326963;0.0;0.0;10432697.368855;0.0;0.0;355403.7095527735;0.0;0.0;2939981.206027535;0.0;0.0;372866.1035992267;0.0;0.0;74740.9662912624;0.0;0.0;2547743.084159035;0.0;0.0;1056608.2263750988;-4378770.24575789;0.0;5098126.312471854;0.0;0.0;1249251.227787025;-9337113.116878483;0.0;4533601.31389125;0.0;0.0;1339963.573987886;-8203627.261267443;0.0;1030314.0418420276;0.0;0.0;831055.3743388274;-1335695.6665549562;0.0;372866.1035992267;0.0;0.0;1942115.0056678602;0.0;0.0;359956.90176468756;0.0;0.0;10052950.03543536;0.0;0.0;366036.3152813556;0.0;0.0;15497278.136895351;0.0;0.0;16094018.630395927;0.0;0.0;75904011.24016523;-23255206.290458772
