;id;Floors;Height;Heating System;Cooling System;Name;End Use;Envelope;ExtWallCoeff;VolCoeff;Solar Technologies;Number of occupants;Simulate;Lower End Use;Upper End Use;Solar technologies;TZ info;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone external walls opaque area [m2];Zone external walls glazed area [m2];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Sm3];January electric consumption [MWh];January oil consumption [L];January wood consumption [kg];January Heating Demand [MWh];January Cooling Demand [MWh];February gas consumption [Sm3];February electric consumption [MWh];February oil consumption [L];February wood consumption [kg];February Heating Demand [MWh];February Cooling Demand [MWh];March gas consumption [Sm3];March electric consumption [MWh];March oil consumption [L];March wood consumption [kg];March Heating Demand [MWh];March Cooling Demand [MWh];April gas consumption [Sm3];April electric consumption [MWh];April oil consumption [L];April wood consumption [kg];April Heating Demand [MWh];April Cooling Demand [MWh];May gas consumption [Sm3];May electric consumption [MWh];May oil consumption [L];May wood consumption [kg];May Heating Demand [MWh];May Cooling Demand [MWh];June gas consumption [Sm3];June electric consumption [MWh];June oil consumption [L];June wood consumption [kg];June Heating Demand [MWh];June Cooling Demand [MWh];July gas consumption [Sm3];July electric consumption [MWh];July oil consumption [L];July wood consumption [kg];July Heating Demand [MWh];July Cooling Demand [MWh];August gas consumption [Sm3];August electric consumption [MWh];August oil consumption [L];August wood consumption [kg];August Heating Demand [MWh];August Cooling Demand [MWh];September gas consumption [Sm3];September electric consumption [MWh];September oil consumption [L];September wood consumption [kg];September Heating Demand [MWh];September Cooling Demand [MWh];October gas consumption [Sm3];October electric consumption [MWh];October oil consumption [L];October wood consumption [kg];October Heating Demand [MWh];October Cooling Demand [MWh];November gas consumption [Sm3];November electric consumption [MWh];November oil consumption [L];November wood consumption [kg];November Heating Demand [MWh];November Cooling Demand [MWh];December gas consumption [Sm3];December electric consumption [MWh];December oil consumption [L];December wood consumption [kg];December Heating Demand [MWh];December Cooling Demand [MWh];Total gas consumption [Sm3];Total electric consumption [MWh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [MWh];Total Cooling Demand [MWh]
11;11;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2421.207196875, 'Zone net floor area [m2]': 1036.47568359375, 'Number of units [-]': 13.0, 'Zone external walls opaque area [m2]': 560.5721448092185, 'Zone external walls glazed area [m2]': 80.0817349727455, 'Zone opaque heat transfer loss [W/K]': 288.73863820290467, 'Zone glazed heat transfer loss [W/K]': 157.76101789630863, 'Zone design heating load [kW]': 21.35535364157472, 'Zone design cooling load [kW]': -34.63312042163002}, 'Total': {'Zone volume [m3]': 2421.207196875, 'Zone net floor area [m2]': 1036.47568359375, 'Number of units [-]': 13.0, 'Zone external walls opaque area [m2]': 560.5721448092185, 'Zone external walls glazed area [m2]': 80.0817349727455, 'Zone opaque heat transfer loss [W/K]': 288.73863820290467, 'Zone glazed heat transfer loss [W/K]': 157.76101789630863, 'Zone design heating load [kW]': 21.35535364157472, 'Zone design cooling load [kW]': -34.63312042163002}};2421.207196875;1036.47568359375;13.0;560.5721448092185;80.0817349727455;288.73863820290467;157.76101789630863;21.35535364157472;-34.63312042163002;0.0;9.088665536847108;0.0;0.0;3.09248726072005;0.0;0.0;8.214637259087711;0.0;0.0;2.4383175381490956;0.0;0.0;9.091425536847108;0.0;0.0;2.4067951391547764;-1.6425165802212294;0.0;8.748562777593976;0.0;0.0;2.297861348695839;-4.38085491280836;0.0;9.054165536847107;0.0;0.0;2.1844385705972282;-8.450410716583544;0.0;8.719582777593976;0.0;0.0;2.457460293959513;-7.471617045053774;0.0;9.088665536847108;0.0;0.0;2.1846121539761714;-8.988985591870165;0.0;9.123165536847107;0.0;0.0;2.154892881927172;-7.313478597171758;0.0;8.754082777593975;0.0;0.0;2.1705873910003453;-2.4728725965128144;0.0;9.123165536847107;0.0;0.0;2.2004215080829077;-2.567734803076675;0.0;8.785822777593976;0.0;0.0;2.1531412955936085;-0.460040695023879;0.0;8.987925536847108;0.0;0.0;2.517240817461249;0.0;0.0;106.77986712739339;0.0;0.0;28.258256199317955;-43.7485115383222
12;12;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2795.9442562500003, 'Zone net floor area [m2]': 1196.8939453125001, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 623.3090746004042, 'Zone external walls glazed area [m2]': 89.04415351434345, 'Zone opaque heat transfer loss [W/K]': 328.38240664264737, 'Zone glazed heat transfer loss [W/K]': 175.41698242325657, 'Zone design heating load [kW]': 24.164836329439805, 'Zone design cooling load [kW]': -37.0645146025315}, 'Total': {'Zone volume [m3]': 2795.9442562500003, 'Zone net floor area [m2]': 1196.8939453125001, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 623.3090746004042, 'Zone external walls glazed area [m2]': 89.04415351434345, 'Zone opaque heat transfer loss [W/K]': 328.38240664264737, 'Zone glazed heat transfer loss [W/K]': 175.41698242325657, 'Zone design heating load [kW]': 24.164836329439805, 'Zone design cooling load [kW]': -37.0645146025315}};2795.9442562500003;1196.8939453125001;16.0;623.3090746004042;89.04415351434345;328.38240664264737;175.41698242325657;24.164836329439805;-37.0645146025315;0.0;9.150476466158304;0.0;0.0;4.13779544245059;-0.017670786828252443;0.0;8.27046648556234;0.0;0.0;3.2622735584942286;-0.0038647190753925095;0.0;9.153236466158305;0.0;0.0;2.9824159448398966;-1.2457176865175914;0.0;8.80837980595965;0.0;0.0;2.782118388692798;-3.9367325502656865;0.0;9.115976466158305;0.0;0.0;2.6085129136481937;-8.273064318243085;0.0;8.77939980595965;0.0;0.0;2.9286820394219295;-7.350468710037266;0.0;9.150476466158304;0.0;0.0;2.5876839002514704;-8.926917631420396;0.0;9.184976466158306;0.0;0.0;2.5418330053732383;-7.011414947402807;0.0;8.81389980595965;0.0;0.0;2.540935155816231;-1.846984253760214;0.0;9.184976466158306;0.0;0.0;2.6143139039933496;-2.1716542624630777;0.0;8.845639805959651;0.0;0.0;2.506821958612577;-0.017773726010285377;0.0;9.049736466158306;0.0;0.0;3.4102924485516426;0.0;0.0;107.50764097250908;0.0;0.0;34.90367866014614;-40.802263592024055
13;13;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2740.8625625, 'Zone net floor area [m2]': 1173.314453125, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 609.3108902537326, 'Zone external walls glazed area [m2]': 87.04441289339036, 'Zone opaque heat transfer loss [W/K]': 321.5521717189088, 'Zone glazed heat transfer loss [W/K]': 171.47749339997904, 'Zone design heating load [kW]': 23.653310997300437, 'Zone design cooling load [kW]': -36.57936036097623}, 'Total': {'Zone volume [m3]': 2740.8625625, 'Zone net floor area [m2]': 1173.314453125, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 609.3108902537326, 'Zone external walls glazed area [m2]': 87.04441289339036, 'Zone opaque heat transfer loss [W/K]': 321.5521717189088, 'Zone glazed heat transfer loss [W/K]': 171.47749339997904, 'Zone design heating load [kW]': 23.653310997300437, 'Zone design cooling load [kW]': -36.57936036097623}};2740.8625625;1173.314453125;15.0;609.3108902537326;87.04441289339036;321.5521717189088;171.47749339997904;23.653310997300437;-36.57936036097623;0.0;9.14139102719905;0.0;0.0;3.972655563666703;-0.014002746857521372;0.0;8.2622602826314;0.0;0.0;3.1686650780454757;-0.013988997634392639;0.0;9.144151027199051;0.0;0.0;2.8639781556497605;-1.3107270013976557;0.0;8.799587445676499;0.0;0.0;2.689849344924441;-3.9318548813184018;0.0;9.10689102719905;0.0;0.0;2.5194704406851596;-8.212958971396409;0.0;8.7706074456765;0.0;0.0;2.8314222549991945;-7.144478841772213;0.0;9.14139102719905;0.0;0.0;2.499132937209848;-8.796893452943543;0.0;9.17589102719905;0.0;0.0;2.4548014931794135;-7.005508159006964;0.0;8.8051074456765;0.0;0.0;2.4584354033165408;-1.9365066608380157;0.0;9.17589102719905;0.0;0.0;2.5195843564347737;-2.2582647460362346;0.0;8.836847445676499;0.0;0.0;2.415721805679826;-0.01953944082320234;0.0;9.04065102719905;0.0;0.0;3.2647553814435892;0.0;0.0;107.40066725573075;0.0;0.0;33.658472215234724;-40.64472390002455
14;14;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2821.34332875, 'Zone net floor area [m2]': 1207.7668359375, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 619.7968615100547, 'Zone external walls glazed area [m2]': 88.54240878715068, 'Zone opaque heat transfer loss [W/K]': 329.438868846799, 'Zone glazed heat transfer loss [W/K]': 174.42854531068684, 'Zone design heating load [kW]': 24.19503903776033, 'Zone design cooling load [kW]': -37.01926273916191}, 'Total': {'Zone volume [m3]': 2821.34332875, 'Zone net floor area [m2]': 1207.7668359375, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 619.7968615100547, 'Zone external walls glazed area [m2]': 88.54240878715068, 'Zone opaque heat transfer loss [W/K]': 329.438868846799, 'Zone glazed heat transfer loss [W/K]': 174.42854531068684, 'Zone design heating load [kW]': 24.19503903776033, 'Zone design cooling load [kW]': -37.01926273916191}};2821.34332875;1207.7668359375;16.0;619.7968615100547;88.54240878715068;329.438868846799;174.42854531068684;24.19503903776033;-37.01926273916191;0.0;9.154665911092003;0.0;0.0;4.162142867238597;-0.018591432086496613;0.0;8.274250500341164;0.0;0.0;3.2898571696374903;-0.004316062557019512;0.0;9.157425911092004;0.0;0.0;3.0152143047166677;-1.204176040205601;0.0;8.812434107508391;0.0;0.0;2.801613713441718;-3.7867431187006892;0.0;9.120165911092002;0.0;0.0;2.6282586858157115;-8.161314505925679;0.0;8.78345410750839;0.0;0.0;2.948541344214526;-7.079059568711655;0.0;9.154665911092003;0.0;0.0;2.6076777075313213;-8.765171554607006;0.0;9.189165911092003;0.0;0.0;2.560737193072967;-6.913566880248194;0.0;8.81795410750839;0.0;0.0;2.553642078814493;-1.767667976478944;0.0;9.189165911092003;0.0;0.0;2.629064594804353;-2.0803456239699702;0.0;8.849694107508391;0.0;0.0;2.5241396798556086;-0.01754708512986533;0.0;9.053925911092003;0.0;0.0;3.437259945667697;0.0;0.0;107.55696830801872;0.0;0.0;35.158149284811145;-39.79849984862113
15;15;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2777.9233393750005, 'Zone net floor area [m2]': 1189.17951171875, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 617.8627659956232, 'Zone external walls glazed area [m2]': 88.26610942794616, 'Zone opaque heat transfer loss [W/K]': 325.9658002926746, 'Zone glazed heat transfer loss [W/K]': 173.88423557305396, 'Zone design heating load [kW]': 23.97960046806236, 'Zone design cooling load [kW]': -36.88291882710689}, 'Total': {'Zone volume [m3]': 2777.9233393750005, 'Zone net floor area [m2]': 1189.17951171875, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 617.8627659956232, 'Zone external walls glazed area [m2]': 88.26610942794616, 'Zone opaque heat transfer loss [W/K]': 325.9658002926746, 'Zone glazed heat transfer loss [W/K]': 173.88423557305396, 'Zone design heating load [kW]': 23.97960046806236, 'Zone design cooling load [kW]': -36.88291882710689}};2777.9233393750005;1189.17951171875;15.0;617.8627659956232;88.26610942794616;325.9658002926746;173.88423557305396;23.97960046806236;-36.88291882710689;0.0;9.147504009628541;0.0;0.0;4.136032488501279;-0.02651122339044644;0.0;8.267781686116102;0.0;0.0;3.2866629550808724;-0.012791741913099031;0.0;9.150264009628541;0.0;0.0;2.9487234290485214;-0.9533711999728084;0.0;8.805503235124394;0.0;0.0;2.720410302142974;-3.8243461279529507;0.0;9.113004009628542;0.0;0.0;2.5467033031005895;-8.2596172236687;0.0;8.776523235124396;0.0;0.0;2.867458048764811;-7.2897057649963495;0.0;9.147504009628541;0.0;0.0;2.526004792674061;-8.92188620890929;0.0;9.18200400962854;0.0;0.0;2.480784770367608;-6.98676935336438;0.0;8.811023235124395;0.0;0.0;2.4807763979048243;-1.6396837560044275;0.0;9.18200400962854;0.0;0.0;2.555679780915189;-1.799335702691304;0.0;8.842763235124396;0.0;0.0;2.4589589899136213;-0.014609902277784408;0.0;9.046764009628541;0.0;0.0;3.359874617428506;0.0;0.0;107.47264269401347;0.0;0.0;34.36806987584286;-39.72862820514155
16;16;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2599.1150862500003, 'Zone net floor area [m2]': 1112.6348828125, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 575.43925378831, 'Zone external walls glazed area [m2]': 82.20560768404428, 'Zone opaque heat transfer loss [W/K]': 304.4269989596076, 'Zone glazed heat transfer loss [W/K]': 161.9450471375672, 'Zone design heating load [kW]': 22.381342791816202, 'Zone design cooling load [kW]': -35.378913699092934}, 'Total': {'Zone volume [m3]': 2599.1150862500003, 'Zone net floor area [m2]': 1112.6348828125, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 575.43925378831, 'Zone external walls glazed area [m2]': 82.20560768404428, 'Zone opaque heat transfer loss [W/K]': 304.4269989596076, 'Zone glazed heat transfer loss [W/K]': 161.9450471375672, 'Zone design heating load [kW]': 22.381342791816202, 'Zone design cooling load [kW]': -35.378913699092934}};2599.1150862500003;1112.6348828125;14.0;575.43925378831;82.20560768404428;304.4269989596076;161.9450471375672;22.381342791816202;-35.378913699092934;0.0;9.118010518078489;0.0;0.0;3.4771222156309034;-0.0005751287667873694;0.0;8.241142403425732;0.0;0.0;2.767762315794161;-0.005216405963054684;0.0;9.120770518078489;0.0;0.0;2.652439302811033;-1.458485255227235;0.0;8.77696114652757;0.0;0.0;2.512364315211015;-4.303502815756162;0.0;9.083510518078489;0.0;0.0;2.3630595541176143;-8.460265273165483;0.0;8.74798114652757;0.0;0.0;2.6673102694827677;-7.467782466584792;0.0;9.118010518078489;0.0;0.0;2.353483912222082;-9.04368300527772;0.0;9.152510518078488;0.0;0.0;2.315923330012883;-7.256768705766723;0.0;8.782481146527571;0.0;0.0;2.335011252809273;-2.1421160459788857;0.0;9.152510518078488;0.0;0.0;2.3738481807169496;-2.3944172906583265;0.0;8.81422114652757;0.0;0.0;2.2892763733444195;-0.1751407242676703;0.0;9.017270518078488;0.0;0.0;2.871573778174869;0.0;0.0;107.12538061608542;0.0;0.0;30.979174800327968;-42.70795311741284
17;17;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2523.374346875, 'Zone net floor area [m2]': 1080.21162109375, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 565.1947375685143, 'Zone external walls glazed area [m2]': 80.74210536693062, 'Zone opaque heat transfer loss [W/K]': 296.92581236985677, 'Zone glazed heat transfer loss [W/K]': 159.0619475728533, 'Zone design heating load [kW]': 21.863759086796478, 'Zone design cooling load [kW]': -35.80488191456241}, 'Total': {'Zone volume [m3]': 2523.374346875, 'Zone net floor area [m2]': 1080.21162109375, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 565.1947375685143, 'Zone external walls glazed area [m2]': 80.74210536693062, 'Zone opaque heat transfer loss [W/K]': 296.92581236985677, 'Zone glazed heat transfer loss [W/K]': 159.0619475728533, 'Zone design heating load [kW]': 21.863759086796478, 'Zone design cooling load [kW]': -35.80488191456241}};2523.374346875;1080.21162109375;14.0;565.1947375685143;80.74210536693062;296.92581236985677;159.0619475728533;21.863759086796478;-35.80488191456241;0.0;9.105517476970427;0.0;0.0;3.206428741928322;0.0;0.0;8.22985836629587;0.0;0.0;2.470405387719941;-0.020245888755466613;0.0;9.108277476970427;0.0;0.0;2.5479200986733535;-1.9227264024432948;0.0;8.764871106745575;0.0;0.0;2.445779153729265;-3.9694764761418577;0.0;9.071017476970427;0.0;0.0;2.3102757730517287;-7.507562751760398;0.0;8.735891106745576;0.0;0.0;2.6008980209460075;-6.561218242871821;0.0;9.105517476970427;0.0;0.0;2.3060427692203396;-8.069113334016793;0.0;9.140017476970426;0.0;0.0;2.270412865857005;-6.700990064548761;0.0;8.770391106745576;0.0;0.0;2.2875790902661475;-2.4165644403448754;0.0;9.140017476970426;0.0;0.0;2.32983747857946;-3.1178503665935176;0.0;8.802131106745575;0.0;0.0;2.278063200224683;-0.7129596976373044;0.0;9.004777476970427;0.0;0.0;2.644697201289452;0.0;0.0;106.97828513207118;0.0;0.0;29.6983397814857;-40.9987076651141
18;18;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2559.82019, 'Zone net floor area [m2]': 1095.8134375, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 571.09324406103, 'Zone external walls glazed area [m2]': 81.5847491515757, 'Zone opaque heat transfer loss [W/K]': 300.73879844031626, 'Zone glazed heat transfer loss [W/K]': 160.72195582860414, 'Zone design heating load [kW]': 22.1328101429853, 'Zone design cooling load [kW]': -35.183682930284434}, 'Total': {'Zone volume [m3]': 2559.82019, 'Zone net floor area [m2]': 1095.8134375, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 571.09324406103, 'Zone external walls glazed area [m2]': 81.5847491515757, 'Zone opaque heat transfer loss [W/K]': 300.73879844031626, 'Zone glazed heat transfer loss [W/K]': 160.72195582860414, 'Zone design heating load [kW]': 22.1328101429853, 'Zone design cooling load [kW]': -35.183682930284434}};2559.82019;1095.8134375;14.0;571.09324406103;81.5847491515757;300.73879844031626;160.72195582860414;22.1328101429853;-35.183682930284434;0.0;9.111529029275511;0.0;0.0;3.395353935678978;-0.00024004258633313294;0.0;8.235288155474656;0.0;0.0;2.701779399710839;-0.0012985858709494349;0.0;9.114289029275511;0.0;0.0;2.6249663006304025;-1.40931213818834;0.0;8.77068873800856;0.0;0.0;2.4752355351020254;-4.127039839995925;0.0;9.077029029275511;0.0;0.0;2.3344786534844406;-8.298188324693252;0.0;8.741708738008562;0.0;0.0;2.6317001848721566;-7.265884987659315;0.0;9.111529029275511;0.0;0.0;2.329680908181228;-8.83404063852294;0.0;9.14602902927551;0.0;0.0;2.290141765755421;-7.107889100725977;0.0;8.776208738008561;0.0;0.0;2.3089390518795465;-2.1442424035209586;0.0;9.14602902927551;0.0;0.0;2.3489711970847162;-2.354605050150309;0.0;8.807948738008559;0.0;0.0;2.28128508372723;-0.22252561402121776;0.0;9.01078902927551;0.0;0.0;2.79703305775358;0.0;0.0;107.04906631243747;0.0;0.0;30.519565073860566;-41.76526672593552
19;19;2;6.4;IdealLoad;IdealLoad;Building_1;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_1 thermal zone single End Use': {'Zone volume [m3]': 2747.5743650000004, 'Zone net floor area [m2]': 1176.1876562500001, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 615.3875096648381, 'Zone external walls glazed area [m2]': 87.91250138069117, 'Zone opaque heat transfer loss [W/K]': 323.30234031086604, 'Zone glazed heat transfer loss [W/K]': 173.1876277199616, 'Zone design heating load [kW]': 23.805835490597783, 'Zone design cooling load [kW]': -36.75638210565464}, 'Total': {'Zone volume [m3]': 2747.5743650000004, 'Zone net floor area [m2]': 1176.1876562500001, 'Number of units [-]': 15.0, 'Zone external walls opaque area [m2]': 615.3875096648381, 'Zone external walls glazed area [m2]': 87.91250138069117, 'Zone opaque heat transfer loss [W/K]': 323.30234031086604, 'Zone glazed heat transfer loss [W/K]': 173.1876277199616, 'Zone design heating load [kW]': 23.805835490597783, 'Zone design cooling load [kW]': -36.75638210565464}};2747.5743650000004;1176.1876562500001;15.0;615.3875096648381;87.91250138069117;323.30234031086604;173.1876277199616;23.805835490597783;-36.75638210565464;0.0;9.142498104120051;0.0;0.0;4.032112987924632;-0.022309426517315222;0.0;8.263260223076177;0.0;0.0;3.2192095065689554;-0.012011221375800728;0.0;9.145258104120051;0.0;0.0;2.9213666309112574;-1.0276261604756523;0.0;8.80065881043876;0.0;0.0;2.696738125358066;-3.8850466386564575;0.0;9.107998104120052;0.0;0.0;2.526637778712952;-8.303023832059425;0.0;8.77167881043876;0.0;0.0;2.8472400622791523;-7.362275061667598;0.0;9.142498104120051;0.0;0.0;2.5031811442921392;-8.973800065168058;0.0;9.176998104120052;0.0;0.0;2.460550569036473;-6.999808723725034;0.0;8.806178810438759;0.0;0.0;2.457846113187738;-1.701917723749437;0.0;9.176998104120052;0.0;0.0;2.532386105893352;-1.8452426635114556;0.0;8.83791881043876;0.0;0.0;2.4318777166985286;-0.017560239987361653;0.0;9.041758104120053;0.0;0.0;3.302244506137204;0.0;0.0;107.41370219367158;0.0;0.0;33.93139124700044;-40.15062175689359
20;20;2;6.4;IdealLoad;IdealLoad;Building_2;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_2 thermal zone single End Use': {'Zone volume [m3]': 2826.5828581250003, 'Zone net floor area [m2]': 1210.00978515625, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 616.4498418074412, 'Zone external walls glazed area [m2]': 88.06426311534874, 'Zone opaque heat transfer loss [W/K]': 329.1060813303439, 'Zone glazed heat transfer loss [W/K]': 173.486598337237, 'Zone design heating load [kW]': 24.147154163156305, 'Zone design cooling load [kW]': -36.94019715272489}, 'Total': {'Zone volume [m3]': 2826.5828581250003, 'Zone net floor area [m2]': 1210.00978515625, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 616.4498418074412, 'Zone external walls glazed area [m2]': 88.06426311534874, 'Zone opaque heat transfer loss [W/K]': 329.1060813303439, 'Zone glazed heat transfer loss [W/K]': 173.486598337237, 'Zone design heating load [kW]': 24.147154163156305, 'Zone design cooling load [kW]': -36.94019715272489}};2826.5828581250003;1210.00978515625;16.0;616.4498418074412;88.06426311534874;329.1060813303439;173.486598337237;24.147154163156305;-36.94019715272489;0.0;9.155530144216856;0.0;0.0;4.274423744109102;-0.03052707534453986;0.0;8.275031098002323;0.0;0.0;3.29794168115876;-0.00833720361565199;0.0;9.158290144216856;0.0;0.0;3.0201035015669144;-1.2039528962831674;0.0;8.813270462145345;0.0;0.0;2.805771629038856;-3.7668823541299887;0.0;9.121030144216856;0.0;0.0;2.63168998607417;-8.13079961606378;0.0;8.784290462145345;0.0;0.0;2.9455480293054483;-7.042107457988261;0.0;9.155530144216856;0.0;0.0;2.6118791656877733;-8.710389691436815;0.0;9.190030144216857;0.0;0.0;2.5645102061691705;-6.892767254414736;0.0;8.818790462145346;0.0;0.0;2.5576910752599304;-1.7563542342493257;0.0;9.190030144216857;0.0;0.0;2.637122849409656;-2.1033127900986335;0.0;8.850530462145345;0.0;0.0;2.5291108702663987;-0.01871926129535197;0.0;9.054790144216856;0.0;0.0;3.4743589280046296;0.0;0.0;107.56714395610169;0.0;0.0;35.350151666050806;-39.66414983492025
21;21;2;6.4;IdealLoad;IdealLoad;Building_2;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_2 thermal zone single End Use': {'Zone volume [m3]': 2479.714050625, 'Zone net floor area [m2]': 1061.52142578125, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 589.0781469866345, 'Zone external walls glazed area [m2]': 84.15402099809064, 'Zone opaque heat transfer loss [W/K]': 298.8574461210995, 'Zone glazed heat transfer loss [W/K]': 165.78342136623857, 'Zone design heating load [kW]': 22.180095486966238, 'Zone design cooling load [kW]': -35.51719787985217}, 'Total': {'Zone volume [m3]': 2479.714050625, 'Zone net floor area [m2]': 1061.52142578125, 'Number of units [-]': 14.0, 'Zone external walls opaque area [m2]': 589.0781469866345, 'Zone external walls glazed area [m2]': 84.15402099809064, 'Zone opaque heat transfer loss [W/K]': 298.8574461210995, 'Zone glazed heat transfer loss [W/K]': 165.78342136623857, 'Zone design heating load [kW]': 22.180095486966238, 'Zone design cooling load [kW]': -35.51719787985217}};2479.714050625;1061.52142578125;14.0;589.0781469866345;84.15402099809064;298.8574461210995;165.78342136623857;22.180095486966238;-35.51719787985217;0.0;9.09831593813753;0.0;0.0;3.3132721150362094;-0.0011898099748324166;0.0;8.223353750575834;0.0;0.0;2.6351268714500096;-0.0012123107268271706;0.0;9.10107593813753;0.0;0.0;2.5337890504951446;-1.6681416232459931;0.0;8.757901875616964;0.0;0.0;2.4078336206997846;-4.395527729772446;0.0;9.06381593813753;0.0;0.0;2.2769273570890136;-8.557543000071869;0.0;8.728921875616965;0.0;0.0;2.564004358996837;-7.692638746659273;0.0;9.09831593813753;0.0;0.0;2.2751494435464275;-9.226993071672023;0.0;9.13281593813753;0.0;0.0;2.242491814073255;-7.379346612648121;0.0;8.763421875616965;0.0;0.0;2.2568636393046853;-2.435545650739059;0.0;9.13281593813753;0.0;0.0;2.2938626449841175;-2.5336515995719964;0.0;8.795161875616964;0.0;0.0;2.2446157482100904;-0.2878186980619597;0.0;8.99757593813753;0.0;0.0;2.737394289716999;0.0;0.0;106.8934928200064;0.0;0.0;29.78133095360257;-44.17960885314439
22;22;2;6.4;IdealLoad;IdealLoad;Building_2;residential;A;0.92;0.73;;33;True;;;;{'TZ Bd Building_2 thermal zone single End Use': {'Zone volume [m3]': 2814.676649375, 'Zone net floor area [m2]': 1204.91294921875, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 619.4162479347369, 'Zone external walls glazed area [m2]': 88.48803541924813, 'Zone opaque heat transfer loss [W/K]': 328.8880486873885, 'Zone glazed heat transfer loss [W/K]': 174.32142977591883, 'Zone design heating load [kW]': 24.16023452650136, 'Zone design cooling load [kW]': -36.997460644875744}, 'Total': {'Zone volume [m3]': 2814.676649375, 'Zone net floor area [m2]': 1204.91294921875, 'Number of units [-]': 16.0, 'Zone external walls opaque area [m2]': 619.4162479347369, 'Zone external walls glazed area [m2]': 88.48803541924813, 'Zone opaque heat transfer loss [W/K]': 328.8880486873885, 'Zone glazed heat transfer loss [W/K]': 174.32142977591883, 'Zone design heating load [kW]': 24.16023452650136, 'Zone design cooling load [kW]': -36.997460644875744}};2814.676649375;1204.91294921875;16.0;619.4162479347369;88.48803541924813;328.8880486873885;174.32142977591883;24.16023452650136;-36.997460644875744;0.0;9.153566276995829;0.0;0.0;4.292338168678137;-0.03177741941912667;0.0;8.273257282447847;0.0;0.0;3.4180798744267946;-0.027797050529085522;0.0;9.156326276995829;0.0;0.0;3.050162475466599;-0.9018349161171856;0.0;8.811369945479836;0.0;0.0;2.8002414647310623;-3.7244332247832492;0.0;9.119066276995829;0.0;0.0;2.624082570860778;-8.210436801651667;0.0;8.782389945479835;0.0;0.0;2.9516633639715355;-7.221414305655306;0.0;9.153566276995829;0.0;0.0;2.602580896019072;-8.869292633054876;0.0;9.188066276995828;0.0;0.0;2.5570420862453958;-6.901064755499878;0.0;8.816889945479836;0.0;0.0;2.552186025717216;-1.5552866630890985;0.0;9.188066276995828;0.0;0.0;2.633818779758347;-1.7620727176075472;0.0;8.848629945479836;0.0;0.0;2.538259462776245;-0.012884599914429666;0.0;9.052826276995829;0.0;0.0;3.4709147381486685;0.0;0.0;107.54402100333799;0.0;0.0;35.49136990679985;-39.21829508732145
