;Height;Floors;End Use;Envelope;id;Name;ExtWallCoeff;VolCoeff;Cooling System;Heating System;Simulate;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];January gas consumption [Nm3];January electric consumption [Wh];January oil consumption [L];January wood consumption [kg];January Heating Demand [Wh];January Cooling Demand [Wh];February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];February Heating Demand [Wh];February Cooling Demand [Wh];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];March Heating Demand [Wh];March Cooling Demand [Wh];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];April Heating Demand [Wh];April Cooling Demand [Wh];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];May Heating Demand [Wh];May Cooling Demand [Wh];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];June Heating Demand [Wh];June Cooling Demand [Wh];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];July Heating Demand [Wh];July Cooling Demand [Wh];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];August Heating Demand [Wh];August Cooling Demand [Wh];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];September Heating Demand [Wh];September Cooling Demand [Wh];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];October Heating Demand [Wh];October Cooling Demand [Wh];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];November Heating Demand [Wh];November Cooling Demand [Wh];December gas consumption [Nm3];December electric consumption [Wh];December oil consumption [L];December wood consumption [kg];December Heating Demand [Wh];December Cooling Demand [Wh];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg];Total Heating Demand [Wh];Total Cooling Demand [Wh]
2432709;11.62692307692308;3;university;Before 1930;2432709;Bd2432709;1.0;1.0;IdealLoad;IdealLoad;True;57136.16614089355;14742.378296360224;191;35758.2033194225;5156.639632083673;1472.5728112761844;-419.18448943412193;0.0;19053522.173955597;0.0;0.0;747824976.8400943;0.0;0.0;18067354.011808775;0.0;0.0;572469331.5812031;0.0;0.0;20038313.044152457;0.0;0.0;456631897.9543184;0.0;0.0;19217194.88833842;0.0;0.0;131315861.26266755;0.0;0.0;20161411.902927067;0.0;0.0;4041352.627324351;0.0;0.0;18601700.594465382;0.0;0.0;57130372.03702509;-222960722.7196337;0.0;19915214.18537785;0.0;0.0;67548828.73644999;-457132897.71242297;0.0;20161411.902927067;0.0;0.0;72453777.07791214;-401736976.98198813;0.0;19094096.029563814;0.0;0.0;44941386.32284054;-70054150.81291687;0.0;20161411.902927067;0.0;0.0;87867270.26731937;0.0;0.0;19463392.605887637;0.0;0.0;436526061.8781818;0.0;0.0;19792115.32660324;0.0;0.0;672750369.4461248;0.0;0.0;233727138.56893438;0.0;0.0;3351501486.0314617;-1151884748.2269616
2559057;6.875;1;university;Before 1930;2559057;Bd2559057;1.0;1.0;IdealLoad;IdealLoad;True;18979.373300135947;2760.6361163834104;36;15741.314369276222;1525.9127531438342;608.6333147289916;-122.6839864194651;0.0;3567934.5896801776;0.0;0.0;250574626.93307084;0.0;0.0;3383266.187437229;0.0;0.0;190214876.17118818;0.0;0.0;3752345.0822545895;0.0;0.0;147812598.84504154;0.0;0.0;3598583.7018864006;0.0;0.0;39837388.55152946;0.0;0.0;3775396.3938263906;0.0;0.0;756777.7598535164;0.0;0.0;3483327.1440273933;0.0;0.0;10703812.58548349;-64471901.67583042;0.0;3729293.770682788;0.0;0.0;12649094.500259928;-122112199.50457142;0.0;3775396.3938263906;0.0;0.0;13567587.925691726;-109807340.32971838;0.0;3575532.390314599;0.0;0.0;8424350.684247904;-19616273.621656153;0.0;3775396.3938263906;0.0;0.0;27669657.951474562;0.0;0.0;3644686.3250300037;0.0;0.0;146842590.58154535;0.0;0.0;3706242.4591109864;0.0;0.0;225020004.21734187;0.0;0.0;43767400.83190334;0.0;0.0;1074073366.7067282;-316007715.1317764
3521512;11.74;3;university;1945-1960;3521512;Bd3521512;1.0;1.0;IdealLoad;IdealLoad;True;20264.702946401423;5178.373836388779;67;7813.099469736448;2013.8850727163835;370.0387549957206;-143.94304024823438;0.0;6692696.302673566;0.0;0.0;208572436.65927997;0.0;0.0;6346297.146005506;0.0;0.0;160137296.14107928;0.0;0.0;7038611.674944337;0.0;0.0;129639929.52718781;0.0;0.0;6750187.6032529315;0.0;0.0;38899133.37668383;0.0;0.0;7081851.096478183;0.0;0.0;1419556.2132688144;0.0;0.0;6533990.4955837;0.0;0.0;20060830.47956668;-62201736.46020182;0.0;6995372.25341049;0.0;0.0;23727045.96068467;-137781340.89560342;0.0;7081851.096478183;0.0;0.0;25449946.81492045;-120688785.28735022;0.0;6706948.181719085;0.0;0.0;15784246.294271408;-21876124.14803449;0.0;7081851.096478183;0.0;0.0;25131073.307018153;0.0;0.0;6836666.446320624;0.0;0.0;120610363.57441367;0.0;0.0;6952132.831876644;0.0;0.0;187726032.90146884;0.0;0.0;82098456.22522144;0.0;0.0;957157891.2498436;-342547986.79118997
46970558;11.8125;3;university;1945-1960;46970558;Bd46970558;1.0;1.0;IdealLoad;IdealLoad;True;34714.49482727051;8816.379638671875;114;12323.448361325882;2779.3607040909365;577.627531694223;-231.4274285600977;0.0;11394571.592354191;0.0;0.0;339919506.418853;0.0;0.0;10804813.771039547;0.0;0.0;262693089.38963738;0.0;0.0;11983505.752217472;0.0;0.0;215064784.36925334;0.0;0.0;11492452.731847618;0.0;0.0;65193926.904820524;0.0;0.0;12057122.522200383;0.0;0.0;2416848.7811110024;0.0;0.0;11124368.881933067;0.0;0.0;34154232.11833698;-102218807.26995501;0.0;11909888.982234562;0.0;0.0;40396203.808933906;-226488063.70488843;0.0;12057122.522200383;0.0;0.0;43329508.45063346;-195956871.23557317;0.0;11418835.961864706;0.0;0.0;26873283.396944128;-34921384.37662723;0.0;12057122.522200383;0.0;0.0;43676192.61106381;0.0;0.0;11639686.271813437;0.0;0.0;198538392.22400483;0.0;0.0;11836272.212251652;0.0;0.0;305823973.7300687;0.0;0.0;139775763.7241574;0.0;0.0;1578079942.203661;-559585126.5870439
131986150;7.7;2;services;1961-1970;131986150;Bd131986150;1.0;1.0;IdealLoad;IdealLoad;True;1704.200244140625;442.6494140625;6;993.8213575070004;271.115396316321;45.370945109609515;-15.340389663442899;0.0;572094.2887627969;0.0;0.0;22179784.867801365;0.0;0.0;542483.9538245625;0.0;0.0;16820694.281762328;0.0;0.0;601663.2696221719;0.0;0.0;13155124.23378541;0.0;0.0;577008.6675464063;0.0;0.0;3731495.393654059;0.0;0.0;605359.3922295938;0.0;0.0;121344.21845264512;0.0;0.0;558528.0545092969;0.0;0.0;1715086.177192088;-7220816.150299538;0.0;597967.14701475;0.0;0.0;2028197.137512062;-14769712.063422019;0.0;605359.3922295938;0.0;0.0;2175471.3741181795;-12824314.782234624;0.0;573312.5449389843;0.0;0.0;1349243.5259270202;-2459563.5310614253;0.0;605359.3922295938;0.0;0.0;2407337.5390296015;0.0;0.0;584400.91276125;0.0;0.0;12762082.99147388;0.0;0.0;594271.0244073281;0.0;0.0;19984193.671451643;0.0;0.0;7017808.040076329;0.0;0.0;98430055.41216028;-37274406.52701761
131986153;7.2;2;services;Before 1930;131986153;Bd131986153;1.0;1.0;IdealLoad;IdealLoad;True;1320.6796875;366.85546875;5;1634.6359064204464;287.06862082257373;65.75709635414815;-13.568917739424167;0.0;474135.7647965625;0.0;0.0;27668380.545454748;0.0;0.0;449595.54637875;0.0;0.0;20865783.91708749;0.0;0.0;498641.7101090625;0.0;0.0;15973566.603381164;0.0;0.0;478208.664646875;0.0;0.0;4257674.539462753;0.0;0.0;501704.953273125;0.0;0.0;100566.6984442503;0.0;0.0;462892.4488265625;0.0;0.0;1421778.29548729;-7729100.42104949;0.0;495578.466945;0.0;0.0;1680913.1289041732;-14650761.086282576;0.0;501704.953273125;0.0;0.0;1802969.9020264507;-13253154.543070514;0.0;475145.4214828125;0.0;0.0;1118296.0126079335;-2573531.671698908;0.0;501704.953273125;0.0;0.0;2799017.709146995;0.0;0.0;484335.150975;0.0;0.0;15939081.284010487;0.0;0.0;492515.2237809375;0.0;0.0;24823185.714769322;0.0;0.0;5816163.257760937;0.0;0.0;118451214.35078305;-38206547.72210149
131986154;8.05;2;services;Before 1930;131986154;Bd131986154;1.0;1.0;IdealLoad;IdealLoad;True;5158.803979492188;1281.6904296875;17;5357.606641499351;891.4904248455233;215.99266460493888;-47.28321571346693;0.0;1656497.7869430159;0.0;0.0;92413120.08795255;0.0;0.0;1570761.1255931878;0.0;0.0;69661615.1847691;0.0;0.0;1742114.7076461408;0.0;0.0;53649931.917441234;0.0;0.0;1670727.3601779689;0.0;0.0;14595133.021603173;0.0;0.0;1752816.8227340316;0.0;0.0;351351.92445257615;0.0;0.0;1617216.7847385157;0.0;0.0;4967508.189453981;-25310806.301962115;0.0;1731412.5925582503;0.0;0.0;5872640.464631344;-49687697.53553629;0.0;1752816.8227340316;0.0;0.0;6299072.701071493;-44952754.096161254;0.0;1660025.2450900783;0.0;0.0;3907154.333529436;-8554996.725616693;0.0;1752816.8227340316;0.0;0.0;9249650.35448243;0.0;0.0;1692131.5903537502;0.0;0.0;53053546.62321766;0.0;0.0;1720710.4774703598;0.0;0.0;83016839.88985951;0.0;0.0;20320048.138773363;0.0;0.0;397037564.6924645;-128506254.65927634
131986160;6.55;1;services;1971-1980;131986160;Bd131986160;1.0;1.0;IdealLoad;IdealLoad;True;1103.1488891601562;168.419677734375;2;764.4053539597063;160.15834247115905;32.806192356903516;-9.347854874141873;0.0;217670.98901773832;0.0;0.0;13930202.747578148;0.0;0.0;206404.82010510942;0.0;0.0;10505898.572364056;0.0;0.0;228921.4234903946;0.0;0.0;8056540.452069884;0.0;0.0;219540.8166165235;0.0;0.0;2152957.2251542504;0.0;0.0;230327.72779947662;0.0;0.0;46169.165749394895;0.0;0.0;212509.29507111333;0.0;0.0;652785.3066865449;-4103023.6174853123;0.0;227515.11918131256;0.0;0.0;771690.4110333526;-8115768.321162418;0.0;230327.72779947662;0.0;0.0;827725.4552010068;-7098066.910301176;0.0;218134.51230744144;0.0;0.0;513407.0269427716;-1275422.2587031375;0.0;230327.72779947662;0.0;0.0;1443882.8885333769;0.0;0.0;222353.42523468751;0.0;0.0;8052476.42237821;0.0;0.0;226108.81487223052;0.0;0.0;12506302.646185124;0.0;0.0;2670142.399294981;0.0;0.0;59460038.31987613;-20592281.107652046
131986174;6.4;1;residential;Before 1930;131986174;Bd131986174;1.0;1.0;IdealLoad;IdealLoad;True;1615.6750000000002;252.44921875;3;1681.9373945852863;216.00892616817242;75.14721375782075;-18.348008932974608;0.0;130692.960546875;0.0;0.0;27559016.957439613;0.0;0.0;118045.2546875;0.0;0.0;20760289.298273776;0.0;0.0;130692.960546875;0.0;0.0;15776618.129684657;0.0;0.0;126477.05859375;0.0;0.0;4166969.851055401;0.0;0.0;130692.960546875;0.0;0.0;393932.7151348399;0.0;0.0;126477.05859375;0.0;0.0;381225.20819500636;-6644120.154661048;0.0;130692.960546875;0.0;0.0;393932.7151348399;-13220557.144566363;0.0;130692.960546875;0.0;0.0;393932.7151348399;-11732641.895386131;0.0;126477.05859375;0.0;0.0;381225.20819500636;-1733181.562854043;0.0;130692.960546875;0.0;0.0;3042188.5453013796;0.0;0.0;126477.05859375;0.0;0.0;16201589.728258153;0.0;0.0;130692.960546875;0.0;0.0;24676736.49392605;0.0;0.0;1538804.2128906248;0.0;0.0;114127657.56573354;-33330500.757467587
131986182;3.6;1;university;1945-1960;131986182;Bd131986182;1.0;1.0;IdealLoad;IdealLoad;True;981.52646484375;272.646240234375;4;969.499158114051;142.53011453924097;38.59476752334137;-8.916451302560988;0.0;352376.73864561337;0.0;0.0;17296977.435001247;0.0;0.0;334138.4980956094;0.0;0.0;13190392.683502797;0.0;0.0;370589.50749326963;0.0;0.0;10432697.368855;0.0;0.0;355403.7095527735;0.0;0.0;2939981.206027535;0.0;0.0;372866.1035992267;0.0;0.0;74740.9662912624;0.0;0.0;344020.72902298835;0.0;0.0;1056616.7893344287;-4589790.8038727725;0.0;368312.9113873126;0.0;0.0;1249251.227787025;-9559870.105769526;0.0;372866.1035992267;0.0;0.0;1339963.573987886;-8478662.832215384;0.0;353127.11344681645;0.0;0.0;831055.9039868888;-1387472.3075478359;0.0;372866.1035992267;0.0;0.0;1942115.1880783434;0.0;0.0;359956.90176468756;0.0;0.0;10052950.035435362;0.0;0.0;366036.3152813556;0.0;0.0;15497278.136895351;0.0;0.0;4322560.7354881065;0.0;0.0;75904020.51518312;-24015796.04940552
