;Zone volume [m3];Zone net floor area [m2];Number of units [-];Zone opaque heat transfer loss [W/K];Zone glazed heat transfer loss [W/K];Zone design heating load [kW];Zone design cooling load [kW];Name;February gas consumption [Nm3];February electric consumption [Wh];February oil consumption [L];February wood consumption [kg];March gas consumption [Nm3];March electric consumption [Wh];March oil consumption [L];March wood consumption [kg];April gas consumption [Nm3];April electric consumption [Wh];April oil consumption [L];April wood consumption [kg];May gas consumption [Nm3];May electric consumption [Wh];May oil consumption [L];May wood consumption [kg];June gas consumption [Nm3];June electric consumption [Wh];June oil consumption [L];June wood consumption [kg];July gas consumption [Nm3];July electric consumption [Wh];July oil consumption [L];July wood consumption [kg];August gas consumption [Nm3];August electric consumption [Wh];August oil consumption [L];August wood consumption [kg];September gas consumption [Nm3];September electric consumption [Wh];September oil consumption [L];September wood consumption [kg];October gas consumption [Nm3];October electric consumption [Wh];October oil consumption [L];October wood consumption [kg];November gas consumption [Nm3];November electric consumption [Wh];November oil consumption [L];November wood consumption [kg];Total gas consumption [Nm3];Total electric consumption [Wh];Total oil consumption [L];Total wood consumption [kg]
RLB-68134;691.7173828125;209.611328125;3;711.4044071926497;279.53993309428046;37.97000258276273;-8.858596658340366;Bd RLB-68134;819.642824297454;806759.7263095581;0.0;0.0;52.262494267978404;961905.8275229346;0.0;0.0;51.68427980340435;930876.6072802595;0.0;0.0;53.19934331742317;961905.8275229346;0.0;0.0;51.39530884551576;961020.8750566698;0.0;0.0;52.63819873050144;1099042.243580119;0.0;0.0;53.20665164725812;1014600.1823408722;0.0;0.0;50.508206398668634;930876.6072802595;0.0;0.0;52.96474828872175;961905.8275229346;0.0;0.0;675.6669463280875;837139.5789793235;0.0;0.0;1913.1690019250132;9466033.303395865;0.0;0.0
RLB-67199;282.5069091796875;85.608154296875;1;378.22196275185024;75.86260934163175;17.111972836202227;-3.910631091110605;Bd RLB-67199;372.5693260270308;402650.76259862626;0.0;0.0;20.82482333969769;480083.60155990056;0.0;0.0;19.84781366738614;464597.0337676457;0.0;0.0;20.734054560321482;480083.60155990056;0.0;0.0;19.788691030836464;665643.965640966;0.0;0.0;20.608698393454105;987761.7372127299;0.0;0.0;20.92213243494221;736869.3095945242;0.0;0.0;19.59026527734066;470174.89586664224;0.0;0.0;19.680725533179405;480083.60155990056;0.0;0.0;272.8996755947951;417813.9245131408;0.0;0.0;807.466205858984;5585762.433873977;0.0;0.0
RLB-70920;2726.5581298828124;826.229736328125;11;1903.2530542549102;612.7345328026363;104.4909143283937;-26.222001520493116;Bd RLB-70920;2536.2014873193166;1515357.7257954602;0.0;0.0;202.2156099459251;1806772.673063818;0.0;0.0;195.61225078738022;1748489.6836101464;0.0;0.0;200.43143050763786;1806772.673063818;0.0;0.0;196.50253180992368;1748489.6836101464;0.0;0.0;202.96567703224457;1806772.673063818;0.0;0.0;202.95211633711344;1806772.673063818;0.0;0.0;195.76937989275473;1748489.6836101464;0.0;0.0;203.12511968633189;1806772.673063818;0.0;0.0;2217.831863146625;1572419.9345142758;0.0;0.0;6353.607466465253;17367110.076459266;0.0;0.0
RLB-74877;517.9324218749999;156.94921875;2;572.6364837762819;190.87829499945911;29.13033382583658;-6.908443666964636;Bd RLB-74877;635.1269073666064;761352.7533474122;0.0;0.0;38.753323271153285;907766.7443757607;0.0;0.0;36.17241611885465;878483.9461700912;0.0;0.0;38.16694244692956;907766.7443757607;0.0;0.0;36.55058445224023;878483.9461700912;0.0;0.0;37.792818426486605;907783.4542359693;0.0;0.0;37.92646887954588;907766.7443757607;0.0;0.0;36.685288658608535;878483.9461700912;0.0;0.0;38.725513928342494;907766.7443757607;0.0;0.0;524.3873993393984;790022.7764609843;0.0;0.0;1460.2876628881659;8725677.800057681;0.0;0.0
RLB-67197;935.2672119140625;283.414306640625;4;441.3447359831594;181.01963137535293;28.02073537176884;-10.747266770876843;Bd RLB-67197;649.3948856693452;911124.3059194691;0.0;0.0;70.9185744082749;1086340.5185962901;0.0;0.0;69.77575805964753;1051297.276060926;0.0;0.0;71.15247384376224;1086340.5185962901;0.0;0.0;69.07769337235709;1426292.9405617022;0.0;0.0;71.3543495366636;2104837.56794093;0.0;0.0;70.65315571049572;1660131.1989480034;0.0;0.0;69.21429015883061;1085081.817910377;0.0;0.0;71.46954885745947;1086340.5185962901;0.0;0.0;515.3741560097403;945433.9191383165;0.0;0.0;1728.3848856265765;12443220.582268594;0.0;0.0
RLB-90886;5334.690894187167;1616.5729982385355;21;720.698728520495;436.61746252049886;82.06853366039203;-43.34195167873894;Bd RLB-90886;2105.762708208145;3841428.7049656212;0.0;0.0;362.8908495882357;4580164.994382087;0.0;0.0;350.90415938937264;4432417.736498794;0.0;0.0;363.6879969064112;4580164.994382087;0.0;0.0;351.5413532658633;4432417.736498794;0.0;0.0;362.7259950700565;4580164.994382087;0.0;0.0;360.5377030433227;4580164.994382087;0.0;0.0;351.4831681030305;4432417.736498794;0.0;0.0;361.51835391785994;4580164.994382087;0.0;0.0;1866.2787930421896;3986078.193317901;0.0;0.0;6837.331080534486;44025585.07969033;0.0;0.0
RLB-78794;1344.1884521484374;407.329833984375;5;434.70788875863605;251.00745528368242;33.48731911594566;-14.121347201741717;Bd RLB-78794;769.8339926532489;724329.0187972083;0.0;0.0;90.32883711830361;863623.0608735944;0.0;0.0;87.20125028030947;835764.2524583172;0.0;0.0;89.30186580122357;863623.0608735944;0.0;0.0;86.23173388093365;875606.8065090938;0.0;0.0;90.15875590947121;1147127.9431875453;0.0;0.0;88.93647879637275;977042.0748916669;0.0;0.0;87.17211537910832;835764.2524583172;0.0;0.0;90.53203624628523;863623.0608735944;0.0;0.0;700.3554470979057;751604.9485787115;0.0;0.0;2180.0525131631625;8738108.479501642;0.0;0.0
RLB-91153;821.2939453125;248.876953125;3;1052.8280333786142;470.0243636922313;56.336819115739985;-11.891743775440702;Bd RLB-91153;1201.271677421358;946872.2235994628;0.0;0.0;60.010905374227555;1128963.0358301287;0.0;0.0;57.83772822786866;1092544.8733839956;0.0;0.0;59.79141968166474;1128963.0358301287;0.0;0.0;56.77001415832738;1092544.8733839956;0.0;0.0;59.84930526811098;1128977.8866791064;0.0;0.0;59.02105020949822;1128963.0358301287;0.0;0.0;57.70545071266375;1092544.8733839956;0.0;0.0;60.050382467769424;1128963.0358301287;0.0;0.0;1013.8810687085991;982528.0587862094;0.0;0.0;2686.1890022300877;10851864.93253728;0.0;0.0
RLB-74313;5336.121752929687;1617.006591796875;21;3546.8070808901234;1363.4357184884518;204.05057225421774;-59.30540537676229;Bd RLB-74313;4579.199004168975;2695421.964379797;0.0;0.0;392.8262092079648;3213772.342145143;0.0;0.0;379.7458054151796;3110102.2665920737;0.0;0.0;390.3772335360566;3213772.342145143;0.0;0.0;378.8713899241284;3804295.891505072;0.0;0.0;392.4560299465654;5652741.50613336;0.0;0.0;392.7720044145711;4164661.6535579422;0.0;0.0;377.9450459296137;3110102.2665920737;0.0;0.0;391.18137685950035;3213772.342145143;0.0;0.0;3744.8821731919124;2796919.597770379;0.0;0.0;11420.256272594466;34975562.17296613;0.0;0.0
RLB-64628;10090.422729492188;3057.703857421875;40;4264.094986526708;1380.9603197530707;267.5511535331944;-92.47657780730108;Bd RLB-64628;6640.3929930416525;7054784.669674677;0.0;0.0;739.7754345353706;8411474.029227499;0.0;0.0;719.2882632081449;8140136.157316934;0.0;0.0;740.3648566020254;8411474.029227499;0.0;0.0;718.0781412248909;8140136.157316934;0.0;0.0;744.4647889168627;8411474.029227499;0.0;0.0;739.6515634793232;8411474.029227499;0.0;0.0;716.2461423743875;8140136.157316934;0.0;0.0;739.0576336493681;8411474.029227499;0.0;0.0;5800.133821214502;7320432.92180987;0.0;0.0;18297.45363824653;80852996.20957284;0.0;0.0
RLB-68615;2658.50771484375;805.6083984375;10;482.8757251472406;268.0039625557347;46.557820807377944;-22.421948477553745;Bd RLB-68615;1201.9740836232104;1158069.3674812322;0.0;0.0;178.559005572564;1380775.0150737767;0.0;0.0;172.0787827262234;1336233.8855552678;0.0;0.0;179.71925007081018;1380775.0150737767;0.0;0.0;172.1453260344766;1336594.5638665268;0.0;0.0;179.1463994783372;1466376.2655273017;0.0;0.0;178.3978560815592;1412150.2076130102;0.0;0.0;171.11925807698785;1336233.8855552678;0.0;0.0;177.9835867928204;1380775.0150737767;0.0;0.0;1046.6028994587741;1201677.7072391247;0.0;0.0;3657.7264479157634;13389660.92805906;0.0;0.0
RLB-71430;4280.104028320312;1297.001220703125;17;1828.1405329413612;677.5069495329212;117.10107674975012;-45.97137151074229;Bd RLB-71430;2744.7023135279132;4978195.826800168;0.0;0.0;316.4615114879266;5935541.178107892;0.0;0.0;306.19536029970556;5744072.107846347;0.0;0.0;319.17474368857035;5935541.178107892;0.0;0.0;304.8101364261864;6056662.8131174715;0.0;0.0;315.64130217759276;7039277.207525671;0.0;0.0;315.0933516401898;6373055.808658012;0.0;0.0;307.16170596890623;5744072.107846347;0.0;0.0;316.5231535569464;5935541.178107892;0.0;0.0;2247.052025006072;5165650.06799886;0.0;0.0;7492.815603780009;58907609.474116564;0.0;0.0
RLB-68707;2477.0012693451717;750.6064452561127;10;1455.8756940069673;409.939464662759;81.28066990130921;-23.558628501676917;Bd RLB-68707;1977.2491155667353;1885161.1244673254;0.0;0.0;183.21692839562226;2247692.1099418113;0.0;0.0;177.6356993200859;2175185.9128469136;0.0;0.0;184.07351912566764;2247692.1099418113;0.0;0.0;179.48527561673419;2175185.9128469136;0.0;0.0;183.30474320969856;2247692.1099418113;0.0;0.0;184.49815421549172;2247692.1099418113;0.0;0.0;180.56853001300482;2175185.9128469136;0.0;0.0;184.3185165636819;2247692.1099418113;0.0;0.0;1670.0652778739836;1956148.031746915;0.0;0.0;5104.415759900706;21605327.444464035;0.0;0.0
RLB-64517;146.5301513671875;44.403076171875;1;263.69566547034054;75.61028466032874;12.248527973973315;-2.5787400749019875;Bd RLB-64517;259.7991211108939;425804.3104722416;0.0;0.0;12.305693119700653;507689.75479382655;0.0;0.0;10.998379756279467;491312.66592950956;0.0;0.0;12.844041943197015;507689.75479382655;0.0;0.0;11.449119187947266;492685.31735500204;0.0;0.0;11.978282531954042;520997.53127734433;0.0;0.0;11.868521467831362;510096.13567957137;0.0;0.0;11.174920293026114;491312.66592950956;0.0;0.0;12.24126853708661;507689.75479382655;0.0;0.0;205.97742600415663;441839.2860310883;0.0;0.0;560.6367739520731;4897117.177055746;0.0;0.0
RLB-68528;643.1584008471812;194.89648510520644;3;642.0102485701982;247.00972587812797;34.25280250996378;-8.016747981513742;Bd RLB-68528;744.483163179869;821480.8186536292;0.0;0.0;49.904274254152156;979457.8991639426;0.0;0.0;49.485447000005706;947862.4830618799;0.0;0.0;50.855116538569945;979457.8991639426;0.0;0.0;49.79501291801396;947862.4830618799;0.0;0.0;50.477511354015896;1007729.8637143772;0.0;0.0;49.730811202587034;981272.7289929569;0.0;0.0;49.417119820457344;947862.4830618799;0.0;0.0;49.93975308488391;979457.8991639426;0.0;0.0;620.7930761658723;852414.9697121091;0.0;0.0;1764.8812855184274;9444859.527750539;0.0;0.0
RLB-67192;136.88312988281248;41.479736328125;1;226.05084990482166;73.80608862876323;10.886043251364947;-2.233956354546909;Bd RLB-67192;226.93529186087838;395981.7704482997;0.0;0.0;10.709127768404336;472132.11091912666;0.0;0.0;10.388236828240627;456902.04282496125;0.0;0.0;10.721879092653689;472132.11091912666;0.0;0.0;10.49393222885783;498503.34941082716;0.0;0.0;10.635384341361082;604962.9327065109;0.0;0.0;10.468304313061621;522776.2412324586;0.0;0.0;10.679505025148543;456902.04282496125;0.0;0.0;11.106132115146465;472132.11091912666;0.0;0.0;175.58083899182864;410893.781559175;0.0;0.0;487.7186325655812;4763318.493764574;0.0;0.0
RLB-71772;2560.8491455078124;776.014892578125;10;1435.3907429956892;674.4200099557266;89.90925901681946;-27.45080113494345;Bd RLB-71772;2195.3141674874114;1441120.9693612247;0.0;0.0;189.81303130425113;1718259.6173153066;0.0;0.0;180.5937034294612;1662831.8877244904;0.0;0.0;189.16667007083024;1718259.6173153066;0.0;0.0;182.38525065781567;1662831.8877244904;0.0;0.0;187.64699363993432;1718259.6173153066;0.0;0.0;188.03103837487842;1718259.6173153066;0.0;0.0;181.3413379980875;1662831.8877244904;0.0;0.0;189.93579785244515;1718259.6173153066;0.0;0.0;1895.3829156771014;1495387.7433162315;0.0;0.0;5579.610906492217;16516302.462427462;0.0;0.0
RLB-91780;35210.49404296875;10669.8466796875;139;13637.742257460008;4149.720478346071;666.1187740211194;-228.7350081838209;Bd RLB-91780;25663.63561932228;4182736.791015625;0.0;0.0;439.9191627560875;5103615.76899414;0.0;0.0;425.72822202202013;4812528.109667968;0.0;0.0;439.9191627560875;5192708.988769531;0.0;0.0;6346.146640224874;26569494.28832043;0.0;0.0;5734.426057489881;39345194.68248766;0.0;0.0;6558.344018842139;42794722.85093456;0.0;0.0;6551.229107602261;22232758.30054427;0.0;0.0;439.9191627560875;5192708.988769531;0.0;0.0;20611.348774099166;4380234.038061524;0.0;0.0;73210.61592787088;159806702.80756524;0.0;0.0
RLB-67194;3190.0260498046873;966.674560546875;13;975.9482193733771;545.9403700198689;76.04492957031955;-32.234396346012424;Bd RLB-67194;1761.7173725206824;2295245.7411364596;0.0;0.0;219.37197843479794;2736639.1528934715;0.0;0.0;212.69000977920695;2648360.4705420686;0.0;0.0;218.90790219660528;2736639.1528934715;0.0;0.0;212.3864516188186;2648360.4705420686;0.0;0.0;219.5439678687314;2754397.0485281306;0.0;0.0;218.23957318395543;2737257.9676235137;0.0;0.0;211.18491879306225;2648360.4705420686;0.0;0.0;219.3676216091517;2736639.1528934715;0.0;0.0;1636.2883546009377;2381674.2152794264;0.0;0.0;5129.69815060595;26323573.842874154;0.0;0.0
RLB-75896;79124.99106445312;23977.27001953125;311;24509.54295523681;7222.276416593636;1229.0966072456222;-481.73023916032605;Bd RLB-75896;52710.581417697176;8627416.186523438;0.0;0.0;988.5859533717085;10548348.02849121;0.0;0.0;956.696083908105;9923909.414501952;0.0;0.0;988.5859533717085;10748558.233154297;0.0;0.0;14328.492738933139;57453554.484862514;0.0;0.0;12909.845463991427;85219788.15025333;0.0;0.0;14766.477280900734;93351564.02269697;0.0;0.0;14800.960924343062;48303051.82519739;0.0;0.0;988.5859533717085;10748558.233154297;0.0;0.0;43564.804863248624;9042157.119592285;0.0;0.0;157003.6166331374;343966905.6984277;0.0;0.0
RLB-71114;436.5563232421875;132.289794921875;2;193.3955120146845;124.39526954331147;13.966169760986432;-6.0634574779396795;Bd RLB-71114;307.51422214121345;726911.8659346823;0.0;0.0;31.205853937399894;866702.6093836597;0.0;0.0;30.19018993656983;838744.4606938642;0.0;0.0;30.81584274547171;866702.6093836597;0.0;0.0;30.05474054973018;841528.4445762468;0.0;0.0;32.32869750237092;896156.2558728661;0.0;0.0;31.85802477546857;876634.0496574431;0.0;0.0;30.446024726777136;838744.4606938642;0.0;0.0;31.594807257831906;866702.6093836597;0.0;0.0;258.97707655130387;754284.9509104654;0.0;0.0;814.9854801241376;8373112.316490412;0.0;0.0
RLB-70980;2529.568432617187;766.535888671875;10;1151.1456977321322;456.0986838319586;73.31517933930951;-24.853034345462405;Bd RLB-70980;1802.8140593582252;2291126.7691641147;0.0;0.0;186.80905483068483;2731728.070926444;0.0;0.0;179.81662152539153;2643607.8105739783;0.0;0.0;188.02125293719686;2731728.070926444;0.0;0.0;180.80482815419987;2643607.8105739783;0.0;0.0;187.9406552540755;2731728.070926444;0.0;0.0;187.33259177881905;2731728.070926444;0.0;0.0;180.01651436429543;2643607.8105739783;0.0;0.0;187.0987611763194;2731728.070926444;0.0;0.0;1553.4303685752743;2377400.1307206037;0.0;0.0;4834.084707954482;26257990.686238874;0.0;0.0
RLB-75432;5454.28447265625;1652.8134765625;21;2652.0227471689554;1000.7665232282768;164.1680218933788;-52.349452683961836;Bd RLB-75432;3979.799911757855;2646959.887204152;0.0;0.0;400.26069615388127;3155990.6347434116;0.0;0.0;382.57517289644613;3054184.4852355598;0.0;0.0;401.02146519020914;3155990.6347434116;0.0;0.0;383.22691049341756;3078711.379458943;0.0;0.0;398.96484332497675;3493915.099034005;0.0;0.0;400.0920674144783;3257327.3515031342;0.0;0.0;385.0903120351324;3054184.4852355598;0.0;0.0;398.7180086432296;3155990.6347434116;0.0;0.0;3367.087029428017;2746632.491507896;0.0;0.0;10496.836417337643;30799887.083409484;0.0;0.0
RLB-70907;3730.46630859375;1130.4443359375;15;2067.35015151032;956.4854197162476;129.3618753031447;-39.62857591536484;Bd RLB-70907;2952.044668156448;4429335.848076833;0.0;0.0;278.2325324414159;5281131.203476223;0.0;0.0;268.60262249904196;5110772.132396345;0.0;0.0;275.99709182017966;5281131.203476223;0.0;0.0;267.51965652057993;5110772.132396345;0.0;0.0;275.94682466258126;5281131.203476223;0.0;0.0;274.2784737900711;5281131.203476223;0.0;0.0;266.9421261296735;5110772.132396345;0.0;0.0;278.18529896308905;5281131.203476223;0.0;0.0;2565.8527966411534;4596123.020657048;0.0;0.0;7703.602091624234;50763431.28330403;0.0;0.0
RLB-74977;1444.678125;437.78125;6;558.5055056713891;388.15188158020874;42.80534946067693;-13.975029540535086;Bd RLB-74977;1016.3402065073319;919039.820976418;0.0;0.0;99.82533394116106;1095778.2480872676;0.0;0.0;96.31643694858558;1060430.5626650976;0.0;0.0;99.95252312142381;1095778.2480872676;0.0;0.0;96.57321765622689;1060430.5626650976;0.0;0.0;101.643312324582;1095778.2480872676;0.0;0.0;99.21964409644822;1095778.2480872676;0.0;0.0;96.6507637492668;1060430.5626650976;0.0;0.0;100.24322657546736;1095778.2480872676;0.0;0.0;1034.3084616501471;953647.566676155;0.0;0.0;2841.073126570641;10532870.316084204;0.0;0.0
RLB-66997;17273.89833984375;5234.5146484375;68;5828.596587885531;1184.8769433630923;371.8870425976114;-155.6612283008707;Bd RLB-66997;9283.006943932056;11651792.894724112;0.0;0.0;1263.7565575467074;13892522.297555674;0.0;0.0;1220.9176908626775;13444376.41698936;0.0;0.0;1261.0740417925458;13892522.297555674;0.0;0.0;1221.8534183781285;16420895.825970845;0.0;0.0;1263.1772810075497;23010227.76366561;0.0;0.0;1263.4132546554906;17812969.38613182;0.0;0.0;1221.7513470405952;13444376.41698936;0.0;0.0;1263.2771811440327;13892522.297555674;0.0;0.0;7614.057290163832;12090540.43651219;0.0;0.0;26876.285006523613;149552746.03365034;0.0;0.0
RLB-71711;81.3777099609375;24.659912109375;1;43.66834681415405;31.149504962834357;3.1097277657599363;-1.2952994476948017;Bd RLB-71711;69.77488349433622;343882.8199125016;0.0;0.0;7.148339112613152;410014.13143413654;0.0;0.0;7.1806696710341615;396787.8691298096;0.0;0.0;7.372401603005794;410014.13143413654;0.0;0.0;6.942416259000735;396787.8691298096;0.0;0.0;7.500278735170183;410014.13143413654;0.0;0.0;7.554309472301296;410014.13143413654;0.0;0.0;7.28735379104272;396787.8691298096;0.0;0.0;7.373073634737719;410014.13143413654;0.0;0.0;60.98513664546624;356833.03265799663;0.0;0.0;189.11886241870823;3941150.1171306097;0.0;0.0
RLB-78901;691.8575683593749;209.65380859375;3;610.3856488707842;212.48403917480454;32.50874459780976;-7.987707975762127;Bd RLB-78901;719.8556990238479;718493.917294723;0.0;0.0;53.17284961386414;856665.8244667852;0.0;0.0;51.88503858003268;829031.4430323727;0.0;0.0;52.796494000628;856665.8244667852;0.0;0.0;51.79993327148826;858231.1378466573;0.0;0.0;53.00350598451045;996308.1380152843;0.0;0.0;53.00945248968505;915476.8051809298;0.0;0.0;51.0898287908096;829031.4430323727;0.0;0.0;52.25866440557203;856665.8244667852;0.0;0.0;590.5028876560397;745550.1232897493;0.0;0.0;1729.374353816478;8462120.481092446;0.0;0.0
RLB-67959;2834.1867919921874;858.844482421875;11;1678.4061517165394;475.81566525551773;93.63043231819343;-30.613661465264308;Bd RLB-67959;2179.0648262727586;1902002.3904056903;0.0;0.0;207.5568748861189;2267772.0808683233;0.0;0.0;203.09722148470675;2194618.142775797;0.0;0.0;208.83972710353598;2267772.0808683233;0.0;0.0;202.33777962481676;2706399.9866650165;0.0;0.0;207.9072291101191;3816921.79112989;0.0;0.0;208.62568859774711;2864162.939206645;0.0;0.0;200.97933125606428;2194618.142775797;0.0;0.0;207.7417259648782;2267772.0808683233;0.0;0.0;1749.7520804891367;1973623.5136187926;0.0;0.0;5575.902484789882;24455663.149182595;0.0;0.0
RLB-74578;2805.760542447351;850.2304674082882;11;700.6515947450763;607.3602563233345;65.89172301345128;-28.8397693938949;Bd RLB-74578;1543.7036998225535;2709840.2179901362;0.0;0.0;191.0518048311978;3230963.336834393;0.0;0.0;184.12493639505956;3126738.7130655423;0.0;0.0;189.99971745288772;3230963.336834393;0.0;0.0;185.95670093267665;3126738.7130655423;0.0;0.0;190.53933902025346;3230963.336834393;0.0;0.0;190.05458618376272;3230963.336834393;0.0;0.0;183.89288759313482;3126738.7130655423;0.0;0.0;190.1290389680967;3230963.336834393;0.0;0.0;1382.7493589473625;2811880.0507699563;0.0;0.0;4432.202070146985;31056753.092128687;0.0;0.0
RLB-67098;3373.5990234375;1022.302734375;13;1715.341405451728;498.9166666514343;100.07671253866528;-36.97544721114331;Bd RLB-67098;2140.1323942867884;2698667.815824989;0.0;0.0;228.02458911573464;3217642.395791333;0.0;0.0;222.1236921686104;3113847.479798064;0.0;0.0;226.4394918087583;3217642.395791333;0.0;0.0;221.027152885072;3776905.4850805853;0.0;0.0;224.91297250166306;5572784.52072506;0.0;0.0;226.79872354116665;4280539.076287081;0.0;0.0;218.4680701957479;3113847.479798064;0.0;0.0;229.17044858487478;3217642.395791333;0.0;0.0;1803.6443977243023;2800287.1325790095;0.0;0.0;5740.741932812719;35009806.177466854;0.0;0.0
RLB-67586;260.18759765625;78.8447265625;1;482.283664682051;175.19581545728457;23.536313084997158;-4.469017675467393;Bd RLB-67586;493.64083050415434;418683.2030710113;0.0;0.0;19.3133768632937;499199.2036615904;0.0;0.0;18.52386636726134;483096.0035434746;0.0;0.0;18.95562077075694;499199.2036615904;0.0;0.0;18.803852078587987;566530.1212606813;0.0;0.0;19.58826501075431;759192.1361236889;0.0;0.0;20.17630639729084;595040.2769770524;0.0;0.0;18.267831053964017;483096.0035434746;0.0;0.0;19.681450574963684;499199.2036615904;0.0;0.0;383.31478863752795;434450.0942137239;0.0;0.0;1030.266188258555;5237685.449717879;0.0;0.0
RLB-64883;1415.456689453125;428.92626953125;6;1083.7720168245094;325.2137069779659;57.58750843568981;-15.669080241519842;Bd RLB-64883;1301.785760673848;1329627.1350939241;0.0;0.0;108.20243107276714;1585324.6610735247;0.0;0.0;103.87079126006763;1534185.1558776046;0.0;0.0;108.91196264445529;1585324.6610735247;0.0;0.0;102.90968724201983;1578652.1161109265;0.0;0.0;107.4462112666908;1809405.1520774981;0.0;0.0;106.49820506841573;1678970.7190381226;0.0;0.0;103.71923694784581;1534185.1558776046;0.0;0.0;107.70794513463346;1585324.6610735247;0.0;0.0;1067.0569333291955;1379695.4801441692;0.0;0.0;3218.1091646399395;15600694.897440424;0.0;0.0
RLB-67505;4283.785107421875;1298.11669921875;17;2783.646914822687;851.7167614481657;153.84752870731836;-42.7628993760916;Bd RLB-67505;3676.8208719856534;2445538.822313989;0.0;0.0;315.81400051062826;2915834.7496820637;0.0;0.0;305.6287133248719;2821775.564208449;0.0;0.0;314.83066232094086;2915834.7496820637;0.0;0.0;306.12259835154026;2821775.564208449;0.0;0.0;316.04452131152505;2915834.7496820637;0.0;0.0;314.18836077020234;2915834.7496820637;0.0;0.0;306.38719010792323;2821775.564208449;0.0;0.0;316.0393253803685;2915834.7496820637;0.0;0.0;3127.2467081848604;2537626.9328977466;0.0;0.0;9299.122952248514;28027666.196247403;0.0;0.0
RLB-75284;127.2425537109375;38.558349609375;1;115.49142446474016;64.1744336576377;6.899495003235094;-2.0277752193145098;Bd RLB-75284;140.89127808147802;503099.53374184447;0.0;0.0;8.66064775708431;599849.4440768145;0.0;0.0;8.551394026888358;580499.4620098205;0.0;0.0;8.964359168152546;599849.4440768145;0.0;0.0;8.108228813517615;580499.4620098205;0.0;0.0;8.856933175811054;599849.4440768145;0.0;0.0;8.374630864977796;599849.4440768145;0.0;0.0;8.294249857592208;580499.4620098205;0.0;0.0;8.790092712391498;599849.4440768145;0.0;0.0;126.85732965847589;522045.0064341903;0.0;0.0;336.3491441163693;5765890.146589568;0.0;0.0
RLB-74873;1e-05;1e-05;1;136.21287197056827;23.69380917434516;5.196967220543019;-0.8783794850211426;Bd RLB-74873;120.26868170223534;383239.48082103505;0.0;0.0;8.200287252976974;456939.3809789264;0.0;0.0;7.73631342542319;442199.40094734816;0.0;0.0;8.204157099606471;456939.3809789264;0.0;0.0;7.843707953403355;473766.6881114284;0.0;0.0;8.14797888178741;541356.6537061423;0.0;0.0;8.120970872887666;492466.0332196381;0.0;0.0;7.6487120759541405;442199.40094734816;0.0;0.0;7.919983712336875;456939.3809789264;0.0;0.0;87.72584498050401;397671.65599709586;0.0;0.0;271.81663795711546;4543717.456686815;0.0;0.0
RLB-71168;876.9024900073246;265.72802727494684;3;422.60065122008183;243.13749080487554;28.944010365872153;-10.884901282460731;Bd RLB-71168;622.0001972837446;692130.2759925928;0.0;0.0;57.40172114502172;825232.2521450145;0.0;0.0;54.7913229902862;798611.8569145302;0.0;0.0;57.17569445438998;825232.2521450145;0.0;0.0;56.98397843272009;809314.818771167;0.0;0.0;58.22368896495015;954672.1116320817;0.0;0.0;57.05238063095418;882914.3603963051;0.0;0.0;55.202480645253935;798611.8569145302;0.0;0.0;57.49824507911122;825232.2521450145;0.0;0.0;569.1347046291779;718193.749774659;0.0;0.0;1645.4644142556099;8130145.78683091;0.0;0.0
RLB-71014;2381.52041015625;721.6728515625;9;964.8462469579547;335.7376157304822;62.11497895534295;-24.060947388569787;Bd RLB-71014;1518.3666344131057;1437885.9533364573;0.0;0.0;173.8274918489098;1714402.4828242376;0.0;0.0;169.43466304187416;1659099.1769266813;0.0;0.0;175.62277319508323;1714402.4828242376;0.0;0.0;167.81780715041066;2023963.3205012577;0.0;0.0;174.3197984643381;2848860.8681765916;0.0;0.0;173.2366497904506;2158325.5539459907;0.0;0.0;169.15214563403424;1659099.1769266813;0.0;0.0;174.09996054842236;1714402.4828242376;0.0;0.0;1235.6606249090898;1492030.7700549348;0.0;0.0;4131.538548995719;18422472.268341307;0.0;0.0
RLB-75096;5673.802148437499;1719.333984375;22;3185.7120287694233;1071.9195195174402;185.65470988963557;-52.85438181685649;Bd RLB-75096;4536.822012307455;4209984.347560756;0.0;0.0;416.50291817510623;5019596.72209167;0.0;0.0;399.9057364052809;4857674.247185487;0.0;0.0;417.3597944815859;5019596.72209167;0.0;0.0;398.2169779973713;4857674.247185487;0.0;0.0;416.09661511480897;5019596.72209167;0.0;0.0;416.1591193772686;5019596.72209167;0.0;0.0;401.66474732538177;4857674.247185487;0.0;0.0;412.18058328368693;5019596.72209167;0.0;0.0;4011.188334048451;4368512.206800971;0.0;0.0;11826.096838516398;48249502.90637654;0.0;0.0
RLB-69366;5267.779687499999;1596.296875;21;2819.243651090619;920.8298821337181;165.45055389229094;-48.035669645214895;Bd RLB-69366;4108.743667349233;2605672.976283924;0.0;0.0;389.773319835276;3106763.933261602;0.0;0.0;376.1021645563638;3006545.7418660666;0.0;0.0;391.454401099602;3106763.933261602;0.0;0.0;375.81894155817633;3006545.7418660666;0.0;0.0;389.0363532839527;3106763.933261602;0.0;0.0;385.3984938603856;3106763.933261602;0.0;0.0;377.24531634110286;3006545.7418660666;0.0;0.0;387.62304284720864;3106763.933261602;0.0;0.0;3627.036656291423;2703790.942918784;0.0;0.0;10808.232357022724;29862920.811108917;0.0;0.0
